set_number,Year,Pieces,Minifigs,retale_price,resale_price,Launch date,Exit date,Theme,years_in_retirement,total_price_increase,average_increase_per_year,percentage_increase_per_year,adjusted_value_new,total_price_increase_real,percentage_increase_per_year_real,average_increase_per_year_real
75092-1,2015,442.0,9.0,49.99,117.93,01/06/2015,2016-12-31,Star Wars,6,67.94,11.323333333333332,9.601741145877497,104.71846510121763,54.72846510121763,7.734597515647366,9.121410850202938
75093-1,2015,724.0,5.0,79.99,95.39,01/06/2015,2016-12-31,Star Wars,6,15.400000000000006,2.5666666666666678,2.6907083202292355,84.70359014674085,4.713590146740856,0.8235646899991012,0.7855983577901426
75094-1,2015,937.0,5.0,99.99,188.66,01/06/2015,2016-12-31,Star Wars,6,88.67,14.778333333333334,7.833315664864482,167.524680963247,67.534680963247,5.966172034634351,11.255780160541166
75095-1,2015,1685.0,1.0,199.99,283.9,01/05/2015,2017-12-31,Star Wars,5,83.90999999999997,16.781999999999993,5.911236350827755,257.1369769107131,57.14697691071308,4.025852547426071,11.429395382142616
75096-1,2015,662.0,8.0,89.99,136.45,01/08/2015,2016-12-31,Star Wars,6,46.459999999999994,7.743333333333332,5.674850372541834,121.16369509930588,31.17369509930589,3.8077067423117,5.195615849884315
75097-1,2015,292.0,9.0,39.99,45.99,01/09/2015,2015-12-31,Star Wars,7,6.0,0.8571428571428571,1.8637592023110614,40.037062614453895,0.04706261445389259,0.014618896795543315,0.006723230636270371
75099-1,2015,193.0,2.0,19.99,25.47,04/09/2015,2017-12-31,Star Wars,5,5.48,1.096,4.303101688260699,23.068963726367958,3.0789637263679595,2.417717884859018,0.6157927452735918
75100-1,2015,444.0,3.0,39.99,45.66,04/09/2015,2016-12-31,Star Wars,6,5.669999999999995,0.9449999999999991,2.0696452036793676,40.54477331062152,0.5547733106215205,0.20250157344923367,0.09246221843692008
75101-1,2015,517.0,4.0,69.99,79.83,04/09/2015,2016-04-30,Star Wars,6,9.840000000000003,1.6400000000000006,2.054365526744333,70.8867554399237,0.8967554399237088,0.18722189651419865,0.1494592399872848
75102-1,2015,717.0,4.0,79.99,108.38,04/09/2015,2018-07-31,Star Wars,4,28.39,7.0975,6.548717475548995,100.12636727275361,20.136367272753617,4.644853126211852,5.034091818188404
75103-1,2015,792.0,7.0,89.99,145.14,04/09/2015,2016-12-31,Star Wars,6,55.14999999999999,9.191666666666665,6.332965872031601,128.8801664105039,38.89016641050391,4.46582224180147,6.4816944017506515
75104-1,2015,1005.0,6.0,119.99,95.22,04/09/2015,2017-12-31,Star Wars,5,-24.769999999999996,-4.953999999999999,-5.202688510817054,86.24368771200459,-33.74631228799541,-7.088072314218738,-6.749262457599082
75105-1,2015,1329.0,7.0,149.99,175.02,04/09/2015,2017-12-31,Star Wars,5,25.03,5.006,2.860244543480745,158.5210063364319,8.531006336431886,0.9748607400790636,1.7062012672863773
75106-1,2015,1216.0,6.0,129.99,180.39,01/06/2015,2016-12-31,Star Wars,6,50.39999999999998,8.399999999999997,4.656577415599532,160.18115763256716,30.191157632567155,2.789433785369399,5.031859605427859
75899-1,2015,164.0,1.0,14.99,62.14,01/03/2015,2016-12-31,Speed Champions,6,47.15,7.858333333333333,12.646175303079067,55.17854168904997,40.18854168904997,10.779031672848935,6.698090281508328
75900-1,2015,110.0,2.0,14.99,57.94,01/08/2015,2016-12-31,Scooby-Doo,6,42.949999999999996,7.158333333333332,12.354734783108965,51.44906188386796,36.45906188386796,10.48759115287883,6.076510313977994
75901-1,2015,128.0,2.0,19.99,59.32,01/08/2015,2016-12-31,Scooby-Doo,6,39.33,6.555,11.050236008091707,52.67446239128491,32.68446239128491,9.183092377861573,5.447410398547485
75902-1,2015,301.0,3.0,29.99,126.81,01/08/2015,2016-12-31,Scooby-Doo,6,96.82000000000001,16.136666666666667,12.725074258076388,112.60365097503102,82.61365097503102,10.857930627846256,13.768941829171837
75903-1,2015,437.0,4.0,49.99,118.93,01/08/2015,2016-12-31,Scooby-Doo,6,68.94,11.49,9.661145211468929,105.60643648340383,55.616436483403824,7.794001581238799,9.269406080567304
75904-1,2015,860.0,6.0,89.99,220.87,01/08/2015,2016-12-31,Scooby-Doo,6,130.88,21.813333333333333,9.876096044430358,196.12623918346424,106.13623918346424,8.008952414200227,17.68937319724404
75908-1,2015,153.0,1.0,14.99,54.68,01/03/2015,2016-12-31,Speed Champions,6,39.69,6.614999999999999,12.097659107534747,48.55427517794098,33.56427517794098,10.230515477304614,5.594045862990163
75909-1,2015,168.0,1.0,14.99,75.22,01/03/2015,2016-12-31,Speed Champions,6,60.23,10.038333333333332,13.345298236284675,66.79320736804536,51.803207368045356,11.47815460605454,8.633867894674227
75910-1,2015,151.0,1.0,14.99,87.33,01/03/2015,2016-12-31,Speed Champions,6,72.34,12.056666666666667,13.80587045307073,77.54654080632015,62.55654080632015,11.938726822840595,10.426090134386692
75911-1,2015,332.0,3.0,29.99,106.77,01/03/2015,2016-12-31,Speed Champions,6,76.78,12.796666666666667,11.98526427523337,94.80870447601971,64.81870447601972,10.118120645003236,10.803117412669954
75912-1,2015,551.0,4.0,49.99,125.6,01/03/2015,2016-12-31,Speed Champions,6,75.60999999999999,12.601666666666665,10.033174097664542,111.5292056025857,61.5392056025857,8.166030467434409,10.256534267097617
75913-1,2015,884.0,6.0,99.99,215.81,01/03/2015,2016-12-31,Speed Champions,6,115.82000000000001,19.303333333333335,8.944596327016049,191.6331039896021,91.6431039896021,7.077452696785915,15.273850664933683
75915-1,2015,174.0,2.0,19.99,45.12,01/05/2015,2016-12-31,Jurassic World,6,25.13,4.1883333333333335,9.2826536643026,40.06526876424098,20.075268764240985,7.415510034072469,3.3458781273734974
75916-1,2015,248.0,2.0,29.99,83.76,01/05/2015,2016-12-31,Jurassic World,6,53.77000000000001,8.961666666666668,10.699219993632603,74.37648297191545,44.386482971915456,8.83207636340247,7.397747161985909
75917-1,2015,324.0,3.0,49.99,119.44,01/05/2015,2016-12-31,Jurassic World,6,69.44999999999999,11.574999999999998,9.691058271935699,106.05930188831877,56.06930188831877,7.823914641705566,9.344883648053129
75918-1,2015,520.0,3.0,69.99,115.2,01/05/2015,2016-12-31,Jurassic World,6,45.21000000000001,7.535000000000001,6.540798611111112,102.29430322784933,32.30430322784933,4.67365498088098,5.384050537974889
75919-1,2015,1156.0,4.0,129.99,349.11,01/05/2015,2016-12-31,Jurassic World,6,219.12,36.52,10.460886253616339,309.9996892350215,180.00968923502148,8.593742623386204,30.00161487250358
75920-1,2015,394.0,2.0,39.99,144.57,01/05/2015,2015-12-31,Jurassic World,7,104.57999999999998,14.939999999999998,10.334094210417097,125.8568850222135,85.8668850222135,8.48495390490158,12.266697860316214
76025-1,2015,174.0,3.0,19.99,37.83,01/01/2015,2016-12-31,DC Comics Super Heroes,6,17.84,2.973333333333333,7.859723323640849,33.591957388103644,13.601957388103646,5.992579693410717,2.2669928980172744
76026-1,2015,347.0,6.0,49.99,67.01,01/01/2015,2016-12-31,DC Comics Super Heroes,6,17.020000000000003,2.8366666666666673,4.233199025021141,59.50296232029673,9.51296232029673,2.3660553947910086,1.585493720049455
76027-1,2015,387.0,4.0,39.99,47.27,01/01/2015,2015-12-31,DC Comics Super Heroes,7,7.280000000000001,1.0400000000000003,2.2001269303998305,41.15137964307971,1.1613796430797052,0.35098662488431354,0.16591137758281502
76028-1,2015,545.0,5.0,69.99,85.98,01/01/2015,2015-12-31,DC Comics Super Heroes,7,15.990000000000009,2.2842857142857156,2.656764031502344,74.8507641572243,4.86076415722431,0.8076237259868257,0.6943948796034728
76029-1,2015,90.0,4.0,12.99,29.9,01/03/2015,2016-12-31,Marvel Super Heroes,6,16.909999999999997,2.818333333333333,9.42586399108138,26.55034432736714,13.560344327367138,7.558720360851248,2.260057387894523
76030-1,2015,220.0,3.0,19.99,38.47,01/03/2015,2016-12-31,Marvel Super Heroes,6,18.48,3.08,8.00623862750195,34.16025907270281,14.170259072702809,6.139094997271818,2.361709845450468
76031-1,2015,248.0,4.0,29.99,81.86,01/03/2015,2016-12-31,Marvel Super Heroes,6,51.870000000000005,8.645000000000001,10.560713413144393,72.68933734576167,42.69933734576168,8.69356978291426,7.116556224293613
76032-1,2015,722.0,5.0,79.99,117.44,01/03/2015,2016-12-31,Marvel Super Heroes,6,37.45,6.241666666666667,5.314770663033606,104.28335912394638,24.293359123946388,3.447627032803472,4.048893187324398
76034-1,2015,264.0,3.0,29.99,55.58,01/06/2015,2016-12-31,DC Comics Super Heroes,6,25.59,4.265,7.673623605613531,49.35344942190855,19.363449421908552,5.806479975383397,3.227241570318092
76035-1,2015,1037.0,8.0,119.99,145.91,01/06/2015,2016-12-31,DC Comics Super Heroes,6,25.92,4.32,2.960729216640395,129.56390437478728,9.57390437478729,1.093585586410263,1.595650729131215
76036-1,2015,97.0,3.0,12.99,26.0,01/06/2015,2016-12-31,Marvel Super Heroes,6,13.01,2.1683333333333334,8.33974358974359,23.087255936840993,10.097255936840993,6.472599959513457,1.6828759894734988
76037-1,2015,386.0,4.0,39.99,62.03,01/06/2015,2016-12-31,Marvel Super Heroes,6,22.04,3.6733333333333333,5.921865763877693,55.08086483700949,15.09086483700949,4.0547221336475605,2.5151441395015817
76038-1,2015,515.0,5.0,59.99,152.5,01/03/2015,2016-12-31,Marvel Super Heroes,6,92.50999999999999,15.418333333333331,10.110382513661202,135.4156357833943,75.42563578339428,8.243238883431069,12.57093929723238
76039-1,2015,195.0,3.0,19.99,63.95,01/06/2015,2015-12-31,Marvel Super Heroes,7,43.96000000000001,6.280000000000001,9.82017200938233,55.67232342235979,35.68232342235979,7.971031703866813,5.097474774622826
76040-1,2015,179.0,4.0,24.99,57.57,01/01/2015,2015-12-31,DC Comics Super Heroes,7,32.58,4.654285714285714,8.084567855281769,50.11814948280301,25.128149482803014,6.235427549766251,3.5897356404004306
76041-1,2015,405.0,5.0,49.99,104.12,01/03/2015,2015-12-31,Marvel Super Heroes,7,54.13,7.732857142857143,7.426870094945393,90.6427257972807,40.6527257972807,5.577729789429875,5.807532256754386
76042-1,2015,2996.0,17.0,349.99,500.63,01/03/2015,2017-12-31,Marvel Super Heroes,5,150.64,30.127999999999997,6.018017298204262,453.4360153251508,103.44601532515077,4.13263349480258,20.689203065030153
10251-1,2016,2380.0,5.0,169.99,471.26,01/01/2016,2018-12-31,Creator Expert,4,301.27,75.3175,15.982154224844033,435.3713954692551,265.3813954692551,14.078289875506892,66.34534886731377
10254-1,2016,734.0,5.0,99.99,173.71,01/10/2016,2019-12-31,Creator Expert,3,73.72000000000001,24.573333333333338,14.146182334542248,163.69081273416708,63.70081273416709,12.22359348611039,21.23360424472236
10720-1,2016,63.0,2.0,9.99,11.57,01/01/2016,2017-12-31,Juniors,5,1.58,0.316,2.731201382886776,10.479305469732127,0.48930546973212685,0.845817579485094,0.09786109394642536
10721-1,2016,66.0,2.0,12.99,36.81,01/01/2016,2016-12-31,Juniors,6,23.82,3.97,10.785112741102962,32.68622657827373,19.69622657827373,8.91796911087283,3.2827044297122883
10722-1,2016,92.0,2.0,14.99,15.46,01/01/2016,2017-12-31,Juniors,5,0.47000000000000064,0.09400000000000013,0.6080206985769736,14.0025983199705,-0.9874016800294996,-1.2773631048247083,-0.19748033600589993
10723-1,2016,70.0,1.0,14.99,20.44,01/01/2016,2017-07-31,Juniors,5,5.450000000000001,1.0900000000000003,5.332681017612525,18.51313775292348,3.52313775292348,3.447297214210842,0.7046275505846961
10724-1,2016,164.0,3.0,19.99,41.17,01/06/2016,2017-12-31,Juniors,5,21.180000000000003,4.236000000000001,10.289045421423369,37.28893744069764,17.29893744069764,8.403661618021685,3.459787488139528
10725-1,2016,172.0,3.0,29.99,28.48,01/01/2016,2017-12-31,Juniors,5,-1.509999999999998,-0.3019999999999996,-1.0603932584269649,25.795213463956006,-4.194786536043992,-2.945777061828646,-0.8389573072087984
10726-1,2016,58.0,1.0,12.99,15.69,01/06/2016,2017-12-31,Juniors,5,2.6999999999999993,0.5399999999999998,3.4416826003824084,14.21091640623138,1.22091640623138,1.5562987969807265,0.244183281246276
10727-1,2016,136.0,2.0,19.99,39.27,01/06/2016,2017-12-31,Juniors,5,19.280000000000005,3.8560000000000008,9.819200407435703,35.5680489020208,15.5780489020208,7.933816604034021,3.11560978040416
10728-1,2016,173.0,2.0,29.99,47.42,01/06/2016,2017-12-31,Juniors,5,17.430000000000003,3.4860000000000007,7.351328553353016,42.949755002134616,12.959755002134617,5.465944749951335,2.5919510004269233
10729-1,2016,116.0,2.0,24.99,35.11,01/01/2016,2017-12-31,Juniors,5,10.120000000000001,2.024,5.764739390487041,31.800208733128347,6.8102087331283485,3.8793555870853593,1.3620417466256698
10803-1,2016,40.0,2.0,29.99,50.0,01/01/2016,2017-12-31,Duplo,5,20.01,4.002000000000001,8.004000000000001,45.28654049149579,15.296540491495794,6.1186161965983175,3.0593080982991587
10805-1,2016,163.0,5.0,99.99,117.25,01/01/2016,2018-12-31,Duplo,4,17.260000000000005,4.315000000000001,3.680170575692965,108.3208762016088,8.330876201608802,1.7763062263558214,2.0827190504022006
10807-1,2016,15.0,2.0,19.99,41.59,01/01/2016,2016-12-31,Duplo,6,21.600000000000005,3.600000000000001,8.655926905506133,36.93072978512373,16.940729785123732,6.788783275276,2.8234549641872886
10809-1,2016,15.0,2.0,14.99,12.2,01/01/2016,2018-12-31,Duplo,4,-2.790000000000001,-0.6975000000000002,-5.7172131147541005,11.270914197523473,-3.7190858024765276,-7.621077464091246,-0.9297714506191319
10810-1,2016,45.0,2.0,29.99,43.83,01/06/2016,2017-12-31,Duplo,5,13.84,2.768,6.3153091489847135,39.698181394845214,9.708181394845216,4.429925345583033,1.9416362789690431
10811-1,2016,19.0,1.0,14.99,46.04,01/06/2016,2017-12-31,Duplo,5,31.049999999999997,6.209999999999999,13.488271068635967,41.69984648456933,26.709846484569326,11.602887265234285,5.341969296913865
10812-1,2016,28.0,2.0,19.99,26.66,01/06/2016,2020-12-31,Duplo,2,6.670000000000002,3.335000000000001,12.509377344336087,25.624759707804692,5.634759707804694,10.56781640623536,2.817379853902347
10813-1,2016,67.0,3.0,49.99,46.97,01/06/2016,2019-12-31,Duplo,3,-3.020000000000003,-1.0066666666666677,-2.1432119792775555,44.260880053674676,-5.729119946325326,-4.065800827709408,-1.9097066487751089
10814-1,2016,28.0,2.0,19.99,29.0,01/01/2016,2016-12-31,Duplo,6,9.010000000000002,1.501666666666667,5.178160919540232,25.75117008339957,5.76117008339957,3.3110172893100973,0.9601950138999283
10818-1,2016,29.0,2.0,19.99,17.23,01/01/2016,2018-07-31,Duplo,4,-2.759999999999998,-0.6899999999999995,-4.004643064422516,15.91785669043684,-4.072143309563158,-5.9085074137596605,-1.0180358273907895
10819-1,2016,25.0,2.0,19.99,19.88,01/01/2016,2016-12-31,Duplo,6,-0.10999999999999943,-0.01833333333333324,-0.0922199865861833,17.652871077861494,-2.337128922138504,-1.959363616816318,-0.38952148702308403
10822-1,2016,30.0,1.0,29.99,42.37,01/06/2016,2017-12-31,Duplo,5,12.379999999999999,2.476,5.843757375501534,38.37581441249353,8.385814412493534,3.958373572099851,1.6771628824987068
10825-1,2016,37.0,1.0,24.99,38.38,01/06/2016,2016-12-31,Duplo,6,13.390000000000004,2.2316666666666674,5.814660413409762,34.08034164830605,9.090341648306055,3.947516783179631,1.5150569413843424
10827-1,2016,48.0,3.0,34.99,48.56,01/06/2016,2018-07-31,Duplo,4,13.57,3.3925,6.986202635914332,44.861933887847535,9.871933887847533,5.08233828657719,2.467983471961883
10828-1,2016,30.0,1.0,24.99,22.42,01/06/2016,2017-12-31,Duplo,5,-2.5699999999999967,-0.5139999999999993,-2.29259589652096,20.306484756386716,-4.683515243613282,-4.177979699922642,-0.9367030487226564
10830-1,2016,27.0,1.0,19.99,32.34,01/01/2016,2017-12-31,Duplo,5,12.350000000000005,2.470000000000001,7.637600494743355,29.291334389899482,9.301334389899484,5.752216691341672,1.8602668779798968
21123-1,2016,208.0,3.0,19.99,36.13,01/03/2016,2018-12-31,Minecraft,4,16.140000000000004,4.035000000000001,11.16800442845281,33.37853524233796,13.388535242337962,9.264140079115666,3.3471338105844906
21124-1,2016,559.0,3.0,59.99,169.67,01/03/2016,2017-12-31,Minecraft,5,109.67999999999998,21.935999999999996,12.92862615665704,153.6753465038418,93.6853465038418,11.043242353255355,18.73706930076836
21125-1,2016,706.0,4.0,69.99,202.44,01/03/2016,2017-12-31,Minecraft,5,132.45,26.49,13.085358624777708,183.35614514196817,113.36614514196818,11.199974821376031,22.673229028393635
21126-1,2016,318.0,3.0,39.99,119.15,01/03/2016,2017-12-31,Minecraft,5,79.16,15.831999999999999,13.287452790600081,107.91782599123448,67.92782599123447,11.4020689871984,13.585565198246893
21127-1,2016,984.0,4.0,109.99,250.97,01/09/2016,2017-12-31,Minecraft,5,140.98000000000002,28.196000000000005,11.234808941307728,227.311261343014,117.321261343014,9.349425137906044,23.4642522686028
21128-1,2016,1600.0,9.0,199.99,462.65,01/06/2016,2017-12-31,Minecraft,5,262.65999999999997,52.532,11.35458770128607,419.0363591678106,219.04635916781058,9.469203897884388,43.809271833562114
21306-1,2016,553.0,5.0,59.99,142.54,01/11/2016,2017-12-31,Ideas,5,82.54999999999998,16.509999999999998,11.582713624245823,129.1028696331562,69.11286963315618,9.69732982084414,13.822573926631236
30347-1,2016,53.0,1.0,3.99,4.34,01/01/2016,2017-12-31,City,5,0.34999999999999964,0.06999999999999992,1.6129032258064497,3.930871714661835,-0.05912828533816539,-0.27248057759523225,-0.011825657067633078
30349-1,2016,47.0,1.0,3.99,4.69,01/01/2016,2017-12-31,City,5,0.7000000000000002,0.14000000000000004,2.9850746268656723,4.247877498102306,0.25787749810230576,1.0996908234639904,0.05157549962046115
30399-1,2016,51.0,1.0,3.99,5.09,01/06/2016,2016-12-31,Friends,6,1.0999999999999996,0.18333333333333326,3.601833660772756,4.5197743353277176,0.5297743353277173,1.734690030542624,0.08829572255461955
31048-1,2016,368.0,1.0,29.99,45.39,01/01/2016,2017-12-31,Creator,5,15.400000000000002,3.0800000000000005,6.7856356025556295,41.11112145817988,11.121121458179882,4.900251799153947,2.2242242916359762
31050-1,2016,467.0,2.0,39.99,63.47,01/01/2016,2017-12-31,Creator,5,23.479999999999997,4.696,7.398771072947848,57.48673449990476,17.49673449990476,5.5133872695461665,3.499346899980952
31051-1,2016,528.0,2.0,59.99,81.56,01/06/2016,2017-12-31,Creator,5,21.57,4.314,5.289357528200098,73.87140484972794,13.881404849727936,3.4039737247984148,2.7762809699455873
31052-1,2016,792.0,2.0,69.99,89.78,01/06/2016,2018-07-31,Creator,4,19.790000000000006,4.947500000000002,5.510692804633551,82.94284234866045,12.952842348660454,3.606828455296406,3.2382105871651135
31053-1,2016,387.0,2.0,34.99,42.2,01/06/2016,2017-12-31,Creator,5,7.210000000000001,1.4420000000000002,3.4170616113744083,38.221840174822454,3.2318401748224517,1.5316778079727258,0.6463680349644904
40165-1,2016,89.0,2.0,9.99,14.89,01/03/2016,2017-12-31,Miscellaneous,5,4.9,0.9800000000000001,6.581598388179986,13.486331758367449,3.4963317583674485,4.696214584778305,0.6992663516734897
40166-1,2016,210.0,4.0,19.99,23.86,01/01/2016,2018-12-31,Promotional,4,3.870000000000001,0.9675000000000002,4.05490360435876,22.04295186499263,2.0529518649926324,2.151039255021618,0.5132379662481581
40223-1,2016,215.0,1.0,9.99,48.63,01/10/2016,2016-12-31,Seasonal,6,38.64,6.44,13.242854205223113,43.18204831571452,33.192048315714516,11.37571057499298,5.532008052619086
40228-1,2016,133.0,2.0,9.99,9.14,01/06/2016,2016-12-31,Promotional,6,-0.8499999999999996,-0.1416666666666666,-1.5499635302698753,8.116058433181795,-1.8739415668182051,-3.417107160500009,-0.31232359446970087
41065-1,2016,145.0,1.0,19.99,33.27,01/06/2016,2017-12-31,Disney,5,13.280000000000005,2.656000000000001,7.983168019236551,30.133664043041303,10.143664043041305,6.097784215834869,2.028732808608261
41067-1,2016,374.0,6.0,49.99,85.94,01/06/2016,2017-12-31,Disney,5,35.949999999999996,7.1899999999999995,8.366302071212473,77.83850579678297,27.848505796782966,6.48091826781079,5.569701159356593
41110-1,2016,191.0,1.0,19.99,23.43,01/01/2016,2016-12-31,Friends,6,3.4400000000000013,0.5733333333333336,2.4470052639066733,20.80516948462248,0.81516948462248,0.57986163367654,0.13586158077041333
41111-1,2016,109.0,1.0,9.99,16.15,01/01/2016,2016-12-31,Friends,6,6.159999999999998,1.0266666666666664,6.357069143446851,14.340737822307,4.350737822307,4.489925513216718,0.7251229703845
