Number,Theme,Subtheme,Year,RRP (USD),Value new (USD),Minifigs,Pieces,Launch date,Retired Date
7142-1,Star Wars,Episode IV,2002,30.0,100.0,4.0,267.0,01/10/2002,31/12/2002
7143-1,Star Wars,Episode II,2002,20.0,81.42,1.0,138.0,18/03/2002,31/12/2003
7152-1,Star Wars,Episode IV,2002,50.0,300.1,3.0,410.0,01/10/2002,31/12/2002
7153-1,Star Wars,Episode II,2002,50.0,563.36,2.0,360.0,23/04/2002,31/12/2003
7163-1,Star Wars,Episode II,2002,90.0,448.77,8.0,693.0,23/04/2002,31/12/2003
7194-1,Star Wars,Ultimate Collector Series,2002,100.0,481.5,,1075.0,01/01/2002,31/12/2003
7200-1,Star Wars,Episode VI,2002,7.0,62.96,2.0,31.0,01/01/2002,31/12/2003
7201-1,Star Wars,Episode VI,2002,7.0,32.49,3.0,26.0,01/01/2002,31/12/2002
7203-1,Star Wars,Episode I,2002,7.0,48.49,3.0,59.0,01/01/2002,31/12/2003
7204-1,Star Wars,Episode I,2002,7.0,44.29,3.0,53.0,01/01/2002,31/12/2002
8009-1,Star Wars,Technic,2002,20.0,51.33,,240.0,01/01/2002,31/12/2003
8010-1,Star Wars,Technic,2002,40.0,74.33,,391.0,01/01/2002,31/12/2003
8011-1,Star Wars,Technic,2002,30.0,54.67,,422.0,23/04/2002,31/12/2003
8012-1,Star Wars,Technic,2002,35.0,63.0,,379.0,23/04/2002,31/12/2003
8310-1,Galidor,,2002,10.0,12.0,,12.0,,
8311-1,Galidor,,2002,10.0,12.0,,12.0,,
8312-1,Galidor,,2002,10.0,12.0,,13.0,,
8313-1,Galidor,,2002,15.0,12.0,,15.0,,
8314-1,Galidor,,2002,15.0,48.6,,14.0,,
8315-1,Galidor,,2002,40.0,30.0,,9.0,,
8316-1,Galidor,,2002,60.0,51.48,,9.0,,
8317-1,Galidor,,2002,10.0,48.72,,10.0,,
8318-1,Galidor,,2002,20.0,48.6,,29.0,,
8320-1,Galidor,,2002,10.0,16.0,,10.0,,
8321-1,Galidor,,2002,20.0,22.41,,27.0,,
8324-1,Galidor,,2002,10.0,18.0,,10.0,,
8430-1,Technic,,2002,35.0,95.0,,318.0,01/09/2002,31/12/2003
8431-1,Technic,,2002,85.0,175.0,,862.0,01/09/2002,31/12/2002
8461-1,Racers,Williams F1,2002,129.99,861.64,,1484.0,01/09/2002,31/12/2003
8468-1,Racers,Drome Racers,2002,8.0,11.77,,92.0,01/01/2002,31/12/2003
8469-1,Racers,Drome Racers,2002,10.0,42.56,,144.0,01/01/2002,31/12/2003
8470-1,Racers,Drome Racers,2002,15.0,23.21,,148.0,01/01/2002,31/12/2002
8471-1,Racers,Drome Racers,2002,20.0,36.1,,119.0,01/01/2002,31/12/2003
8472-1,Racers,Drome Racers,2002,69.99,64.9,,347.0,01/09/2002,31/12/2003
8473-1,Racers,Drome Racers,2002,50.0,75.1,,500.0,01/09/2002,31/12/2003
8550-1,Bionicle,Bohrok Va,2002,2.99,23.3,,26.0,01/01/2002,31/12/2002
8551-1,Bionicle,Bohrok Va,2002,3.0,20.33,,28.0,01/01/2002,31/12/2002
8552-1,Bionicle,Bohrok Va,2002,3.0,17.02,,28.0,01/01/2002,31/12/2002
8553-1,Bionicle,Bohrok Va,2002,3.0,17.44,,27.0,01/01/2002,31/12/2002
8554-1,Bionicle,Bohrok Va,2002,3.0,25.52,,27.0,01/01/2002,31/12/2002
8555-1,Bionicle,Bohrok Va,2002,3.0,30.51,,26.0,01/01/2002,31/12/2002
8556-1,Bionicle,Warriors,2002,15.0,149.1,,157.0,01/06/2002,31/12/2003
8557-1,Bionicle,Warriors,2002,35.0,300.0,,378.0,01/06/2002,31/12/2003
8558-1,Bionicle,Warriors,2002,60.0,360.0,,636.0,01/06/2002,31/12/2003
8560-1,Bionicle,Bohrok,2002,8.0,45.0,,41.0,01/03/2002,31/12/2002
8561-1,Bionicle,Bohrok,2002,8.0,50.35,,41.0,01/03/2002,31/12/2002
8562-1,Bionicle,Bohrok,2002,8.0,58.22,,41.0,01/03/2002,31/12/2002
8563-1,Bionicle,Bohrok,2002,8.0,62.62,,41.0,01/03/2002,31/12/2002
8564-1,Bionicle,Bohrok,2002,8.0,71.93,,41.0,01/03/2002,31/12/2002
8565-1,Bionicle,Bohrok,2002,8.0,66.25,,41.0,01/03/2002,31/12/2002
8566-1,Bionicle,Toa Nuva,2002,8.0,68.94,,41.0,01/09/2002,31/12/2003
8567-1,Bionicle,Toa Nuva,2002,8.0,115.0,,37.0,01/09/2002,31/12/2003
8568-1,Bionicle,Toa Nuva,2002,8.0,45.47,,40.0,01/09/2002,31/12/2003
8570-1,Bionicle,Toa Nuva,2002,8.0,88.22,,44.0,01/09/2002,31/12/2003
8571-1,Bionicle,Toa Nuva,2002,8.0,45.58,,42.0,01/09/2002,31/12/2003
8572-1,Bionicle,Toa Nuva,2002,8.0,171.06,,36.0,01/09/2002,31/12/2003
8598-1,Bionicle,Accessories,2002,2.0,29.5,,5.0,,
9785-1,Education,,2002,150.0,282.45,,219.0,01/10/2002,31/12/2007
9786-1,Education,,2002,150.0,100.3,,217.0,01/10/2002,31/12/2009
10020-1,Trains,9V,2002,40.0,405.0,2.0,435.0,01/09/2002,31/07/2005
10022-1,Trains,9V,2002,35.0,530.47,,411.0,09/09/2002,31/07/2005
10023-1,Bionicle,Accessories,2002,12.99,110.5,,112.0,01/05/2002,31/12/2003
10024-1,Creator Expert,Aircraft,2002,50.0,573.23,,664.0,13/05/2002,28/02/2005
10025-1,Trains,9V,2002,35.0,343.86,,326.0,01/09/2002,31/07/2005
10026-1,Star Wars,Ultimate Collector Series,2002,40.0,963.19,,187.0,01/10/2002,31/12/2002
10030-1,Star Wars,Ultimate Collector Series,2002,269.99,1471.58,,3096.0,06/12/2002,31/12/2007
10036-1,Town,Shops and Services,2002,20.0,168.53,3.0,151.0,01/02/2002,31/12/2003
10037-1,Town,Shops and Services,2002,23.0,148.58,5.0,183.0,01/03/2002,31/12/2003
10039-1,Castle,Black Falcons,2002,40.0,500.0,6.0,426.0,21/10/2002,31/12/2003
10040-1,Pirates,,2002,90.0,1805.92,8.0,906.0,21/10/2002,31/12/2003
10043-1,Bulk Bricks,,2002,6.0,12.99,,1.0,,
10044-1,Bulk Bricks,,2002,7.99,11.83,,44.0,,
10045-1,Bulk Bricks,,2002,13.0,36.09,,13.0,,
10046-1,Bulk Bricks,,2002,7.0,25.0,,100.0,,
10047-1,Bulk Bricks,,2002,5.99,9.97,,36.0,,
10048-1,Bulk Bricks,,2002,8.0,8.0,,61.0,,
10049-1,Bulk Bricks,,2002,6.0,8.25,,31.0,,
10050-1,Bulk Bricks,,2002,6.0,18.29,,34.0,,
10051-1,Bulk Bricks,,2002,7.0,12.41,,50.0,,
10053-1,Bulk Bricks,,2002,6.0,13.86,,44.0,,
10054-1,Bulk Bricks,,2002,5.99,16.92,,68.0,,
10055-1,Bulk Bricks,,2002,5.99,14.72,,50.0,,
10056-1,Bulk Bricks,,2002,5.0,21.78,,56.0,,
10057-1,Bulk Bricks,,2002,5.0,8.43,,56.0,,
10058-1,Bulk Bricks,,2002,5.0,9.99,,56.0,,
10059-1,Bulk Bricks,,2002,5.0,4.99,,56.0,,
10060-1,Bulk Bricks,,2002,5.0,15.0,,56.0,,
10061-1,Bulk Bricks,,2002,5.0,10.02,,84.0,,
10062-1,Bulk Bricks,,2002,4.99,10.0,,84.0,,
10063-1,Bulk Bricks,,2002,5.0,8.06,,84.0,,
10064-1,Bulk Bricks,,2002,5.0,20.41,,84.0,,
10065-1,Bulk Bricks,,2002,5.0,8.9,,84.0,,
10066-1,Bulk Bricks,Castle,2002,5.0,55.0,1.0,37.0,,
10067-1,Bulk Bricks,,2002,5.0,19.49,,53.0,,
10068-1,Seasonal,Christmas,2002,2.5,4.0,,39.0,01/10/2002,31/12/2005
10069-1,Seasonal,Christmas,2002,2.5,10.46,,33.0,,
10070-1,Seasonal,Christmas,2002,2.5,7.72,,26.0,,
10075-1,Studios,Spider-Man,2002,7.0,735.97,,25.0,01/08/2002,31/12/2003
10076-1,Bulk Bricks,Technic,2002,12.99,54.71,,39.0,,
10153-1,Trains,9V,2002,24.99,100.27,,3.0,01/08/2002,31/12/2007
10166-1,Seasonal,Christmas,2002,2.5,9.9,,31.0,,
65062-1,Racers,Product Collection,2002,10.0,20.0,,86.0,,
65081-1,Star Wars,Product Collection,2002,40.0,226.5,,581.0,,
65118-1,Alpha Team,Product Collection,2002,35.0,80.0,,242.0,,
65153-1,Star Wars,Product Collection,2002,50.0,1138.83,,360.0,,
10251-1,Creator Expert,Modular Buildings Collection,2016,169.99,471.26,5.0,2380.0,01/01/2016,31/12/2018
10252-1,Creator Expert,Vehicles,2016,99.99,125.57,,1167.0,01/08/2016,31/12/2020
10253-1,Creator Expert,Buildings,2016,249.99,381.86,,4163.0,01/07/2016,31/12/2018
10254-1,Creator Expert,Winter Village,2016,99.99,173.71,5.0,734.0,01/10/2016,31/12/2019
10702-1,Classic,,2016,29.99,39.42,,583.0,01/01/2016,31/12/2017
10705-1,Classic,,2016,59.99,69.38,,1000.0,01/06/2016,31/12/2017
10720-1,Juniors,City,2016,9.99,11.57,2.0,63.0,01/01/2016,31/12/2017
10721-1,Juniors,Marvel Super Heroes,2016,12.99,36.81,2.0,66.0,01/01/2016,31/12/2016
10722-1,Juniors,Ninjago,2016,14.99,15.46,2.0,92.0,01/01/2016,31/12/2017
10723-1,Juniors,Disney Princess,2016,14.99,20.44,1.0,70.0,01/01/2016,31/07/2017
10724-1,Juniors,DC Comics Super Heroes,2016,19.99,41.17,3.0,164.0,01/06/2016,31/12/2017
10725-1,Juniors,Ninjago,2016,29.99,28.48,3.0,172.0,01/01/2016,31/12/2017
10726-1,Juniors,Friends,2016,12.99,15.69,1.0,58.0,01/06/2016,31/12/2017
10727-1,Juniors,Friends,2016,19.99,39.27,2.0,136.0,01/06/2016,31/12/2017
10728-1,Juniors,Friends,2016,29.99,47.42,2.0,173.0,01/06/2016,31/12/2017
10729-1,Juniors,Disney Princess,2016,24.99,35.11,2.0,116.0,01/01/2016,31/12/2017
10801-1,Duplo,,2016,9.99,20.6,,13.0,01/01/2016,31/12/2017
10802-1,Duplo,,2016,19.99,15.35,1.0,18.0,01/01/2016,31/12/2016
10803-1,Duplo,,2016,29.99,50.0,2.0,40.0,01/01/2016,31/12/2017
10804-1,Duplo,,2016,49.99,67.88,2.0,86.0,01/01/2016,31/12/2017
10805-1,Duplo,,2016,99.99,117.25,5.0,163.0,01/01/2016,31/12/2018
10806-1,Duplo,,2016,14.99,59.99,1.0,20.0,01/01/2016,31/12/2016
10807-1,Duplo,,2016,19.99,41.59,2.0,15.0,01/01/2016,31/12/2016
10808-1,Duplo,,2016,9.99,10.07,1.0,13.0,01/01/2016,31/12/2017
10809-1,Duplo,,2016,14.99,12.2,2.0,15.0,01/01/2016,31/12/2018
10810-1,Duplo,Trains,2016,29.99,43.83,2.0,45.0,01/06/2016,31/12/2017
10811-1,Duplo,Construction,2016,14.99,46.04,1.0,19.0,01/06/2016,31/12/2017
10812-1,Duplo,Construction,2016,19.99,26.66,2.0,28.0,01/06/2016,31/12/2020
10813-1,Duplo,Construction,2016,49.99,46.97,3.0,67.0,01/06/2016,31/12/2019
10814-1,Duplo,,2016,19.99,29.0,2.0,28.0,01/01/2016,31/12/2016
10815-1,Duplo,,2016,9.99,29.61,,18.0,,
10816-1,Duplo,,2016,19.99,17.79,,36.0,,
10817-1,Duplo,,2016,29.99,23.27,,70.0,,
10818-1,Duplo,,2016,19.99,17.23,2.0,29.0,01/01/2016,31/07/2018
10819-1,Duplo,,2016,19.99,19.88,2.0,25.0,01/01/2016,31/12/2016
10820-1,Duplo,,2016,59.99,46.36,2.0,110.0,01/06/2016,31/12/2017
10822-1,Duplo,Sofia the First,2016,29.99,42.37,1.0,30.0,01/06/2016,31/12/2017
10824-1,Duplo,Miles from Tomorrowland,2016,19.99,18.0,1.0,23.0,01/01/2016,31/12/2016
10825-1,Duplo,Miles from Tomorrowland,2016,24.99,38.38,1.0,37.0,01/06/2016,31/12/2016
10826-1,Duplo,Miles from Tomorrowland,2016,34.99,41.33,1.0,44.0,01/01/2016,31/12/2016
10827-1,Duplo,Mickey Mouse Clubhouse,2016,34.99,48.56,3.0,48.0,01/06/2016,31/07/2018
10828-1,Duplo,Doc McStuffins,2016,24.99,22.42,1.0,30.0,01/06/2016,31/12/2017
10829-1,Duplo,Mickey Mouse Clubhouse,2016,19.99,20.7,1.0,18.0,01/01/2016,31/12/2016
10830-1,Duplo,Minnie,2016,19.99,32.34,1.0,27.0,01/01/2016,31/12/2017
10831-1,Duplo,,2016,9.99,12.13,,19.0,,
21026-1,Architecture,Skylines,2016,29.99,167.1,,212.0,01/01/2016,31/12/2017
21027-1,Architecture,Skylines,2016,29.99,197.25,,289.0,01/01/2016,31/12/2017
21028-1,Architecture,Skylines,2016,59.99,46.42,,598.0,01/01/2016,31/12/2023
21029-1,Architecture,Landmark Series,2016,49.99,90.96,,780.0,01/09/2016,31/12/2018
21030-1,Architecture,Landmark Series,2016,99.99,146.9,,1032.0,01/09/2016,31/12/2019
21031-1,Architecture,Landmark Series,2016,39.99,74.31,,333.0,01/01/2016,31/12/2017
21123-1,Minecraft,Minifig-scale,2016,19.99,36.13,3.0,208.0,01/03/2016,31/12/2018
21124-1,Minecraft,Minifig-scale,2016,59.99,169.67,3.0,559.0,01/03/2016,31/12/2017
21125-1,Minecraft,Minifig-scale,2016,69.99,202.44,4.0,706.0,01/03/2016,31/12/2017
21126-1,Minecraft,Minifig-scale,2016,39.99,119.15,3.0,318.0,01/03/2016,31/12/2017
21127-1,Minecraft,Minifig-scale,2016,109.99,250.97,4.0,984.0,01/09/2016,31/12/2017
21128-1,Minecraft,Minifig-scale,2016,199.99,462.65,9.0,1600.0,01/06/2016,31/12/2017
21305-1,Ideas,,2016,69.99,153.49,,769.0,01/04/2016,31/12/2016
21306-1,Ideas,Licensed,2016,59.99,142.54,5.0,553.0,01/11/2016,31/12/2017
21307-1,Ideas,Licensed,2016,79.99,117.91,,771.0,01/10/2016,31/12/2017
30278-1,Star Wars,The Force Awakens,2016,3.99,6.64,,64.0,01/01/2016,31/12/2016
30347-1,City,Fire,2016,3.99,4.34,1.0,53.0,01/01/2016,31/12/2017
30349-1,City,Traffic,2016,3.99,4.69,1.0,47.0,01/01/2016,31/12/2017
30399-1,Friends,Amusement Park,2016,3.99,5.09,1.0,51.0,01/06/2016,31/12/2016
30446-1,DC Comics Super Heroes,DC Extended Universe,2016,3.99,5.48,,63.0,01/01/2016,31/12/2016
30474-1,Creator,Seasonal,2016,3.49,9.33,,77.0,01/06/2016,31/12/2016
31040-1,Creator,3 in 1,2016,4.99,7.49,,65.0,,
31041-1,Creator,3 in 1,2016,4.99,19.01,,64.0,,
31042-1,Creator,3 in 1,2016,9.99,16.6,,100.0,,
31043-1,Creator,3 in 1,2016,9.99,20.0,,124.0,,
31044-1,Creator,3 in 1,2016,14.99,36.1,,202.0,,
31045-1,Creator,3 in 1,2016,14.99,40.41,,213.0,,
31046-1,Creator,3 in 1,2016,19.99,28.23,,222.0,,
31047-1,Creator,3 in 1,2016,19.99,28.86,,230.0,01/01/2016,31/12/2017
31048-1,Creator,3 in 1,2016,29.99,45.39,1.0,368.0,01/01/2016,31/12/2017
31049-1,Creator,3 in 1,2016,29.99,29.44,,326.0,01/06/2016,31/12/2017
31050-1,Creator,3 in 1,2016,39.99,63.47,2.0,467.0,01/01/2016,31/12/2017
31051-1,Creator,3 in 1,2016,59.99,81.56,2.0,528.0,01/06/2016,31/12/2017
31052-1,Creator,3 in 1,2016,69.99,89.78,2.0,792.0,01/06/2016,31/07/2018
31053-1,Creator,3 in 1,2016,34.99,42.2,2.0,387.0,01/06/2016,31/12/2017
40161-1,Miscellaneous,Games,2016,39.99,34.99,16.0,536.0,01/06/2016,31/12/2017
40165-1,Miscellaneous,,2016,9.99,14.89,2.0,89.0,01/03/2016,31/12/2017
40166-1,Promotional,LEGOLAND,2016,19.99,23.86,4.0,210.0,01/01/2016,31/12/2018
40179-1,Miscellaneous,,2016,129.99,170.67,,4502.0,,
40201-1,Seasonal,Valentine's Day,2016,9.99,18.87,,150.0,01/01/2016,31/12/2017
40202-1,Seasonal,Easter,2016,9.99,13.79,,111.0,01/03/2016,31/12/2017
40203-1,Seasonal,Halloween,2016,5.99,11.19,,150.0,01/09/2016,31/12/2017
40204-1,Seasonal,Thanksgiving,2016,5.99,11.68,,163.0,01/10/2016,31/12/2016
40205-1,Seasonal,Christmas,2016,9.99,15.54,,238.0,01/11/2016,31/12/2016
40206-1,Seasonal,Christmas,2016,9.99,13.66,,155.0,01/11/2016,31/12/2017
40220-1,Creator,Promotional,2016,9.99,14.24,,118.0,01/06/2016,31/12/2022
40223-1,Seasonal,Christmas,2016,9.99,48.63,1.0,215.0,01/10/2016,31/12/2016
40228-1,Promotional,Toys R Us,2016,9.99,9.14,2.0,133.0,01/06/2016,31/12/2016
41065-1,Disney,Tangled,2016,19.99,33.27,1.0,145.0,01/06/2016,31/12/2017
41066-1,Disney,Frozen,2016,29.99,35.72,2.0,174.0,,
41067-1,Disney,Beauty and the Beast,2016,49.99,85.94,6.0,374.0,01/06/2016,31/12/2017
41068-1,Disney,Frozen,2016,59.99,65.26,6.0,477.0,,
41069-1,Disney,Palace Pets,2016,5.99,8.57,,70.0,01/01/2016,31/12/2016
41110-1,Friends,Party,2016,19.99,23.43,1.0,191.0,01/01/2016,31/12/2016
41111-1,Friends,Party,2016,9.99,16.15,1.0,109.0,01/01/2016,31/12/2016
41112-1,Friends,Party,2016,4.99,12.12,,50.0,01/01/2016,31/12/2016
41113-1,Friends,Party,2016,4.99,7.69,,52.0,01/01/2016,31/12/2016
41114-1,Friends,Party,2016,4.99,10.49,,54.0,01/01/2016,31/12/2016
41115-1,Friends,,2016,9.99,16.53,1.0,108.0,01/01/2016,31/12/2016
41116-1,Friends,,2016,14.99,26.67,1.0,185.0,01/01/2016,31/12/2016
41117-1,Friends,Pop Star,2016,19.99,31.79,1.0,194.0,01/01/2016,31/12/2016
41118-1,Friends,,2016,29.99,71.91,2.0,313.0,01/01/2016,31/12/2017
41119-1,Friends,,2016,39.99,53.88,2.0,438.0,01/01/2016,31/12/2017
41120-1,Friends,Adventure Camp,2016,9.99,16.67,1.0,114.0,01/01/2016,31/12/2016
41121-1,Friends,Adventure Camp,2016,29.99,37.18,2.0,320.0,01/01/2016,31/12/2016
41122-1,Friends,Adventure Camp,2016,79.99,118.28,3.0,726.0,01/01/2016,31/12/2016
41123-1,Friends,Vet,2016,9.99,14.37,1.0,77.0,01/06/2016,31/07/2017
41124-1,Friends,Vet,2016,29.99,51.61,2.0,286.0,01/06/2016,31/12/2017
41125-1,Friends,Vet,2016,39.99,62.57,2.0,370.0,01/06/2016,31/12/2017
41126-1,Friends,,2016,59.99,108.91,2.0,575.0,01/06/2016,31/07/2018
41127-1,Friends,Amusement Park,2016,14.99,23.97,1.0,174.0,01/06/2016,31/12/2017
41128-1,Friends,Amusement Park,2016,19.99,28.59,1.0,195.0,01/06/2016,31/12/2017
41129-1,Friends,Amusement Park,2016,29.99,29.25,2.0,243.0,01/06/2016,31/12/2017
41130-1,Friends,Amusement Park,2016,99.99,163.16,4.0,1124.0,01/06/2016,31/07/2018
41131-1,Friends,Seasonal,2016,29.99,26.58,2.0,218.0,01/09/2016,31/12/2016
41132-1,Friends,Party,2016,29.99,49.99,2.0,176.0,01/06/2016,31/12/2017
41133-1,Friends,Amusement Park,2016,39.99,53.78,2.0,424.0,01/06/2016,31/12/2017
41134-1,Friends,,2016,79.99,141.05,3.0,774.0,01/06/2016,31/12/2017
41135-1,Friends,Pop Star,2016,49.99,192.77,2.0,597.0,01/01/2016,31/12/2016
41140-1,Disney,Palace Pets,2016,9.99,14.3,,98.0,01/01/2016,31/12/2016
41141-1,Disney,Palace Pets,2016,9.99,16.13,,79.0,01/01/2016,31/12/2016
41142-1,Disney,Palace Pets,2016,19.99,42.5,,186.0,01/01/2016,31/12/2017
41171-1,Elves,,2016,9.99,42.19,1.0,80.0,01/03/2016,31/12/2016
41172-1,Elves,,2016,19.99,82.97,1.0,212.0,01/03/2016,31/12/2017
41173-1,Elves,,2016,19.99,65.12,1.0,230.0,01/03/2016,31/12/2016
41174-1,Elves,,2016,29.99,101.43,2.0,343.0,01/03/2016,31/12/2016
41175-1,Elves,,2016,39.99,110.93,2.0,441.0,01/03/2016,31/12/2017
41176-1,Elves,,2016,59.99,181.86,2.0,691.0,01/03/2016,31/12/2016
41177-1,Elves,,2016,29.99,60.81,2.0,273.0,01/06/2016,31/12/2016
41178-1,Elves,,2016,49.99,254.35,2.0,585.0,01/06/2016,31/12/2016
41179-1,Elves,,2016,69.99,203.75,2.0,833.0,01/06/2016,31/12/2017
41180-1,Elves,,2016,99.99,158.31,3.0,1014.0,01/06/2016,31/12/2017
41490-1,BrickHeadz,DC Comics Super Heroes,2016,39.99,650.0,,220.0,,
41491-1,BrickHeadz,DC Comics Super Heroes,2016,39.99,537.6,,212.0,,
41492-1,BrickHeadz,Marvel Super Heroes,2016,39.99,658.04,,184.0,,
41493-1,BrickHeadz,Marvel Super Heroes,2016,39.99,891.81,,173.0,,
41554-1,Mixels,Series 7,2016,4.99,7.82,,63.0,01/02/2016,31/05/2016
41555-1,Mixels,Series 7,2016,4.99,6.98,,69.0,01/02/2016,31/05/2016
41556-1,Mixels,Series 7,2016,4.99,8.48,,62.0,01/02/2016,31/05/2016
41557-1,Mixels,Series 7,2016,4.99,8.33,,64.0,01/02/2016,31/05/2016
41558-1,Mixels,Series 7,2016,4.99,6.96,,63.0,01/02/2016,31/05/2016
41559-1,Mixels,Series 7,2016,4.99,9.69,,64.0,01/02/2016,31/05/2016
41560-1,Mixels,Series 7,2016,4.99,7.96,,70.0,01/02/2016,31/05/2016
41561-1,Mixels,Series 7,2016,4.99,10.84,,57.0,01/02/2016,31/05/2016
41562-1,Mixels,Series 7,2016,4.99,8.03,,54.0,01/02/2016,31/05/2016
41563-1,Mixels,Series 8,2016,4.99,7.28,,67.0,01/06/2016,30/09/2016
41564-1,Mixels,Series 8,2016,4.99,11.65,,70.0,01/06/2016,30/09/2016
41565-1,Mixels,Series 8,2016,4.99,13.64,,70.0,01/06/2016,30/09/2016
41566-1,Mixels,Series 8,2016,4.99,10.85,,55.0,01/06/2016,30/09/2016
41567-1,Mixels,Series 8,2016,4.99,13.98,,66.0,01/06/2016,30/09/2016
41568-1,Mixels,Series 8,2016,4.99,12.5,,62.0,01/06/2016,30/09/2016
41569-1,Mixels,Series 8,2016,4.99,12.2,,63.0,01/06/2016,30/09/2016
41570-1,Mixels,Series 8,2016,4.99,9.64,,68.0,01/06/2016,30/09/2016
41571-1,Mixels,Series 8,2016,4.99,8.98,,67.0,01/06/2016,30/09/2016
41572-1,Mixels,Series 9,2016,4.99,12.15,,62.0,01/10/2016,31/12/2016
41573-1,Mixels,Series 9,2016,4.99,14.61,,61.0,01/10/2016,31/12/2016
41574-1,Mixels,Series 9,2016,4.99,12.05,,66.0,01/10/2016,31/12/2016
41575-1,Mixels,Series 9,2016,4.99,16.61,,64.0,01/10/2016,31/12/2016
41576-1,Mixels,Series 9,2016,4.99,15.59,,60.0,01/10/2016,31/12/2016
41577-1,Mixels,Series 9,2016,4.99,13.06,,64.0,01/10/2016,31/12/2016
41578-1,Mixels,Series 9,2016,4.99,19.89,,73.0,01/10/2016,31/12/2016
41579-1,Mixels,Series 9,2016,4.99,11.65,,62.0,01/10/2016,31/12/2016
41580-1,Mixels,Series 9,2016,4.99,11.41,,63.0,01/10/2016,31/12/2016
42044-1,Technic,,2016,12.99,17.39,,113.0,,
42045-1,Technic,,2016,19.99,24.01,,180.0,,
42046-1,Technic,,2016,19.99,34.51,,170.0,,
42047-1,Technic,,2016,19.99,32.79,,185.0,,
42048-1,Technic,,2016,29.99,61.16,,345.0,01/01/2016,31/12/2017
42049-1,Technic,,2016,49.99,55.15,,476.0,01/01/2016,31/12/2017
42050-1,Technic,,2016,79.99,90.68,,647.0,01/01/2016,31/12/2017
42052-1,Technic,,2016,139.99,178.3,,1042.0,01/01/2016,31/12/2017
42053-1,Technic,,2016,119.99,170.04,,1166.0,01/08/2016,31/12/2017
42054-1,Technic,,2016,179.99,304.1,,1977.0,01/08/2016,31/12/2017
42055-1,Technic,,2016,279.99,397.76,,3929.0,01/08/2016,31/12/2018
42056-1,Technic,,2016,299.99,539.16,,2704.0,01/06/2016,31/12/2018
45018-1,Education,Duplo,2016,79.99,63.94,,188.0,01/01/2016,31/12/2021
45300-1,Education,,2016,224.95,194.13,,280.0,,
45303-1,Education,,2016,14.95,23.7,,1.0,,
60100-1,City,Airport,2016,9.99,11.16,4.0,81.0,01/06/2016,31/12/2017
60101-1,City,Airport,2016,24.99,52.22,2.0,157.0,01/06/2016,31/12/2017
60102-1,City,Airport,2016,49.99,104.95,4.0,364.0,01/06/2016,31/12/2017
60103-1,City,Airport,2016,89.99,88.24,6.0,670.0,01/06/2016,31/12/2017
60104-1,City,Airport,2016,99.99,224.13,6.0,694.0,01/06/2016,31/12/2017
60105-1,City,Fire,2016,6.99,8.52,1.0,64.0,,
60106-1,City,Fire,2016,9.99,13.03,4.0,90.0,,
60107-1,City,Fire,2016,24.99,34.06,2.0,214.0,01/01/2016,31/12/2018
60108-1,City,Fire,2016,39.99,31.18,3.0,257.0,01/01/2016,31/12/2018
60109-1,City,Fire,2016,79.99,97.33,5.0,412.0,01/01/2016,31/12/2017
60110-1,City,Fire,2016,99.99,172.23,6.0,919.0,01/01/2016,31/12/2018
60111-1,City,Fire,2016,39.99,54.79,3.0,368.0,01/01/2016,31/12/2016
60112-1,City,Fire,2016,49.99,113.19,3.0,376.0,01/01/2016,31/12/2016
60113-1,City,Great Vehicles,2016,9.99,16.89,1.0,104.0,,
60114-1,City,Great Vehicles,2016,9.99,12.55,1.0,95.0,,
60115-1,City,Great Vehicles,2016,19.99,20.57,2.0,176.0,,
60116-1,City,Medical,2016,19.99,29.76,3.0,183.0,,
60117-1,City,Great Vehicles,2016,19.99,30.99,2.0,250.0,01/01/2016,31/12/2017
60118-1,City,Great Vehicles,2016,19.99,64.87,2.0,248.0,,
60119-1,City,Great Vehicles,2016,29.99,40.04,2.0,301.0,01/01/2016,31/12/2017
60120-1,City,Volcano Explorers,2016,9.99,13.37,4.0,83.0,01/06/2016,31/12/2017
60121-1,City,Volcano Explorers,2016,24.99,25.78,2.0,175.0,01/06/2016,31/12/2017
60122-1,City,Volcano Explorers,2016,39.99,38.2,3.0,324.0,01/06/2016,31/12/2017
60123-1,City,Volcano Explorers,2016,49.99,56.62,3.0,330.0,01/06/2016,31/12/2017
60124-1,City,Volcano Explorers,2016,119.99,139.75,6.0,824.0,01/06/2016,31/12/2017
60125-1,City,Volcano Explorers,2016,149.99,168.16,8.0,1277.0,01/06/2016,31/12/2017
60126-1,City,Prison Island,2016,6.99,8.37,2.0,47.0,,
60127-1,City,Prison Island,2016,9.99,12.51,4.0,92.0,,
60128-1,City,Prison Island,2016,24.99,36.96,2.0,184.0,,
60129-1,City,Prison Island,2016,49.99,99.52,4.0,200.0,01/01/2016,31/12/2017
60130-1,City,Prison Island,2016,89.99,192.88,8.0,754.0,01/01/2016,31/12/2017
60131-1,City,Prison Island,2016,29.99,34.48,3.0,244.0,01/01/2016,31/07/2017
60132-1,City,Traffic,2016,89.99,103.12,4.0,515.0,01/06/2016,31/12/2017
60133-1,City,Seasonal,2016,29.99,30.28,7.0,290.0,01/09/2016,31/12/2016
60134-1,City,Town,2016,39.99,45.73,15.0,157.0,01/06/2016,31/12/2017
