set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,RRP (USD),Year,Theme,Pieces
71020-18,4.495075544105413,22.491,8.206736481954833,20.0,4.482109487591453,6.70705080115106,5.362259970474843,3.0,3.99,2018,Collectable Minifigures,5.0
71020-19,5.598539900793873,20.691,8.920041485558992,21.0,3.9583501060032735,3.9583501060032735,3.9583501060032735,1.0,3.99,2018,Collectable Minifigures,8.0
71020-2,4.18,12.0,6.683366291139175,19.0,3.689987386952205,8.0,5.057252126271532,12.0,3.99,2018,Collectable Minifigures,7.0
71020-20,3.891259426240506,7.366556637951856,5.930683653404037,30.0,3.359123940476324,11.08510900357187,5.551649481015375,8.0,3.99,2018,Collectable Minifigures,6.0
71020-3,3.314279580280708,8.754429079554319,5.530858792200929,16.0,6.0363457210359535,8.84569304325432,7.441019382145137,3.0,3.99,2018,Collectable Minifigures,6.0
71020-4,6.97399786836396,19.791,10.738059364117705,10.0,9.503587497177394,9.503587497177394,9.503587497177394,1.0,3.99,2018,Collectable Minifigures,6.0
71020-5,2.015474364285794,10.066174741627384,6.108076648684065,17.0,4.758758915674792,8.0,5.790251033483578,4.0,3.99,2018,Collectable Minifigures,5.0
71020-6,16.939615641872557,25.965264121061104,20.018912020521025,21.0,12.076322357298125,12.076322357298125,12.076322357298125,1.0,3.99,2018,Collectable Minifigures,6.0
71020-7,8.444280681992277,31.90003482502896,18.229067649848307,25.0,15.897613902294282,15.897613902294282,15.897613902294282,1.0,3.99,2018,Collectable Minifigures,8.0
71020-8,3.354533988138368,7.418463379959822,6.0116715032909305,18.0,3.689987386952205,11.08510900357187,7.303083132370648,8.0,3.99,2018,Collectable Minifigures,7.0
71020-9,3.9077808507541234,10.831598825943066,5.839127471600173,34.0,3.4610614071829264,6.695649840324182,5.219611042626919,6.0,3.99,2018,Collectable Minifigures,7.0
71021-1,8.076617356044478,14.290314789469448,11.135100568457895,28.0,7.591620105476492,16.87623867695305,10.963412418975356,9.0,3.99,2018,Collectable Minifigures,6.0
71021-10,4.478831920635098,11.18588272178616,6.664050153266911,93.0,4.065659675956511,8.31495146065906,5.800394291659333,13.0,3.99,2018,Collectable Minifigures,6.0
71021-11,7.614014265079667,13.0,10.052087629982324,46.0,4.565489316079187,7.837955861111422,5.953196517689204,5.0,3.99,2018,Collectable Minifigures,4.0
71021-12,4.478831920635098,12.305590701944933,6.592490788762262,63.0,4.758758915674792,9.81200103013134,6.103189755340247,10.0,3.99,2018,Collectable Minifigures,6.0
71021-13,6.10525185841183,14.545006662262482,8.707285357678623,37.0,4.917746826610848,5.792264568579723,5.355005697595285,2.0,3.99,2018,Collectable Minifigures,6.0
71021-14,4.478831920635098,7.509028480393401,5.934558511227569,38.0,4.432010305128411,7.0,5.635768499725447,11.0,3.99,2018,Collectable Minifigures,5.0
71021-15,4.025440785766041,12.305590701944933,5.787765884063528,91.0,3.354533988138368,7.278101871032035,4.658388020408211,16.0,3.99,2018,Collectable Minifigures,5.0
71021-16,5.038685910714486,25.81649357271288,9.032822912850534,40.0,5.522904758071008,7.25,6.49354364025083,6.0,3.99,2018,Collectable Minifigures,9.0
71021-17,7.006460193805814,12.0,9.214819897130823,45.0,6.558784853608136,7.39231208500823,6.841972769393646,5.0,3.99,2018,Collectable Minifigures,8.0
71021-2,3.8241687464777394,12.305590701944933,6.172942454221141,60.0,3.354533988138368,5.365912567426133,4.017240473829741,12.0,3.99,2018,Collectable Minifigures,5.0
71021-3,2.6836271905106943,9.99,5.655706986669745,144.0,3.354533988138368,7.000414291952659,4.748069202575606,15.0,3.99,2018,Collectable Minifigures,5.0
71021-4,8.666920672070063,16.759251804739286,12.33661210824022,38.0,1.912826418242876,11.197079801587746,8.105316856058298,8.0,3.99,2018,Collectable Minifigures,8.0
71021-5,3.6194275589571214,9.203999596905128,5.321142971513743,68.0,3.0459834916917488,5.6624533719775645,4.09612536743415,12.0,3.99,2018,Collectable Minifigures,4.0
71021-6,5.607007944269866,14.19005923255215,8.540201004281002,34.0,5.367254381021389,6.986977796190754,6.050937229098816,7.0,3.99,2018,Collectable Minifigures,9.0
71021-7,12.31678778174652,22.39415960317549,16.821646492326142,28.0,9.0,17.297248877492752,11.773877137297925,6.0,3.99,2018,Collectable Minifigures,6.0
71021-8,20.0,39.17858222575553,26.592028115134426,66.0,20.113785792877653,21.0,20.556892896438825,2.0,3.99,2018,Collectable Minifigures,6.0
71021-9,3.354533988138368,12.305590701944933,5.496748053646045,160.0,3.1510037266812185,7.074315018643137,4.600539134626692,16.0,3.99,2018,Collectable Minifigures,6.0
71022-1,6.373614577462899,13.366070695100252,9.624604279674694,44.0,3.99,11.329205343246482,6.891671754903646,12.0,3.99,2018,Collectable Minifigures,8.0
71022-10,12.47407730809412,18.47518167261978,15.567553418134198,41.0,8.957323422125071,15.563940924206968,10.856969463709348,8.0,3.99,2018,Collectable Minifigures,7.0
71022-11,11.161,28.932649473045032,19.239454028908785,36.0,11.748,16.5,14.323569741720052,7.0,3.99,2018,Collectable Minifigures,9.0
71022-12,4.0,11.0,6.224893893024131,69.0,3.06,6.0,3.97961692859342,11.0,3.99,2018,Collectable Minifigures,8.0
71022-13,3.918977930555711,11.863306049782215,6.206625970474423,81.0,3.689800539244165,6.718247880952648,4.556156726068006,12.0,3.99,2018,Collectable Minifigures,9.0
71022-14,9.381531445943375,20.994524627977025,14.596469355680048,34.0,9.069318090330892,11.928722861820036,10.204138913001517,5.0,3.99,2018,Collectable Minifigures,10.0
71022-15,12.0,30.036113921573605,19.630505487814474,62.0,9.551,16.683648904365743,12.000423398873425,12.0,3.99,2018,Collectable Minifigures,8.0
71022-16,7.5,14.0,11.406720844532746,27.0,6.666129941228565,9.46,8.031065561012266,5.0,3.99,2018,Collectable Minifigures,9.0
71022-17,9.0,13.436495761905295,12.026995159103278,26.0,6.9514070376014505,7.102,7.026703518800725,2.0,3.99,2018,Collectable Minifigures,10.0
71022-18,2.7237434578440367,11.0,5.041471356993094,155.0,2.965,5.5,3.793282605184405,13.0,3.99,2018,Collectable Minifigures,9.0
71022-19,1.6168583233492704,8.397809851190809,5.062410662775098,93.0,3.121,9.84111343761547,5.231323123793708,14.0,3.99,2018,Collectable Minifigures,9.0
71022-2,4.631388941668249,12.0,8.535474950222358,39.0,3.792554181808152,6.718247880952648,5.582514687973316,11.0,3.99,2018,Collectable Minifigures,8.0
71022-20,2.788072870595349,11.0,4.923321912090713,195.0,2.682,7.564747113952682,4.031276869038104,37.0,3.99,2018,Collectable Minifigures,8.0
71022-21,4.468874290566207,11.694447476338237,6.752769928825937,112.0,2.49,6.185760674127151,4.507205992702104,16.0,3.99,2018,Collectable Minifigures,6.0
71022-22,17.134959611410782,44.78831920635098,27.19667504636188,67.0,15.542226873842688,27.0,19.89722185990646,5.0,3.99,2018,Collectable Minifigures,8.0
71022-3,4.0,9.0,6.4378688679058165,78.0,4.0,8.367577735726522,5.439783969110331,12.0,3.99,2018,Collectable Minifigures,8.0
71022-4,3.447776528916502,8.03746343557953,5.922519421443147,82.0,2.979249527044138,6.0,4.492824404535406,10.0,3.99,2018,Collectable Minifigures,10.0
71022-5,14.0,31.009,21.110810796713228,70.0,9.580549070123178,20.79795056861061,14.806403812413595,14.0,3.99,2018,Collectable Minifigures,10.0
71022-6,4.137331834699802,8.03746343557953,6.241322185530406,57.0,3.671,6.011324906743956,4.662430612312096,18.0,3.99,2018,Collectable Minifigures,10.0
71022-7,4.482109487591453,11.0,6.439616181102768,86.0,3.5880095537127983,8.037263881579683,4.898724291689535,22.0,3.99,2018,Collectable Minifigures,9.0
71022-8,3.354533988138368,11.0,5.202534882703763,99.0,3.229,6.568207011611372,4.439227094490776,10.0,3.99,2018,Collectable Minifigures,9.0
71022-9,4.999965522234711,16.795619702381618,13.495616041625382,20.0,9.431607761049834,12.204816983730645,10.58060134971959,8.0,3.99,2018,Collectable Minifigures,7.0
71023-1,3.4890100661747416,24.884390151048606,6.1552237933371305,72.0,3.003,7.33744639398045,4.468171522190091,6.0,3.99,2019,Collectable Minifigures,7.0
71023-10,2.967385351983929,24.884390151048606,5.367466595110151,115.0,2.295401359325488,7.837955861111422,4.583722322145559,15.0,3.99,2019,Collectable Minifigures,6.0
71023-11,3.413135445983246,8.89160107044083,5.224741299080806,71.0,2.925,36.015,8.562634607182016,10.0,3.99,2019,Collectable Minifigures,8.0
71023-12,3.4520597028295024,24.884390151048606,6.408592379953764,51.0,3.252,4.924455894587124,4.080678841699816,7.0,3.99,2019,Collectable Minifigures,6.0
71023-13,3.309865467759842,24.884390151048606,5.888491119991793,110.0,3.237,7.796526665845548,4.180286587111269,15.0,3.99,2019,Collectable Minifigures,7.0
71023-14,2.825,24.884390151048606,5.620149623282959,147.0,2.718,6.895161741817734,4.086575606467405,13.0,3.99,2019,Collectable Minifigures,6.0
71023-15,3.194,24.884390151048606,5.648641284343355,96.0,2.54944583098516,6.662262481944709,4.62876908167208,9.0,3.99,2019,Collectable Minifigures,7.0
71023-16,13.572853346089213,62.20425712974057,22.153806630706587,38.0,13.558543931742602,26.42958716366772,18.642958869014613,3.0,3.99,2019,Collectable Minifigures,7.0
71023-17,8.312749382481474,37.3243458106126,12.841794859252529,59.0,7.619,10.715605370119471,8.908373547716431,8.0,3.99,2019,Collectable Minifigures,6.0
71023-18,7.418463379959822,24.884390151048606,13.099434450823985,53.0,6.593,13.0,9.4890980171986,6.0,3.99,2019,Collectable Minifigures,6.0
71023-19,11.12833736114146,27.063341880437584,17.938213658241132,16.0,10.077371821428972,15.0,12.427396268386538,3.0,3.99,2019,Collectable Minifigures,8.0
71023-2,2.451,24.884390151048606,5.238065366076304,161.0,2.838,6.674579269726456,3.9948497143018873,10.0,3.99,2019,Collectable Minifigures,8.0
71023-20,1.187535626068782,24.884390151048606,4.484028881756595,93.0,2.4152644714596248,6.620833286678835,3.817684342410256,5.0,3.99,2019,Collectable Minifigures,15.0
71023-3,4.750122631894405,24.884390151048606,10.618162872283488,19.0,3.979,7.0,5.4895,2.0,3.99,2019,Collectable Minifigures,8.0
71023-4,6.703311435849311,24.884390151048606,10.406391353893204,81.0,4.951292166492231,9.0,6.350740608310782,10.0,3.99,2019,Collectable Minifigures,6.0
71023-5,3.332893929144364,24.884390151048606,6.312530823744654,83.0,3.218,6.0,4.377866859724066,6.0,3.99,2019,Collectable Minifigures,6.0
71023-6,3.235112578160642,24.884390151048606,6.23999491480885,142.0,3.013,7.837955861111422,4.910724930991209,18.0,3.99,2019,Collectable Minifigures,6.0
71023-7,2.0771697463887504,24.884390151048606,4.604844632384855,226.0,2.458202506507796,6.428243514091524,3.670260854190335,21.0,3.99,2019,Collectable Minifigures,8.0
71023-8,4.176,37.31986697869196,7.556007777943731,71.0,3.482,8.901678442262257,5.431880781955811,9.0,3.99,2019,Collectable Minifigures,6.0
71023-9,2.967385351983929,24.884390151048606,5.426636073213283,111.0,2.6836271905106943,7.093350054305837,4.293086543198909,11.0,3.99,2019,Collectable Minifigures,7.0
71024-1,5.341293633571072,14.55620374206407,7.895320165152337,107.0,4.926715112698608,12.304470993964776,7.737358496904008,5.0,3.99,2019,Collectable Minifigures,5.0
71024-10,4.451078027975893,11.00225061304012,6.901892158653208,151.0,3.78,8.520977729008274,6.055060726737353,9.0,3.99,2019,Collectable Minifigures,7.0
71024-11,4.494,20.994524627977025,7.679947831849549,126.0,5.578385157151016,6.5,5.989648946773997,3.0,3.99,2019,Collectable Minifigures,7.0
71024-12,5.0,16.795619702381618,7.346076504459321,69.0,3.2,7.0,5.280091172222285,4.0,3.99,2019,Collectable Minifigures,5.0
71024-13,2.1274451623016715,11.0,4.9593250874489145,328.0,3.117479537446301,6.0,4.423866100447237,5.0,3.99,2019,Collectable Minifigures,5.0
71024-14,6.49,16.795619702381618,9.286008951462238,37.0,5.63,6.330905244968793,5.980452622484396,3.0,3.99,2019,Collectable Minifigures,7.0
71024-15,5.7870437275703885,13.0,9.18516197479012,77.0,6.957865388706626,7.0,6.978932694353313,2.0,3.99,2019,Collectable Minifigures,6.0
71024-16,23.0,40.77192668152146,28.997894708789385,24.0,21.050510026984963,21.050510026984963,21.050510026984963,1.0,3.99,2019,Collectable Minifigures,9.0
71024-17,3.240909937181512,8.984536832794007,5.195127559346748,203.0,3.25,7.187405524639174,4.669189355913361,6.0,3.99,2019,Collectable Minifigures,7.0
71024-18,2.6957035128679925,11.0,4.784495146144815,289.0,2.6836271905106943,5.165982341733087,3.5607197340971743,8.0,3.99,2019,Collectable Minifigures,6.0
71024-2,3.354533988138368,13.436495761905295,6.265535213020656,236.0,3.937,10.468149906504385,5.633717509609179,9.0,3.99,2019,Collectable Minifigures,6.0
71024-3,8.3,28.980281942469407,16.05280042454256,36.0,9.731,9.731,9.731,1.0,3.99,2019,Collectable Minifigures,6.0
71024-4,8.54,25.19342955357243,14.931479779719409,45.0,8.827777715571779,10.61119926969929,9.719488492635534,2.0,3.99,2019,Collectable Minifigures,6.0
71024-5,6.171519986760538,21.742489558723083,10.502172566113256,196.0,5.885,7.715428172718246,6.586914331911011,5.0,3.99,2019,Collectable Minifigures,7.0
71024-6,3.92,16.56,6.994240001262643,183.0,4.0,4.468874290566207,4.234437145283104,3.0,3.99,2019,Collectable Minifigures,7.0
71024-7,3.341115852185814,12.305590701944933,6.266378045618136,220.0,3.36,5.3806725169739416,3.988024172643557,8.0,3.99,2019,Collectable Minifigures,5.0
71024-8,3.689987386952205,16.56,6.500396163393191,255.0,3.0,5.004964710302445,3.996510408303805,6.0,3.99,2019,Collectable Minifigures,4.0
71024-9,5.5,16.56,8.373339452524247,87.0,3.75,12.181303116147308,6.77710103871577,3.0,3.99,2019,Collectable Minifigures,6.0
71025-1,2.951989909561764,11.0,5.104110506104669,158.0,3.359123940476324,8.84569304325432,4.4125355110798266,18.0,3.99,2019,Collectable Minifigures,7.0
71025-10,5.044555098372679,11.0,7.860792155050943,74.0,5.213686672327241,9.0,6.8754775958052905,5.0,3.99,2019,Collectable Minifigures,6.0
71025-11,7.869205149599025,23.7,13.230462956319553,5.0,5.633666848249564,8.050881571532083,6.680133368804373,8.0,3.99,2019,Collectable Minifigures,8.0
71025-12,9.644644685149496,22.3829625233739,13.371661649249818,10.0,6.895553057833004,14.0,9.723405575744202,3.0,3.99,2019,Collectable Minifigures,7.0
71025-13,2.373908281587143,11.0,4.623719841146627,83.0,3.0,7.849609532243781,4.980328518367074,20.0,3.99,2019,Collectable Minifigures,6.0
71025-14,8.011940450356606,14.545006662262482,11.353152314914924,41.0,6.709067976276736,13.216863913265168,10.641977296513968,3.0,3.99,2019,Collectable Minifigures,8.0
71025-15,3.264123887182321,11.0,5.611919296699349,186.0,4.025440785766041,7.6,5.208199876652911,5.0,3.99,2019,Collectable Minifigures,7.0
71025-16,4.154339492777501,11.0,6.486683978316802,62.0,5.222338512733811,7.6,6.1960447161925,5.0,3.99,2019,Collectable Minifigures,10.0
71025-2,6.97399786836396,13.425298682103708,9.215600623223722,67.0,6.709067976276736,8.937748581132414,7.721611704358247,5.0,3.99,2019,Collectable Minifigures,8.0
71025-3,28.62490942758232,38.9,34.82432987906448,36.0,26.769181225344173,35.0,29.754942039393505,5.0,3.99,2019,Collectable Minifigures,9.0
71025-4,7.240330710724654,19.78300059344523,11.519129001872129,82.0,6.518366305569538,12.0,9.132141332178891,6.0,3.99,2019,Collectable Minifigures,12.0
71025-5,2.5229198403880675,11.0,5.0351046749441615,130.0,3.569224163379224,7.6,4.687890439200324,9.0,3.99,2019,Collectable Minifigures,9.0
71025-6,2.3555325149406285,11.0,4.879191179476831,211.0,3.299,8.75,4.999805865896278,8.0,3.99,2019,Collectable Minifigures,6.0
71025-7,8.120203280904144,13.4,10.639488530588078,78.0,9.628368921385302,10.0,9.814184460692651,2.0,3.99,2019,Collectable Minifigures,8.0
71025-8,2.6836271905106943,11.18588272178616,4.653756157580735,124.0,3.094,5.951050930270665,4.243778120376649,10.0,3.99,2019,Collectable Minifigures,6.0
71025-9,8.650400809413199,15.591,12.51150420600743,56.0,10.734508762042775,15.0,12.295600081474724,3.0,3.99,2019,Collectable Minifigures,9.0
71026-1,4.99,11.0,7.342127676230242,39.0,5.586092863207758,9.042761647762264,7.314427255485011,2.0,4.99,2020,Collectable Minifigures,10.0
71026-12,2.81965837558646,11.0,4.895286621432119,352.0,2.840967859827197,4.843947078871803,3.4926552155570008,8.0,4.99,2020,Collectable Minifigures,7.0
71026-13,3.709873981181639,11.0,5.842922493256806,136.0,4.583635241392265,5.876,5.229817620696133,2.0,4.99,2020,Collectable Minifigures,11.0
71026-14,5.02,11.0,6.880243906516573,45.0,5.0,8.55,6.413609559080053,5.0,4.99,2020,Collectable Minifigures,10.0
71026-15,3.7185502021072905,11.0,5.577071773083387,186.0,3.984250556815909,8.0,5.116456669384315,9.0,4.99,2020,Collectable Minifigures,10.0
71026-16,6.024743042696509,11.0,9.186008504657623,33.0,6.709067976276736,6.709067976276736,6.709067976276736,1.0,4.99,2020,Collectable Minifigures,9.0
71026-2,5.367254381021389,11.197079801587746,7.937174927438654,20.0,4.49,7.0,5.853333333333334,3.0,4.99,2020,Collectable Minifigures,9.0
71026-3,3.347926860674736,12.0,5.434225061490995,196.0,2.670209054558141,5.5,3.9075549485387753,18.0,4.99,2020,Collectable Minifigures,8.0
71026-4,3.560862422380714,8.17,5.553341880743208,217.0,3.07955399562822,6.0,4.213941761819891,11.0,4.99,2020,Collectable Minifigures,9.0
71026-5,4.682929447441162,15.99,7.957713209492776,28.0,3.9,6.872,5.120666666666667,3.0,4.99,2020,Collectable Minifigures,10.0
71026-6,3.689987386952205,10.413284215476605,5.498376519265927,181.0,4.012022649813488,8.0,5.486146114165266,6.0,4.99,2020,Collectable Minifigures,9.0
71026-7,7.044521375090572,12.95,10.518237692785291,15.0,5.293026527192614,9.0,7.146513263596307,2.0,4.99,2020,Collectable Minifigures,9.0
71026-8,4.215941139559098,10.0,6.382711832027793,117.0,5.14201391522607,5.99,5.566006957613036,2.0,4.99,2020,Collectable Minifigures,9.0
71026-9,4.84,10.69,7.282689362098847,31.0,5.0,7.0,6.056378148347925,4.0,4.99,2020,Collectable Minifigures,8.0
71027-1,8.011940450356606,18.19413496959993,11.136756487926176,33.0,6.205997752049703,7.144482523220776,6.782885050420941,3.0,4.99,2020,Collectable Minifigures,9.0
71027-10,4.077976463738257,11.0,5.789132445199897,162.0,3.406,7.405748580770135,5.127171792991164,11.0,4.99,2020,Collectable Minifigures,6.0
71027-11,3.413135445983246,11.0,5.249158734588277,267.0,3.102998876024852,6.824620139067731,4.20989215768776,11.0,4.99,2020,Collectable Minifigures,8.0
71027-12,5.189593231325119,12.008868087202858,7.600130567602407,94.0,5.167452328432745,5.204763448052352,5.186107888242548,3.0,4.99,2020,Collectable Minifigures,12.0
71027-13,4.478831920635098,9.35555798107059,6.250994215809296,57.0,2.0,8.197382122742388,4.586357643957262,8.0,4.99,2020,Collectable Minifigures,6.0
71027-14,4.982700511706547,12.305590701944933,6.440562105930884,82.0,4.49,9.965401023413094,6.42169709517936,5.0,4.99,2020,Collectable Minifigures,6.0
71027-15,6.76522710503996,12.06290422134557,9.002594610348094,40.0,5.544793917746252,8.0,6.921744675097207,4.0,4.99,2020,Collectable Minifigures,6.0
71027-16,4.3393715392943095,9.0840780398787,6.054524788274824,151.0,3.102998876024852,7.5,5.52692716043605,4.0,4.99,2020,Collectable Minifigures,13.0
71027-2,5.102709262796423,7.93,6.063238672293277,96.0,4.431771950269272,5.501435740546923,4.804013203817098,6.0,4.99,2020,Collectable Minifigures,8.0
71027-3,5.038685910714486,15.664714642421258,7.189351843624815,74.0,4.456162949843008,7.0,5.876154922586531,6.0,4.99,2020,Collectable Minifigures,6.0
71027-5,3.354533988138368,11.031363020524248,7.040541798963068,66.0,3.3266167357335665,7.0,5.148872245244522,3.0,4.99,2020,Collectable Minifigures,7.0
71027-6,4.42284652162716,11.0,6.087831230842893,118.0,4.059,20.58,7.467958456108785,10.0,4.99,2020,Collectable Minifigures,10.0
71027-7,6.832458094928843,15.354555531917276,9.36269732374914,83.0,6.60977377022784,10.0,7.369012500518224,6.0,4.99,2020,Collectable Minifigures,7.0
71027-9,3.208500837809696,12.305590701944933,5.007915788136409,347.0,2.6359477372669784,6.0,3.512125759626272,9.0,4.99,2020,Collectable Minifigures,6.0
71028-1,3.359123940476324,9.2,5.3798122344906805,206.0,3.09,6.95,4.97084608152424,7.0,4.99,2020,Collectable Minifigures,8.0
71028-10,6.038161178649062,16.56,8.43586316879255,56.0,5.5088573379027865,10.403206843655177,7.291817603789224,6.0,4.99,2020,Collectable Minifigures,6.0
71028-11,5.861220099158054,16.56,8.828163711957215,49.0,5.977754945835431,12.446673907444938,8.158512961166767,5.0,4.99,2020,Collectable Minifigures,6.0
71028-12,5.7870437275703885,18.4,9.242080668290498,39.0,6.288744388743699,7.893488424593899,6.80922639789281,5.0,4.99,2020,Collectable Minifigures,7.0
71028-13,4.137331834699802,23.0,8.136762693353777,54.0,5.16476924031692,6.718247880952648,5.941508560634784,2.0,4.99,2020,Collectable Minifigures,7.0
71028-14,4.303351051578424,15.419,7.204588113914143,62.0,3.39943342776204,6.718247880952648,4.8421102841258845,7.0,4.99,2020,Collectable Minifigures,6.0
71028-15,3.783,12.88,6.0714912278312765,127.0,3.865647044221182,7.893488424593899,5.22231524554897,6.0,4.99,2020,Collectable Minifigures,8.0
71028-16,2.670646816785536,12.88,5.752632091821632,219.0,3.354533988138368,7.281704029071652,4.525333427322766,9.0,4.99,2020,Collectable Minifigures,8.0
71028-2,6.080014332262146,16.418311830700382,9.793866841013106,39.0,4.9,8.0,6.110791132157575,6.0,4.99,2020,Collectable Minifigures,7.0
71028-3,3.138,9.72,5.304589622734477,185.0,2.6836271905106943,5.5,3.93466863891674,7.0,4.99,2020,Collectable Minifigures,6.0
71028-4,2.967385351983929,9.2,5.110884975793064,205.0,2.791896256887706,6.718247880952648,4.679225991308708,8.0,4.99,2020,Collectable Minifigures,6.0
71028-5,2.911735501704104,13.8,6.082572232153096,101.0,3.741924757742732,5.6624533719775645,4.441580301336823,11.0,4.99,2020,Collectable Minifigures,5.0
71028-6,2.7158307167968228,12.88,6.01768709222576,167.0,3.313,11.08510900357187,6.100533771616479,6.0,4.99,2020,Collectable Minifigures,6.0
71028-7,5.038685910714486,15.64,8.687380997757595,30.0,5.495755787092904,6.709067976276736,6.304630579882125,4.0,4.99,2020,Collectable Minifigures,6.0
71028-8,4.482109487591453,16.56,8.378211137753835,35.0,5.25,5.25,5.25,1.0,4.99,2020,Collectable Minifigures,7.0
71028-9,5.044555098372679,14.72,7.4205261421225455,53.0,4.494,7.95,5.644702446542225,5.0,4.99,2020,Collectable Minifigures,7.0
71029-1,3.275387702470677,23.710936187842208,6.885388810956469,119.0,3.958,7.5,5.09591105190486,13.0,4.99,2021,Collectable Minifigures,7.0
71029-10,5.171664793374752,8.906517195515864,7.129982455205652,65.0,4.025440785766041,6.99,5.507720392883021,2.0,4.99,2021,Collectable Minifigures,10.0
71029-11,3.102998876024852,11.18588272178616,5.148287656847352,390.0,3.073342200266008,6.776472695920903,4.637565659243526,11.0,4.99,2021,Collectable Minifigures,5.0
71029-12,2.0771697463887504,11.18588272178616,4.943468739872673,571.0,2.7992699503969365,30.87,6.003921236340739,32.0,4.99,2021,Collectable Minifigures,9.0
71029-2,3.102998876024852,11.18588272178616,5.804912921505363,224.0,3.25,7.0,4.43931128875657,18.0,4.99,2021,Collectable Minifigures,6.0
71029-3,4.489005040649285,11.560984895139349,6.955119393461161,100.0,3.855154575686661,7.0,5.094311827988687,11.0,4.99,2021,Collectable Minifigures,8.0
71029-4,3.102998876024852,11.855468093921104,5.856582366508429,270.0,3.75,6.5,4.939242024848636,13.0,4.99,2021,Collectable Minifigures,7.0
71029-5,3.275387702470677,11.18588272178616,5.846874772020638,309.0,3.3031385414683854,7.73942155885745,5.06953888297373,11.0,4.99,2021,Collectable Minifigures,5.0
71029-6,5.233073021495854,14.545006662262482,8.978933933970769,83.0,5.635617100072459,7.585108363616304,6.840063807292618,3.0,4.99,2021,Collectable Minifigures,7.0
71029-7,5.040649285275926,16.78442262258003,8.439708695083599,47.0,5.6410888040399065,6.08,5.801697729870551,8.0,4.99,2021,Collectable Minifigures,6.0
71029-8,6.038161178649062,16.795619702381618,10.038395501970252,33.0,5.542554501785935,7.487319861524837,6.712934263657867,3.0,4.99,2021,Collectable Minifigures,6.0
71029-9,3.5,9.352920758266244,5.3365045248041945,287.0,3.354533988138368,5.951050930270665,4.515137407177869,6.0,4.99,2021,Collectable Minifigures,8.0
71030-1,3.264123887182321,12.66,5.433739495562848,377.0,3.635,7.5793033176947455,5.110480383433691,9.0,4.99,2021,Collectable Minifigures,5.0
71030-11,3.0,16.56,5.436015545982546,560.0,2.5271809112183545,7.0,4.582706332820004,22.0,4.99,2021,Collectable Minifigures,7.0
71030-12,4.450839221131129,20.24,6.723556771613716,202.0,4.0,9.965401023413094,5.92092660550898,18.0,4.99,2021,Collectable Minifigures,8.0
71030-3,5.132494392274645,18.4,9.71713792679826,30.0,5.57643375786955,5.57643375786955,5.57643375786955,3.0,4.99,2021,Collectable Minifigures,9.0
71030-4,5.7870437275703885,18.4,9.778054852693131,30.0,6.605250274098235,6.605250274098235,6.605250274098235,7.0,4.99,2021,Collectable Minifigures,9.0
71030-5,4.384797678338339,12.66,6.546552451091051,139.0,4.002178994766275,8.397809851190809,6.11392835243529,9.0,4.99,2021,Collectable Minifigures,10.0
71030-6,5.109965798973969,13.8,8.041936368838927,66.0,4.784824266830321,8.098847820488416,5.9428391740758,4.0,4.99,2021,Collectable Minifigures,6.0
71030-7,5.638032168769464,12.66,7.791336216983726,52.0,4.81171692375587,7.278101871032035,5.958434828887626,14.0,4.99,2021,Collectable Minifigures,7.0
71030-8,4.303351051578424,12.66,7.184839801786588,111.0,5.542,5.818924567737032,5.680462283868516,2.0,4.99,2021,Collectable Minifigures,8.0
71030-9,5.04,16.56,7.6051554543527855,48.0,4.788272043359238,8.915114938024162,6.42309674534585,6.0,4.99,2021,Collectable Minifigures,9.0
71031-1,5.0,22.097,14.435046214459629,52.0,10.854290068334931,10.854290068334931,10.854290068334931,4.0,4.99,2021,Collectable Minifigures,8.0
71031-2,4.814744314682731,17.12,7.806805346288587,63.0,5.809503451224306,6.454123393178219,6.021156711100631,8.0,4.99,2021,Collectable Minifigures,8.0
71031-3,2.2261813051896744,8.94646676146861,5.377086554617949,396.0,3.491354740642219,4.99,4.2023102959716505,14.0,4.99,2021,Collectable Minifigures,10.0
71032-1,4.758758915674792,13.99,7.239700374373677,63.0,4.308636307650964,8.185062931057617,5.672746234774429,5.0,4.99,2022,Collectable Minifigures,15.0
71032-2,3.486356642980252,58.81826019774043,6.908207769184433,331.0,4.293803504817111,5.0,4.573203593994665,9.0,4.99,2022,Collectable Minifigures,8.0
7104-1,67.03311435849311,89.52065301369403,78.27688368609357,2.0,22.3829625233739,40.0,27.41808058803686,11.0,6.0,2000,Star Wars,55.0
71040-1,375.0,1000.0,601.139156751987,61.0,303.40433454465216,447.87199498370825,362.58442357390817,4.0,349.99,2016,Disney,4080.0
71042-1,446.7634840833511,558.7342820992285,510.4864683478991,5.0,350.0,350.0,350.0,1.0,199.99,2017,Pirates of the Caribbean,2294.0
71043-1,380.70071325398334,1051.4057933690897,620.5371881324946,91.0,288.4825921430228,395.8976074883636,341.15108894595386,4.0,399.99,2018,Harry Potter,6020.0
71044-1,502.74888309128977,842.000218296353,594.2645135886904,18.0,440.0,489.7619622682017,464.88098113410086,2.0,329.99,2019,Disney,2925.0
7106-1,40.0,61.583938908732605,50.7919694543663,2.0,20.0,47.027735166668535,30.70004714644028,7.0,6.0,2001,Star Wars,45.0
