set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used,RRP (USD),Year,Theme,Pieces
3658-1,46.59546260297032,47.92867676632257,47.26206968464645,2.0,26.06843336163621,26.06843336163621,26.06843336163621,1.0,34.99,2011,City,237.0
3677-1,390.7780850754123,450.0,410.5187233836082,3.0,330.3138541468385,335.9123940476324,333.1131240972354,2.0,159.99,2011,City,831.0
3804-1,350.0,350.0,350.0,1.0,117.0,125.0,121.0,2.0,200.0,2001,Mindstorms,717.0
3816-1,133.18926423988623,178.03356884524516,155.61141654256568,2.0,80.50881571532084,155.0,117.75440785766042,2.0,19.99,2011,SpongeBob SquarePants,169.0
3817-1,139.95230044004524,139.95230044004524,139.95230044004524,1.0,60.38161178649062,64.0,62.19080589324531,2.0,24.99,2012,SpongeBob SquarePants,241.0
3818-1,230.0,230.0,230.0,2.0,286.3343929499866,310.2998876024852,298.3171402762359,2.0,49.99,2012,SpongeBob SquarePants,471.0
3826-1,344.7776528916502,344.7776528916502,344.7776528916502,1.0,57.89,57.89,57.89,1.0,29.99,2006,SpongeBob SquarePants,445.0
3827-1,241.3443570241552,241.3443570241552,241.3443570241552,1.0,99.99,99.99,99.99,1.0,39.99,2006,SpongeBob SquarePants,579.0
3831-1,189.2306486468329,228.0,205.88612569841789,3.0,77.73012798262214,77.73012798262214,77.73012798262214,1.0,29.99,2008,SpongeBob SquarePants,279.0
3836-1,17.904130602738807,19.97559036603253,18.939860484385672,4.0,5.038685910714486,11.18588272178616,7.405075109982791,5.0,9.99,2009,Games,108.0
3841-1,50.38685910714486,50.38685910714486,50.38685910714486,1.0,12.076322357298125,27.99269950396937,18.182839893937903,10.0,24.99,2009,Games,211.0
3847-1,59.344522948415054,59.344522948415054,59.344522948415054,1.0,16.795619702381618,17.813034391031728,17.304327046706675,2.0,14.99,2010,Games,95.0
3851-1,29.99,33.580042324961646,31.785021162480824,3.0,10.8,18.78539033357486,14.421788369159756,4.0,24.99,2010,Games,280.0
3862-1,48.96277809086762,78.37955861111422,63.671168350990925,2.0,20.0,40.18731717789765,29.87778434180429,12.0,34.99,2010,Games,332.0
3920-1,62.05997752049704,62.05997752049704,62.05997752049704,1.0,29.99,46.96347583393715,40.57686598682885,3.0,34.99,2012,Games,394.0
3930-1,8.721788369159757,10.734508762042775,9.728148565601266,2.0,2.887,6.353,4.47824017678307,15.0,6.99,2012,Friends,45.0
3931-1,11.81597947938438,11.81597947938438,11.81597947938438,1.0,6.709067976276736,6.709067976276736,6.709067976276736,1.0,5.99,2012,Friends,43.0
3933-1,17.915327682540394,17.915327682540394,17.915327682540394,1.0,6.709067976276736,20.60262683492145,11.525193799206283,6.0,9.99,2012,Friends,81.0
3935-1,11.261841504978127,11.261841504978127,11.261841504978127,1.0,3.359123940476324,10.0,6.58133752356354,6.0,9.99,2012,Friends,73.0
3936-1,21.15128374519925,55.0,32.434189163466165,5.0,10.628443853315597,13.436495761905295,11.494281335409102,4.0,9.99,2012,Friends,79.0
3937-1,18.799896986865825,18.979050263691228,18.889473625278526,2.0,6.605,8.253372601178034,7.616124200392679,4.0,9.99,2012,Friends,65.0
3938-1,17.624203607699112,20.14466627103652,18.88443493936781,4.0,4.478831920635098,8.253372601178034,6.324945315825139,7.0,9.99,2012,Friends,62.0
3942-1,53.67254381021389,53.67254381021389,53.67254381021389,1.0,8.75,28.328611898017,20.31249734100108,8.0,19.99,2012,Friends,183.0
40003-1,16.01182411627048,18.78539033357486,17.39860722492267,2.0,4.696347583393715,5.0,4.79756505559581,3.0,4.99,2009,Seasonal,44.0
40004-1,18.771904287361856,19.02383858289758,18.89787143512972,34.0,17.376486058556743,17.376486058556743,17.376486058556743,1.0,4.99,2010,Seasonal,26.0
40005-1,11.745736711865543,14.153108869206912,12.831553302790322,6.0,6.709067976276736,6.709067976276736,6.709067976276736,1.0,9.99,2010,Seasonal,81.0
40015-1,16.305942120490563,20.5578385157151,18.44091362643193,4.0,10.063601964415104,10.063601964415104,10.063601964415104,1.0,4.99,2011,Seasonal,51.0
40022-1,11.0,11.0,11.0,1.0,7.837955861111422,7.837955861111422,7.837955861111422,1.0,4.99,2011,Seasonal,72.0
40023-1,4.6949355608057415,5.297,4.995967780402871,70.0,10.0,10.0,10.0,2.0,4.99,2011,Seasonal,76.0
40026-1,13.101550809882706,22.34437145283104,17.72296113135687,2.0,12.0,12.0,12.0,1.0,4.99,2012,Creator,39.0
40028-1,14.882,26.5074142797,18.281603569925,5.0,6.662262481944709,6.662262481944709,6.662262481944709,1.0,4.99,2011,Harry Potter,64.0
40030-1,15.231,15.231,15.231,1.0,9.39269516678743,15.0,11.244673791696858,5.0,4.99,2012,Seasonal,51.0
40031-1,9.99,9.99,9.99,1.0,6.5,6.5,6.5,2.0,4.99,2012,Seasonal,52.0
40032-1,6.95,19.99,11.758390639816811,6.0,5.206238548509631,5.206238548509631,5.206238548509631,1.0,4.99,2012,Seasonal,71.0
40036-1,7.69,7.69,7.69,2.0,6.0,8.03746343557953,7.018731717789765,3.0,0.0,2012,Promotional,37.0
40037-1,9.325604487024664,12.09,10.707802243512331,5.0,7.5,7.5,7.5,1.0,0.0,2012,Promotional,43.0
40038-1,13.351045272790705,13.351045272790705,13.351045272790705,1.0,12.06290422134557,12.06290422134557,12.06290422134557,1.0,0.0,2012,Promotional,29.0
40043-1,15.39,15.39,15.39,1.0,13.404717816600918,13.404717816600918,13.404717816600918,1.0,0.0,2012,Promotional,24.0
40049-1,9.057241767973592,18.62030954402586,12.821548872990872,32.0,5.61,5.61,5.61,1.0,0.0,2012,Miscellaneous,65.0
40059-1,19.49074579389706,27.98150242416777,23.736124109032417,2.0,16.101763143064165,16.101763143064165,16.101763143064165,1.0,7.99,2013,Seasonal,77.0
40067-1,7.983790891769316,8.79,8.386895445884658,9.0,5.367254381021389,5.367254381021389,5.367254381021389,2.0,0.0,2013,Promotional,37.0
40085-1,22.0,35.15323203708473,31.195620708625377,7.0,22.3829625233739,22.3829625233739,22.3829625233739,1.0,9.99,2014,Seasonal,127.0
40086-1,15.619926323214903,22.192612166746912,19.627451781298408,9.0,7.607296017198714,10.077371821428972,9.24942326768093,5.0,9.99,2014,Seasonal,106.0
40093-1,33.47824920162091,39.18977930555711,36.33401425358901,2.0,15.675911722222844,15.675911722222844,15.675911722222844,1.0,9.99,2014,Seasonal,140.0
40096-1,3.75,6.641977296513969,4.99131219454294,12.0,2.5,2.5,2.5,3.0,0.0,2014,Promotional,62.0
40097-1,6.718247880952648,7.69,7.204123940476324,2.0,3.75,4.0,3.875,3.0,0.0,2014,Promotional,44.0
40098-1,6.161832834309038,13.436495761905295,9.091152194257932,4.0,6.5,8.050881571532083,7.183627190510694,4.0,0.0,2014,Promotional,43.0
40112-1,4.684858188984313,10.0,7.342429094492156,3.0,11.81597947938438,11.81597947938438,11.81597947938438,1.0,14.99,2014,Friends,144.0
40123-1,23.513867583334267,111.96407976799652,44.63850055453137,5.0,16.38587239874276,25.75328354365181,21.069577971197287,2.0,9.99,2015,Seasonal,158.0
40124-1,15.664714642421258,30.0,23.66409924293101,9.0,14.6302453086993,14.6302453086993,14.6302453086993,1.0,9.99,2015,Seasonal,107.0
40125-1,23.38889495267648,50.0,34.4671388719388,12.0,16.25,16.25,16.25,1.0,9.99,2015,Seasonal,167.0
40135-1,7.796298317558824,8.957663841270197,8.37698107941451,9.0,6.0,6.0,6.0,2.0,0.0,2015,Promotional,29.0
40140-1,19.99,25.561,21.68613035951145,7.0,15.760559631981144,15.760559631981144,15.760559631981144,1.0,4.99,2015,Creator,71.0
40153-1,17.624203607699112,28.5077651748424,21.045276766158544,10.0,10.419925220836872,10.419925220836872,10.419925220836872,1.0,9.99,2015,Seasonal,120.0
40155-1,33.580042324961646,79.95,49.37029173203736,6.0,25.75328354365181,25.75328354365181,25.75328354365181,1.0,14.99,2015,Miscellaneous,148.0
40158-1,130.34216680818105,201.54743642857943,162.8624534735271,8.0,126.701,126.701,126.701,1.0,59.99,2015,Pirates,857.0
40161-1,52.13686672327241,71.174,64.61748982442508,4.0,34.99,34.99,34.99,1.0,39.99,2016,Miscellaneous,536.0
40170-1,22.0,29.047682888680345,25.52384144434017,2.0,23.21714496859219,23.21714496859219,23.21714496859219,1.0,9.99,2017,City,100.0
40171-1,22.95401359325488,42.4929178470255,32.72346572014019,2.0,15.0,15.0,15.0,1.0,12.99,2017,Friends,249.0
40174-1,81.9293619937138,134.06622871698622,100.74348191684928,17.0,39.18977930555711,39.18977930555711,39.18977930555711,1.0,54.99,2017,Miscellaneous,1450.0
40197-1,68.9486350252722,133.20717956756877,92.43839058297128,37.0,50.38685910714486,50.38685910714486,50.38685910714486,1.0,9.99,2018,Miscellaneous,132.0
40201-1,14.151435253459654,62.20425712974057,36.921811980990114,6.0,5.122,18.78539033357486,11.285796777858286,3.0,9.99,2016,Seasonal,150.0
40202-1,17.443576738319514,23.457882184326326,20.32052405723776,4.0,6.323457121151183,13.40662287169862,9.483956120669854,3.0,9.99,2016,Seasonal,111.0
40203-1,9.682560962893447,19.99,16.141719592758555,4.0,10.0,13.418135952553472,11.709067976276735,2.0,5.99,2016,Seasonal,150.0
40205-1,18.799896986865825,33.59123940476324,25.211194981617936,12.0,15.0,32.055,25.938,5.0,9.99,2016,Seasonal,238.0
40206-1,8.937748581132414,28.0,18.05681734896429,49.0,8.0,21.609,13.454021041481088,5.0,9.99,2016,Seasonal,155.0
4021-1,200.0,200.0,200.0,1.0,27.99269950396937,33.59123940476324,30.791969454366303,2.0,34.0,1991,Boats,195.0
40220-1,11.134945107327464,30.0,19.704985995573267,187.0,5.367254381021389,19.594889652778555,10.980436186102436,9.0,9.99,2016,Creator,118.0
40228-1,10.654,26.87299152381059,17.572174623903912,27.0,5.038685910714486,9.39269516678743,7.423112312871113,3.0,9.99,2016,Promotional,133.0
40236-1,16.78442262258003,31.35182344444569,24.01534015129992,6.0,13.40662287169862,13.40662287169862,13.40662287169862,1.0,9.99,2017,Seasonal,126.0
40260-1,37.24061908805172,46.910165828751865,40.38538340809569,6.0,23.81909996871788,23.81909996871788,23.81909996871788,1.0,9.99,2017,Seasonal,145.0
40262-1,16.235765712302232,33.59123940476324,23.171710277592457,31.0,0.3504685977896964,6.888657504775171,3.6195630512824337,2.0,9.99,2017,Seasonal,169.0
40264-1,12.21,15.105980360322029,13.890556998885678,11.0,8.253372601178034,8.253372601178034,8.253372601178034,1.0,9.99,2017,Friends,121.0
40270-1,16.44,55.97420192813714,32.23472279946188,26.0,12.076322357298125,12.076322357298125,12.076322357298125,1.0,9.99,2018,BrickHeadz,140.0
40271-1,13.436495761905295,55.97420192813714,25.46133370243077,73.0,6.484985105869093,16.164,10.699245374768536,5.0,9.99,2018,BrickHeadz,126.0
40272-1,12.31678778174652,55.97420192813714,19.845051447555708,41.0,13.791106115666008,13.791106115666008,13.791106115666008,1.0,9.99,2018,BrickHeadz,151.0
40273-1,13.509276780615616,55.97420192813714,22.64546514538255,34.0,13.380510362897356,13.380510362897356,13.380510362897356,1.0,9.99,2018,BrickHeadz,114.0
40274-1,26.0609852378186,111.95960093607589,43.20627074733464,45.0,15.0,80.50881571532084,32.85679393386737,5.0,19.99,2018,BrickHeadz,341.0
40305-1,40.2982902059143,75.94,53.604774831688246,16.0,22.39415960317549,33.47926860674736,27.743441263329625,3.0,24.99,2018,Promotional,362.0
4031-1,400.0,400.0,400.0,1.0,95.17517831349583,195.937699447984,126.97886924423445,6.0,52.0,1991,Boats,361.0
40311-1,6.47,32.92165403262829,13.015514079876777,63.0,7.0,7.0,7.0,2.0,3.99,2018,Xtra,46.0
40312-1,4.99,23.50043108757236,9.372531748792971,196.0,5.097,5.097,5.097,1.0,3.99,2018,Xtra,34.0
40313-1,5.049827948339814,14.99,7.721678817510913,52.0,7.0,9.0,8.0,2.0,3.99,2018,Xtra,21.0
40334-1,31.18519327023529,124.41523250736208,50.70823549945032,60.0,46.96347583393715,46.96347583393715,46.96347583393715,1.0,19.99,2019,Marvel Super Heroes,211.0
40336-1,16.78442262258003,27.287044111455884,22.25375432917629,20.0,9.17600689740116,10.734508762042775,9.955257829721967,2.0,12.99,2019,Hidden Side,127.0
40348-1,11.172185726415517,67.09067976276735,21.72129295059576,116.0,6.709067976276736,10.343329586749505,8.412487632662295,3.0,9.99,2019,BrickHeadz,150.0
40349-1,19.594889652778555,98.98,51.49573091657696,12.0,17.23888264458251,17.23888264458251,17.23888264458251,1.0,9.99,2019,BrickHeadz,147.0
40350-1,14.143987129642044,55.97420192813714,25.423048307910143,20.0,16.86,16.86,16.86,1.0,9.99,2019,BrickHeadz,120.0
40351-1,21.27445162301672,110.85109003571868,48.94526318218968,17.0,53.457,53.457,53.457,1.0,9.99,2019,BrickHeadz,136.0
40352-1,22.33817420416755,88.45693043254319,45.87206318418823,47.0,16.168583233492704,16.168583233492704,16.168583233492704,1.0,9.99,2019,BrickHeadz,177.0
40353-1,14.151435253459654,77.25985063095544,31.91246093447568,103.0,15.179937203123744,15.91,15.647604561027272,3.0,19.99,2019,BrickHeadz,281.0
40354-1,12.305590701944933,55.97420192813714,24.08546618069518,97.0,12.80945929301638,14.319945358250568,13.564702325633474,2.0,9.99,2019,BrickHeadz,170.0
40358-1,13.0,41.8,28.394552849242523,55.0,18.951,18.951,18.951,1.0,19.99,2018,Promotional,146.0
40367-1,10.136,66.06277082936771,23.86188817861037,296.0,10.343329586749505,53.67254381021389,20.769777023460552,6.0,9.99,2019,BrickHeadz,153.0
40370-1,35.0,124.41523250736208,55.67258388797385,24.0,36.22896707189437,36.22896707189437,36.22896707189437,1.0,19.99,2020,Promotional,188.0
40371-1,10.734508762042775,33.78820998338172,19.27004604179164,152.0,8.190701762226096,8.190701762226096,8.190701762226096,1.0,12.99,2020,Seasonal,239.0
40375-1,4.089019975868079,7.595384740416333,6.005124926899426,121.0,5.0,5.0,5.0,2.0,3.99,2020,Xtra,36.0
40377-1,12.684051999238598,77.25985063095544,24.72607975677125,166.0,9.517517831349585,13.807261895177522,12.243165847709342,3.0,9.99,2020,BrickHeadz,90.0
40378-1,14.735003820186176,88.45693043254319,32.50754381008622,190.0,12.5,60.38161178649062,25.708007943536483,5.0,14.99,2020,BrickHeadz,214.0
40379-1,14.89624763522069,55.97420192813714,28.645060322527044,17.0,14.50021834305613,19.65232621482406,17.076272278940095,2.0,9.99,2020,BrickHeadz,150.0
40380-1,11.03564724048726,55.97420192813714,20.48120016739264,256.0,7.448123817610345,19.99,11.63508548977976,4.0,9.99,2020,BrickHeadz,192.0
40381-1,11.694447476338237,55.97420192813714,25.32588747434901,76.0,11.141094402579808,11.141094402579808,11.141094402579808,1.0,9.99,2020,BrickHeadz,175.0
40382-1,17.99,47.0937979374979,23.902884025285204,14.0,23.21826467657235,23.21826467657235,23.21826467657235,1.0,12.99,2020,Seasonal,141.0
40391-1,14.241,42.54890324603343,23.590749045378047,97.0,7.781970462103484,12.076322357298125,9.929146409700804,2.0,16.99,2020,Brick Sketches,151.0
40410-1,29.5,92.0,48.896336678470064,304.0,32.20352628612833,32.20352628612833,32.20352628612833,1.0,22.99,2020,Seasonal,333.0
40421-1,16.762028462976858,61.572741828931015,31.930332679752368,44.0,17.23888264458251,17.23888264458251,17.23888264458251,1.0,19.99,2021,BrickHeadz,309.0
40422-1,10.328,55.97420192813714,22.863964549495485,100.0,8.666539766428915,14.54,10.81884658880964,3.0,9.99,2020,BrickHeadz,108.0
40425-1,9.49,55.97420192813714,21.137248061896777,195.0,9.517517831349585,15.417438209483938,13.44632537145497,3.0,9.99,2020,BrickHeadz,180.0
40426-1,38.5,103.5289210647838,60.99335009563568,85.0,36.28973563694588,36.28973563694588,36.28973563694588,1.0,34.99,2020,Seasonal,510.0
40428-1,14.75994954780882,43.66861122619221,22.464149300887847,118.0,11.75,11.75,11.75,1.0,16.99,2020,Brick Sketches,170.0
40431-1,14.570759945806136,42.54890324603343,23.0999562760532,38.0,13.418135952553472,13.418135952553472,13.418135952553472,1.0,16.99,2020,Brick Sketches,171.0
40440-1,13.779029062579138,30.0,21.3438526931946,71.0,11.916998108176552,19.31496265773886,15.615980382957703,2.0,14.99,2021,BrickHeadz,247.0
40442-1,20.154743642857945,33.516557179246554,26.79525240805732,14.0,22.12650618576067,22.12650618576067,22.12650618576067,1.0,14.99,2021,BrickHeadz,186.0
40443-1,14.47334535153232,55.97420192813714,23.267545973488907,83.0,13.791106115666008,13.791106115666008,13.791106115666008,1.0,14.99,2021,BrickHeadz,261.0
40457-1,12.305590701944933,29.116886316048777,21.67234083312117,31.0,14.539,14.539,14.539,1.0,16.99,2021,Brick Sketches,140.0
40460-1,10.816379088333765,39.99,21.049183649726668,374.0,6.718247880952648,12.747229154925796,9.732738517939222,2.0,12.99,2021,Creator,120.0
40463-1,13.425298682103708,33.31131240972354,20.5203942866578,85.0,9.95,11.172185726415517,10.561092863207758,2.0,14.99,2021,Seasonal,293.0
40466-1,17.403,77.25985063095544,31.0360167407912,80.0,14.89624763522069,29.47848932223609,22.187368478728388,2.0,19.99,2021,BrickHeadz,249.0
40468-1,11.053015745333752,22.3829625233739,16.136425064945712,98.0,10.336434033691672,13.418135952553472,11.877284993122572,2.0,9.99,2021,Creator,124.0
40476-1,12.5,55.97420192813714,22.52028960902413,131.0,10.0,13.404717816600918,11.284806644660923,4.0,9.99,2021,BrickHeadz,110.0
40477-1,16.95,111.95960093607589,43.18297563056936,103.0,24.0,32.190108150175774,26.80495853254964,3.0,24.99,2021,BrickHeadz,340.0
40478-1,32.58,165.6,65.02165603594031,110.0,22.8108311193409,22.8108311193409,22.8108311193409,1.0,34.99,2021,Disney,567.0
40479-1,15.105980360322029,36.16656775912842,22.841220620535584,77.0,14.45,14.45,14.45,1.0,14.99,2021,BrickHeadz,252.0
40481-1,15.675911722222844,39.95,26.36592972062365,31.0,13.418135952553472,46.96347583393715,30.19080589324531,2.0,14.99,2021,BrickHeadz,219.0
40492-1,18.0,55.97420192813714,26.08395314115617,24.0,10.343329586749505,10.343329586749505,10.343329586749505,1.0,9.99,2021,BrickHeadz,141.0
40494-1,14.89624763522069,31.94470834125024,22.20554529675337,14.0,13.28447364108981,13.28447364108981,13.28447364108981,1.0,9.99,2021,Seasonal,142.0
40495-1,30.384,167.94499994401465,50.543570776517655,60.0,34.70923724864438,34.70923724864438,34.70923724864438,1.0,24.99,2021,BrickHeadz,466.0
40496-1,29.78504714662377,111.95960093607589,47.02444447789348,86.0,25.0,25.0,25.0,1.0,24.99,2021,BrickHeadz,344.0
40498-1,13.425298682103708,33.59123940476324,20.50991612783647,544.0,19.31496265773886,19.31496265773886,19.31496265773886,1.0,14.99,2021,Seasonal,244.0
40511-1,20.14466627103652,54.48,29.082430608769087,31.0,20.0,20.0,20.0,1.0,14.99,2021,Minions: The Rise of Gru,54.0
40518-1,27.446,44.78831920635098,32.74275523607857,37.0,21.469017524085555,27.880728705953487,24.674873115019523,2.0,19.99,2022,Creator,284.0
40539-1,14.704,55.98539900793873,25.85009341538501,242.0,14.99,16.101763143064165,15.545881571532082,2.0,9.99,2022,BrickHeadz,164.0
40540-1,10.343329586749505,33.59123940476324,21.1778430093878,86.0,10.51263987255076,10.51263987255076,10.51263987255076,1.0,9.99,2022,BrickHeadz,239.0
40543-1,11.172185726415517,55.97420192813714,26.12235984379251,62.0,14.89624763522069,25.494458309851595,20.195352972536146,2.0,14.99,2022,BrickHeadz,236.0
4096-1,36.86150958573536,36.86150958573536,36.86150958573536,1.0,11.87535626068782,11.87535626068782,11.87535626068782,1.0,10.0,2003,Creator,215.0
4097-1,87.80667649819011,87.80667649819011,87.80667649819011,1.0,15.45197012619109,15.45197012619109,15.45197012619109,1.0,10.0,2003,Creator,229.0
41000-1,3.695036334523956,10.067294449607544,6.077454903761099,5.0,2.239415960317549,10.0,4.091446982871975,14.0,6.99,2013,Friends,28.0
41001-1,12.305590701944933,16.113717542464926,13.811528468696157,8.0,5.0,15.0,7.173433237171853,9.0,9.99,2013,Friends,90.0
41002-1,13.418135952553472,18.12919190675072,15.773663929652097,2.0,2.0,15.0,7.771988738337925,16.0,9.99,2013,Friends,93.0
41003-1,13.425298682103708,14.545006662262482,13.985152672183094,2.0,4.0,16.464,8.462921598071606,9.0,9.99,2013,Friends,70.0
41004-1,23.50267050353268,23.50267050353268,23.50267050353268,2.0,9.198432914748777,20.60262683492145,14.0599907124176,7.0,19.99,2013,Friends,198.0
41005-1,111.97079801587746,129.99,120.98039900793871,3.0,20.854746689308964,70.8215297450425,37.444261406526365,14.0,49.99,2013,Friends,487.0
