Number,Theme,Subtheme,Year,RRP (USD),Value used (USD),Minifigs,Pieces,Launch date,Retired Date
60175-1,City,Mountain Police,2018,49.99,40.49,4.0,387.0,01/01/2018,31/12/2018
60176-1,City,Mountain Police,2018,19.99,15.86,2.0,126.0,01/01/2018,31/07/2019
60177-1,City,Great Vehicles,2018,9.99,6.21,1.0,87.0,01/01/2018,31/12/2018
60178-1,City,Great Vehicles,2018,9.99,5.0,1.0,78.0,01/01/2018,31/12/2018
60179-1,City,Medical,2018,19.99,16.56,3.0,190.0,,
60180-1,City,Great Vehicles,2018,19.99,12.52,1.0,192.0,,
60181-1,City,Great Vehicles,2018,19.99,19.98,1.0,174.0,,
60182-1,City,Great Vehicles,2018,29.99,28.16,3.0,344.0,,
60183-1,City,Great Vehicles,2018,29.99,20.26,2.0,310.0,,
60184-1,City,Mining,2018,9.99,7.02,4.0,82.0,01/01/2018,31/07/2019
60185-1,City,Mining,2018,19.99,8.65,1.0,127.0,01/01/2018,31/07/2019
60186-1,City,Mining,2018,49.99,39.0,3.0,294.0,01/01/2018,31/07/2019
60188-1,City,Mining,2018,99.99,97.96,6.0,883.0,01/01/2018,31/07/2019
60190-1,City,Arctic,2018,6.99,4.2,1.0,50.0,01/06/2018,31/12/2019
60191-1,City,Arctic,2018,9.99,6.24,3.0,70.0,01/06/2018,31/12/2019
60192-1,City,Arctic,2018,24.99,14.47,1.0,200.0,01/06/2018,31/12/2019
60193-1,City,Arctic,2018,39.99,38.56,2.0,277.0,01/06/2018,31/12/2019
60194-1,City,Arctic,2018,59.99,46.15,3.0,322.0,01/06/2018,31/12/2019
60195-1,City,Arctic,2018,119.99,91.49,6.0,786.0,01/06/2018,31/12/2019
60196-1,City,Arctic,2018,79.99,85.0,4.0,707.0,01/06/2018,31/12/2019
60197-1,City,Trains,2018,159.99,100.54,4.0,677.0,01/07/2018,31/07/2022
60198-1,City,Trains,2018,229.99,177.76,6.0,1226.0,01/07/2018,31/07/2022
60200-1,City,Town,2018,149.99,180.0,13.0,1211.0,01/06/2018,31/12/2019
60201-1,City,Seasonal,2018,29.99,13.76,6.0,313.0,01/09/2018,31/12/2018
60202-1,City,Town,2018,39.99,20.0,15.0,164.0,01/06/2018,31/12/2019
60204-1,City,Medical,2018,99.99,138.54,13.0,861.0,01/06/2018,31/12/2019
60205-1,City,Trains,2018,19.99,20.37,,20.0,,
60238-1,City,Trains,2018,15.99,13.46,,8.0,,
70633-1,Ninjago,Spinjitzu Masters,2018,9.99,11.3,1.0,61.0,01/01/2018,31/12/2018
70634-1,Ninjago,Spinjitzu Masters,2018,9.99,5.1,1.0,69.0,01/01/2018,31/12/2018
70635-1,Ninjago,Spinjitzu Masters,2018,9.99,12.25,1.0,68.0,01/01/2018,31/12/2018
70636-1,Ninjago,Spinjitzu Masters,2018,9.99,7.12,1.0,69.0,01/01/2018,31/12/2018
70637-1,Ninjago,Spinjitzu Masters,2018,9.99,7.94,1.0,73.0,01/01/2018,31/12/2018
70638-1,Ninjago,Sons of Garmadon,2018,19.99,16.15,2.0,257.0,01/01/2018,31/12/2019
70639-1,Ninjago,Sons of Garmadon,2018,29.99,44.79,2.0,308.0,01/01/2018,31/12/2019
70640-1,Ninjago,Sons of Garmadon,2018,39.99,40.44,5.0,530.0,01/01/2018,31/12/2018
70641-1,Ninjago,Sons of Garmadon,2018,39.99,40.25,3.0,552.0,01/01/2018,31/12/2019
70642-1,Ninjago,Sons of Garmadon,2018,49.99,109.46,3.0,556.0,01/01/2018,31/12/2018
70643-1,Ninjago,Sons of Garmadon,2018,69.99,110.08,9.0,765.0,01/01/2018,31/12/2018
70644-1,Ninjago,Dragon Masters,2018,14.99,11.56,1.0,92.0,01/06/2018,31/12/2018
70645-1,Ninjago,Dragon Masters,2018,14.99,7.25,1.0,92.0,01/06/2018,31/12/2018
70647-1,Ninjago,Dragon Masters,2018,14.99,11.13,1.0,92.0,01/06/2018,31/12/2018
70648-1,Ninjago,Dragon Masters,2018,14.99,3.4,1.0,92.0,01/06/2018,31/12/2018
70650-1,Ninjago,Hunted,2018,19.99,12.96,2.0,181.0,01/06/2018,31/12/2019
70651-1,Ninjago,Hunted,2018,19.99,21.95,5.0,221.0,01/06/2018,31/07/2019
70652-1,Ninjago,Hunted,2018,39.99,58.32,4.0,493.0,01/06/2018,31/12/2019
70653-1,Ninjago,Hunted,2018,69.99,78.36,6.0,882.0,01/06/2018,31/12/2019
70654-1,Ninjago,Hunted,2018,109.99,107.78,7.0,1179.0,01/06/2018,31/12/2019
70655-1,Ninjago,Hunted,2018,129.99,105.81,9.0,1660.0,01/06/2018,31/12/2019
70657-1,The LEGO Ninjago Movie,,2018,229.99,437.06,14.0,3553.0,01/06/2018,31/12/2019
70658-1,Ninjago,Hunted,2018,49.99,90.0,4.0,522.0,01/06/2018,31/07/2019
70918-1,The LEGO Batman Movie,,2018,19.99,17.5,2.0,198.0,01/01/2018,31/12/2018
70919-1,The LEGO Batman Movie,,2018,29.99,25.19,4.0,267.0,01/01/2018,31/12/2018
70920-1,The LEGO Batman Movie,,2018,29.99,39.6,3.0,293.0,01/01/2018,31/12/2018
70921-1,The LEGO Batman Movie,,2018,49.99,31.95,4.0,425.0,01/01/2018,31/12/2018
70923-1,The LEGO Batman Movie,,2018,79.99,82.16,6.0,643.0,01/01/2018,31/12/2018
71020-1,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.72,1.0,7.0,01/01/2018,31/03/2018
71020-2,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.49,1.0,7.0,01/01/2018,31/03/2018
71020-3,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.29,1.0,6.0,01/01/2018,31/03/2018
71020-4,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,4.47,1.0,6.0,01/01/2018,31/03/2018
71020-5,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.55,1.0,5.0,01/01/2018,31/03/2018
71020-6,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,6.11,1.0,6.0,01/01/2018,31/03/2018
71020-7,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,5.32,1.0,8.0,01/01/2018,31/03/2018
71020-8,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.45,1.0,7.0,01/01/2018,31/03/2018
71020-9,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.22,1.0,7.0,01/01/2018,31/03/2018
71020-10,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,2.88,1.0,7.0,01/01/2018,31/03/2018
71020-11,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.51,1.0,8.0,01/01/2018,31/03/2018
71020-12,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,2.63,1.0,6.0,01/01/2018,31/03/2018
71020-13,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.32,1.0,7.0,01/01/2018,31/03/2018
71020-14,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.16,1.0,8.0,01/01/2018,31/03/2018
71020-15,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.05,1.0,5.0,01/01/2018,31/03/2018
71020-16,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,4.47,1.0,7.0,01/01/2018,31/03/2018
71020-17,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.7,1.0,5.0,01/01/2018,31/03/2018
71020-18,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.63,1.0,5.0,01/01/2018,31/03/2018
71020-19,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.83,1.0,8.0,01/01/2018,31/03/2018
71020-20,Collectable Minifigures,The LEGO Batman Movie Series 2,2018,3.99,3.25,1.0,6.0,01/01/2018,31/03/2018
71021-1,Collectable Minifigures,Series 18,2018,3.99,6.21,1.0,6.0,01/04/2018,31/07/2018
71021-2,Collectable Minifigures,Series 18,2018,3.99,2.84,1.0,5.0,01/04/2018,31/07/2018
71021-3,Collectable Minifigures,Series 18,2018,3.99,2.82,1.0,5.0,01/04/2018,31/07/2018
71021-4,Collectable Minifigures,Series 18,2018,3.99,7.23,1.0,8.0,01/04/2018,31/07/2018
71021-5,Collectable Minifigures,Series 18,2018,3.99,3.19,1.0,4.0,01/04/2018,31/07/2018
71021-6,Collectable Minifigures,Series 18,2018,3.99,5.28,1.0,9.0,01/04/2018,31/07/2018
71021-7,Collectable Minifigures,Series 18,2018,3.99,6.79,1.0,6.0,01/04/2018,31/07/2018
71021-8,Collectable Minifigures,Series 18,2018,3.99,15.14,1.0,6.0,01/04/2018,31/07/2018
71021-9,Collectable Minifigures,Series 18,2018,3.99,2.88,1.0,6.0,01/04/2018,31/07/2018
71021-10,Collectable Minifigures,Series 18,2018,3.99,3.5,1.0,6.0,01/04/2018,31/07/2018
71021-11,Collectable Minifigures,Series 18,2018,3.99,5.68,1.0,4.0,01/04/2018,31/07/2018
71021-12,Collectable Minifigures,Series 18,2018,3.99,3.91,1.0,6.0,01/04/2018,31/07/2018
71021-13,Collectable Minifigures,Series 18,2018,3.99,4.77,1.0,6.0,01/04/2018,31/07/2018
71021-14,Collectable Minifigures,Series 18,2018,3.99,3.6,1.0,5.0,01/04/2018,31/07/2018
71021-15,Collectable Minifigures,Series 18,2018,3.99,3.16,1.0,5.0,01/04/2018,31/07/2018
71021-16,Collectable Minifigures,Series 18,2018,3.99,5.12,1.0,9.0,01/04/2018,31/07/2018
71021-17,Collectable Minifigures,Series 18,2018,3.99,5.21,1.0,8.0,01/04/2018,31/07/2018
71022-1,Collectable Minifigures,Harry Potter,2018,3.99,6.26,1.0,8.0,01/08/2018,31/12/2018
71022-2,Collectable Minifigures,Harry Potter,2018,3.99,5.38,1.0,8.0,01/08/2018,31/12/2018
71022-3,Collectable Minifigures,Harry Potter,2018,3.99,4.07,1.0,8.0,01/08/2018,31/12/2018
71022-4,Collectable Minifigures,Harry Potter,2018,3.99,3.86,1.0,10.0,01/08/2018,31/12/2018
71022-5,Collectable Minifigures,Harry Potter,2018,3.99,14.25,1.0,10.0,01/08/2018,31/12/2018
71022-6,Collectable Minifigures,Harry Potter,2018,3.99,3.91,1.0,10.0,01/08/2018,31/12/2018
71022-7,Collectable Minifigures,Harry Potter,2018,3.99,3.91,1.0,9.0,01/08/2018,31/12/2018
71022-8,Collectable Minifigures,Harry Potter,2018,3.99,3.11,1.0,9.0,01/08/2018,31/12/2018
71022-9,Collectable Minifigures,Harry Potter,2018,3.99,7.0,1.0,7.0,01/08/2018,31/12/2018
71022-10,Collectable Minifigures,Harry Potter,2018,3.99,9.6,1.0,7.0,01/08/2018,31/12/2018
71022-11,Collectable Minifigures,Harry Potter,2018,3.99,12.95,1.0,9.0,01/08/2018,31/12/2018
71022-12,Collectable Minifigures,Harry Potter,2018,3.99,3.3,1.0,8.0,01/08/2018,31/12/2018
71022-13,Collectable Minifigures,Harry Potter,2018,3.99,3.18,1.0,9.0,01/08/2018,31/12/2018
71022-14,Collectable Minifigures,Harry Potter,2018,3.99,10.72,1.0,10.0,01/08/2018,31/12/2018
71022-15,Collectable Minifigures,Harry Potter,2018,3.99,10.18,1.0,8.0,01/08/2018,31/12/2018
71022-16,Collectable Minifigures,Harry Potter,2018,3.99,6.4,1.0,9.0,01/08/2018,31/12/2018
71022-17,Collectable Minifigures,Harry Potter,2018,3.99,4.54,1.0,10.0,01/08/2018,31/12/2018
71022-18,Collectable Minifigures,Harry Potter,2018,3.99,2.91,1.0,9.0,01/08/2018,31/12/2018
71022-19,Collectable Minifigures,Harry Potter,2018,3.99,2.59,1.0,9.0,01/08/2018,31/12/2018
71022-20,Collectable Minifigures,Harry Potter,2018,3.99,2.98,1.0,8.0,01/08/2018,31/12/2018
71022-21,Collectable Minifigures,Harry Potter,2018,3.99,3.64,1.0,6.0,01/08/2018,31/12/2018
71022-22,Collectable Minifigures,Harry Potter,2018,3.99,17.03,1.0,8.0,01/08/2018,31/12/2018
71043-1,Harry Potter,General,2018,399.99,342.5,28.0,6020.0,01/09/2018,31/12/2022
72001-1,Nexo Knights,Season 5,2018,19.99,16.04,3.0,217.0,,
72002-1,Nexo Knights,Season 5,2018,19.99,11.76,3.0,191.0,,
72003-1,Nexo Knights,Season 5,2018,29.99,33.65,3.0,369.0,,
72004-1,Nexo Knights,Season 5,2018,39.99,42.48,3.0,506.0,,
72005-1,Nexo Knights,Season 5,2018,49.99,44.99,4.0,569.0,,
72006-1,Nexo Knights,Season 5,2018,59.99,66.16,4.0,604.0,,
75181-1,Star Wars,Ultimate Collector Series,2018,199.99,256.0,2.0,1967.0,04/05/2018,31/12/2019
75193-1,Star Wars,MicroFighters,2018,9.99,9.58,1.0,92.0,01/01/2018,31/07/2019
75194-1,Star Wars,Microfighters,2018,9.99,7.92,1.0,91.0,01/01/2018,31/07/2019
75195-1,Star Wars,MicroFighters,2018,19.99,12.7,2.0,216.0,01/01/2018,31/12/2018
75196-1,Star Wars,MicroFighters,2018,19.99,16.58,2.0,188.0,01/01/2018,31/12/2019
75197-1,Star Wars,The Last Jedi,2018,14.99,11.6,4.0,108.0,01/01/2018,31/12/2018
75198-1,Star Wars,Episode IV,2018,14.99,17.61,4.0,97.0,01/01/2018,31/12/2018
75199-1,Star Wars,The Clone Wars,2018,29.99,30.56,2.0,157.0,01/01/2018,31/12/2019
75200-1,Star Wars,The Last Jedi,2018,29.99,24.67,2.0,241.0,01/01/2018,31/12/2019
75201-1,Star Wars,The Last Jedi,2018,39.99,49.8,4.0,370.0,01/01/2018,31/12/2018
75202-1,Star Wars,The Last Jedi,2018,84.99,47.4,5.0,746.0,01/01/2018,31/12/2018
75203-1,Star Wars,Episode V,2018,29.99,37.44,4.0,255.0,01/08/2018,31/07/2019
75204-1,Star Wars,Legends,2018,29.99,33.75,2.0,278.0,,
75205-1,Star Wars,Episode IV,2018,39.99,42.33,4.0,376.0,01/01/2018,31/12/2018
75206-1,Star Wars,Episode II,2018,14.99,24.55,4.0,102.0,20/04/2018,31/07/2019
75207-1,Star Wars,Solo,2018,14.99,14.94,4.0,99.0,20/04/2018,31/12/2018
75208-1,Star Wars,Episode V,2018,29.99,39.41,3.0,229.0,20/04/2018,31/12/2019
75209-1,Star Wars,Solo,2018,29.99,25.34,2.0,345.0,20/04/2018,31/07/2019
75210-1,Star Wars,Solo,2018,39.99,27.19,2.0,464.0,20/04/2018,31/07/2019
75211-1,Star Wars,Solo,2018,69.99,108.58,4.0,519.0,20/04/2018,31/07/2019
75212-1,Star Wars,Solo,2018,169.99,160.75,7.0,1414.0,20/04/2018,31/07/2019
75213-1,Star Wars,Seasonal,2018,39.99,25.0,8.0,307.0,01/09/2018,31/12/2018
75214-1,Star Wars,The Clone Wars,2018,19.99,20.06,2.0,247.0,01/08/2018,31/07/2020
75215-1,Star Wars,Solo,2018,29.99,25.84,3.0,355.0,01/08/2018,31/07/2019
75216-1,Star Wars,The Last Jedi,2018,69.99,55.0,5.0,492.0,01/08/2018,31/07/2019
75217-1,Star Wars,Solo,2018,89.99,65.18,5.0,622.0,01/08/2018,31/07/2019
75218-1,Star Wars,Episode IV,2018,79.99,101.18,4.0,731.0,01/08/2018,31/12/2019
75219-1,Star Wars,Solo,2018,99.99,90.73,5.0,829.0,01/08/2018,31/07/2019
75220-1,Star Wars,Episode IV,2018,139.99,148.9,6.0,1239.0,01/08/2018,31/12/2019
75221-1,Star Wars,Episode IV,2018,89.99,105.15,5.0,636.0,01/08/2018,31/12/2019
75222-1,Star Wars,Master Builder Series,2018,349.99,423.49,21.0,2812.0,01/10/2018,31/12/2019
75230-1,Star Wars,The Last Jedi,2018,69.99,70.7,,811.0,01/10/2018,31/12/2019
75533-1,Star Wars,Buildable Figures,2018,29.99,53.56,,144.0,01/01/2018,31/12/2018
75534-1,Star Wars,Buildable Figures,2018,39.99,34.43,,168.0,01/01/2018,31/12/2018
75535-1,Star Wars,Buildable Figures,2018,24.99,13.0,,101.0,20/04/2018,31/12/2018
75536-1,Star Wars,Buildable Figures,2018,24.99,37.91,,101.0,20/04/2018,31/12/2018
75537-1,Star Wars,Buildable Figures,2018,29.99,30.82,,104.0,20/04/2018,31/12/2018
75884-1,Speed Champions,Ford,2018,14.99,18.73,1.0,183.0,01/03/2018,31/12/2019
75885-1,Speed Champions,Ford,2018,14.99,20.96,1.0,203.0,01/03/2018,31/12/2019
75886-1,Speed Champions,Ferrari,2018,14.99,22.77,1.0,179.0,01/03/2018,31/12/2019
75887-1,Speed Champions,Porsche,2018,14.99,22.11,1.0,163.0,01/03/2018,31/12/2018
75888-1,Speed Champions,Porsche,2018,29.99,42.08,3.0,391.0,01/03/2018,31/12/2019
75889-1,Speed Champions,Ferrari,2018,99.99,85.0,7.0,841.0,01/03/2018,31/12/2019
75926-1,Jurassic World,Fallen Kingdom,2018,19.99,17.96,2.0,126.0,16/04/2018,31/12/2019
75927-1,Jurassic World,Fallen Kingdom,2018,29.99,29.12,2.0,222.0,16/04/2018,31/12/2019
75928-1,Jurassic World,Fallen Kingdom,2018,39.99,42.03,3.0,397.0,16/04/2018,31/12/2019
75929-1,Jurassic World,Fallen Kingdom,2018,79.99,71.6,3.0,577.0,16/04/2018,31/12/2019
75930-1,Jurassic World,Fallen Kingdom,2018,129.99,146.1,6.0,1019.0,16/04/2018,31/12/2019
75931-1,Jurassic World,Fallen Kingdom,2018,39.99,44.34,3.0,289.0,16/04/2018,31/07/2020
75932-1,Jurassic World,Jurassic Park,2018,39.99,38.36,4.0,360.0,16/04/2018,31/12/2019
75933-1,Jurassic World,Fallen Kingdom,2018,69.99,85.96,3.0,609.0,16/04/2018,31/12/2019
75950-1,Harry Potter,Chamber of Secrets,2018,14.99,16.22,2.0,157.0,01/08/2018,31/12/2019
75951-1,Harry Potter,Fantastic Beasts,2018,19.99,16.81,2.0,132.0,01/08/2018,31/12/2019
75952-1,Harry Potter,Fantastic Beasts,2018,49.99,43.19,4.0,694.0,01/08/2018,31/12/2019
75953-1,Harry Potter,Chamber of Secrets,2018,69.99,44.53,6.0,753.0,01/08/2018,31/12/2021
75954-1,Harry Potter,Philosopher's Stone,2018,99.99,82.53,10.0,878.0,01/08/2018,31/07/2021
75955-1,Harry Potter,Prisoner of Azkaban,2018,79.99,62.64,6.0,801.0,01/08/2018,31/12/2022
75956-1,Harry Potter,Philosopher's Stone,2018,39.99,43.72,6.0,500.0,01/08/2018,31/12/2020
75987-1,Overwatch,Promotional,2018,25.0,22.5,,182.0,,
76089-1,Marvel Super Heroes,Mighty Micros,2018,9.99,9.61,2.0,89.0,01/01/2018,31/12/2018
76090-1,Marvel Super Heroes,Mighty Micros,2018,9.99,11.31,2.0,86.0,01/01/2018,31/12/2018
76091-1,Marvel Super Heroes,Mighty Micros,2018,9.99,6.78,2.0,79.0,01/01/2018,31/12/2018
76092-1,DC Comics Super Heroes,Mighty Micros,2018,9.99,9.09,2.0,86.0,01/01/2018,31/12/2018
76093-1,DC Comics Super Heroes,Mighty Micros,2018,9.99,8.91,2.0,84.0,01/01/2018,31/12/2018
76094-1,DC Comics Super Heroes,Mighty Micros,2018,9.99,7.83,2.0,80.0,01/01/2018,31/12/2018
76095-1,DC Comics Super Heroes,DC Extended Universe,2018,29.99,40.59,3.0,235.0,01/08/2018,31/12/2019
76096-1,DC Comics Super Heroes,Justice League,2018,19.99,15.0,2.0,199.0,01/01/2018,31/12/2018
76097-1,DC Comics Super Heroes,Justice League,2018,39.99,35.6,5.0,406.0,01/01/2018,31/12/2018
76098-1,DC Comics Super Heroes,Justice League,2018,29.99,86.5,4.0,271.0,01/01/2018,31/12/2018
76099-1,Marvel Super Heroes,Black Panther,2018,19.99,23.62,3.0,229.0,01/01/2018,31/12/2018
76100-1,Marvel Super Heroes,Black Panther,2018,29.99,35.0,4.0,358.0,01/01/2018,31/12/2018
76101-1,Marvel Super Heroes,Avengers: Infinity War,2018,14.99,11.55,4.0,124.0,03/03/2018,31/07/2019
76102-1,Marvel Super Heroes,Avengers: Infinity War,2018,19.99,28.61,3.0,223.0,03/03/2018,31/07/2019
76103-1,Marvel Super Heroes,Avengers: Infinity War,2018,39.99,65.29,5.0,416.0,03/03/2018,31/12/2018
76104-1,Marvel Super Heroes,Avengers: Infinity War,2018,29.99,30.6,4.0,375.0,03/03/2018,31/12/2019
76105-1,Marvel Super Heroes,Avengers: Age of Ultron,2018,119.99,134.82,1.0,1363.0,03/03/2018,31/12/2019
76107-1,Marvel Super Heroes,Avengers: Infinity War,2018,69.99,58.7,4.0,674.0,03/03/2018,31/12/2019
76108-1,Marvel Super Heroes,Avengers: Infinity War,2018,99.99,146.94,5.0,1004.0,03/03/2018,31/12/2019
76109-1,Marvel Super Heroes,Ant-Man and the Wasp,2018,19.99,24.37,3.0,200.0,01/06/2018,31/12/2019
76110-1,DC Comics Super Heroes,Batman,2018,19.99,20.43,3.0,155.0,01/08/2018,31/07/2019
76111-1,DC Comics Super Heroes,Batman,2018,29.99,21.97,3.0,269.0,01/08/2018,31/07/2019
76112-1,DC Comics Super Heroes,Batman,2018,99.99,69.26,1.0,321.0,01/08/2018,31/12/2019
88005-1,Powered Up,,2018,9.99,11.43,,1.0,,
853744-1,DC Comics Super Heroes,DC Extended Universe,2018,12.99,19.01,3.0,46.0,,
853758-1,Ninjago,Sons of Garmadon,2018,8.99,7.0,1.0,26.0,,
853759-1,Ninjago,Sons of Garmadon,2018,8.99,8.5,1.0,28.0,,
853760-1,Gear,Miscellaneous,2018,14.99,6.5,,,,
853778-1,Friends,Miscellaneous,2018,8.99,10.0,1.0,31.0,,
853796-1,Seasonal,Christmas,2018,7.99,9.21,,37.0,,
5005236-1,Friends,Miscellaneous,2018,6.99,2.88,1.0,27.0,,
5005249-1,Seasonal,Easter,2018,5.99,3.19,1.0,6.0,,
10264-1,Creator Expert,Modular Buildings Collection,2019,199.99,201.4,6.0,2569.0,01/01/2019,31/12/2021
10265-1,Creator Expert,Vehicles,2019,149.99,99.86,,1471.0,01/03/2019,31/12/2023
10266-1,Creator Expert,Space,2019,99.99,77.63,2.0,1087.0,01/06/2019,31/12/2022
10267-1,Creator Expert,Winter Village,2019,99.99,109.29,2.0,1477.0,01/10/2019,31/12/2021
10269-1,Creator Expert,Vehicles,2019,99.99,78.0,,1023.0,01/08/2019,31/12/2021
10766-1,Toy Story,Toy Story 4,2019,9.99,8.47,1.0,69.0,22/04/2019,31/12/2020
10767-1,Toy Story,Toy Story 4,2019,19.99,11.27,2.0,120.0,22/04/2019,31/07/2020
10768-1,Toy Story,Toy Story 4,2019,24.99,20.24,3.0,139.0,22/04/2019,31/12/2020
10769-1,Toy Story,Toy Story 4,2019,34.99,16.25,3.0,178.0,22/04/2019,31/12/2020
10770-1,Toy Story,Toy Story 4,2019,49.99,15.0,5.0,230.0,22/04/2019,31/12/2020
10771-1,Toy Story,Toy Story 4,2019,19.99,17.7,2.0,98.0,22/04/2019,31/12/2020
10883-1,Duplo,,2019,9.99,5.66,,11.0,01/01/2019,31/12/2020
10889-1,Duplo,Mickey,2019,49.99,50.0,3.0,57.0,01/06/2019,31/12/2020
10894-1,Duplo,Toy Story,2019,19.99,6.83,2.0,21.0,01/03/2019,31/07/2021
10895-1,Duplo,The LEGO Movie 2,2019,29.99,19.99,2.0,53.0,01/01/2019,31/12/2019
10900-1,Duplo,,2019,9.99,7.99,1.0,8.0,01/01/2019,31/12/2021
10902-1,Duplo,,2019,29.99,19.25,3.0,38.0,01/01/2019,31/07/2021
10903-1,Duplo,,2019,49.99,37.47,2.0,76.0,01/01/2019,31/12/2021
10904-1,Duplo,,2019,9.99,6.83,,9.0,01/06/2019,31/12/2020
11001-1,Classic,,2019,9.99,4.75,,123.0,01/01/2019,31/12/2021
11002-1,Classic,,2019,19.99,14.5,,300.0,01/01/2019,31/12/2021
11005-1,Classic,,2019,39.99,42.43,,900.0,01/01/2019,31/12/2020
21043-1,Architecture,Skylines,2019,49.99,39.06,,565.0,01/01/2019,31/12/2021
21044-1,Architecture,Skylines,2019,49.99,31.47,,649.0,01/01/2019,31/12/2023
21045-1,Architecture,Landmark Series,2019,79.99,60.39,,1197.0,01/06/2019,31/12/2021
21046-1,Architecture,Landmark Series,2019,129.99,69.78,,1767.0,01/06/2019,31/12/2021
21148-1,Minecraft,Bigfigs,2019,14.99,12.34,,159.0,01/01/2019,31/12/2019
21149-1,Minecraft,Bigfigs,2019,14.99,11.59,,160.0,01/01/2019,31/12/2019
21150-1,Minecraft,Bigfigs,2019,14.99,14.1,,142.0,01/01/2019,31/12/2019
21151-1,Minecraft,Minifig-scale,2019,19.99,14.4,2.0,222.0,01/01/2019,31/12/2021
21152-1,Minecraft,Minifig-scale,2019,39.99,27.38,3.0,386.0,01/01/2019,31/12/2021
21153-1,Minecraft,Minifig-scale,2019,19.99,14.16,1.0,260.0,01/08/2019,31/07/2021
21154-1,Minecraft,Minifig-scale,2019,29.99,26.23,4.0,372.0,01/08/2019,31/12/2021
21155-1,Minecraft,Minifig-scale,2019,79.99,64.67,4.0,834.0,01/08/2019,31/12/2021
21316-1,Ideas,Licensed,2019,59.99,55.53,4.0,748.0,01/03/2019,31/12/2020
21317-1,Ideas,Licensed,2019,89.99,103.68,2.0,751.0,01/04/2019,31/12/2020
21318-1,Ideas,,2019,199.99,152.35,4.0,3036.0,01/08/2019,31/12/2022
21319-1,Ideas,Licensed,2019,59.99,46.65,7.0,1070.0,01/09/2019,31/12/2022
21320-1,Ideas,,2019,59.99,51.7,2.0,910.0,01/11/2019,31/12/2021
30365-1,City,Space,2019,3.99,2.88,1.0,36.0,01/06/2019,31/12/2020
30460-1,The LEGO Movie 2,,2019,3.99,1.75,1.0,32.0,01/01/2019,31/12/2019
30553-1,Disney,Frozen II,2019,3.99,3.39,1.0,42.0,04/10/2019,31/12/2020
30571-1,Creator,Promotional,2019,3.99,2.85,,62.0,01/01/2019,31/12/2019
30624-1,Star Wars,Episode IV,2019,3.99,10.5,1.0,12.0,01/12/2019,31/12/2019
31086-1,Creator,3 in 1,2019,14.99,5.99,,157.0,,
31087-1,Creator,3 in 1,2019,12.99,7.4,,147.0,,
31088-1,Creator,3 in 1,2019,14.99,10.03,,230.0,,
31089-1,Creator,3 in 1,2019,19.99,18.51,,221.0,,
31090-1,Creator,3 in 1,2019,19.99,12.32,,207.0,,
31091-1,Creator,3 in 1,2019,24.99,20.41,,341.0,,
31092-1,Creator,3 in 1,2019,9.99,6.8,,114.0,01/01/2019,31/12/2020
31093-1,Creator,3 in 1,2019,39.99,24.0,2.0,396.0,01/01/2019,31/12/2021
31094-1,Creator,3 in 1,2019,29.99,17.54,1.0,333.0,01/01/2019,31/12/2020
31095-1,Creator,3 in 1,2019,49.99,40.99,3.0,595.0,01/06/2019,31/12/2020
31096-1,Creator,3 in 1,2019,59.99,42.47,1.0,569.0,01/06/2019,31/12/2020
31097-1,Creator,3 in 1,2019,79.99,59.0,3.0,969.0,01/06/2019,31/12/2021
31098-1,Creator,3 in 1,2019,29.99,18.08,2.0,305.0,01/06/2019,31/12/2020
40186-1,Seasonal,Chinese Traditional Festivals,2019,9.99,11.94,,152.0,,
40334-1,Marvel Super Heroes,The Avengers,2019,19.99,26.75,1.0,211.0,31/03/2019,31/12/2019
40336-1,Hidden Side,Promotional,2019,12.99,14.3,2.0,127.0,01/09/2019,31/12/2019
40345-1,City,Space,2019,12.99,22.42,4.0,44.0,01/06/2019,31/12/2019
40348-1,BrickHeadz,Seasonal,2019,9.99,10.2,,150.0,01/01/2019,31/12/2022
40349-1,BrickHeadz,Seasonal,2019,9.99,10.65,,147.0,01/01/2019,31/12/2020
