set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used
3839-1,9.0,25.742086463850224,17.371043231925114,3.0,9.39269516678743,14.98,12.286876838063444,6.0
3841-1,50.38685910714486,50.38685910714486,50.38685910714486,1.0,12.076322357298125,27.992699503969366,18.182839893937906,10.0
3842-1,55.98539900793873,55.98539900793873,55.98539900793873,1.0,22.8108311193409,24.085554034833482,23.44819257708719,2.0
3847-1,59.344522948415054,59.344522948415054,59.344522948415054,1.0,16.795619702381618,17.813034391031728,17.304327046706675,2.0
3851-1,29.99,33.580042324961646,31.785021162480824,3.0,10.8,18.78539033357486,14.421788369159756,4.0
3861-1,22.5270854411802,22.5270854411802,22.5270854411802,1.0,36.133,37.57078066714972,36.85189033357486,2.0
3862-1,48.96277809086762,78.37955861111422,63.671168350990925,2.0,20.0,40.18731717789765,29.87778434180429,12.0
391412-1,2.951989909561764,4.696347583393715,3.8510050183828466,49.0,4.696347583393715,4.696347583393715,4.696347583393715,1.0
391502-1,2.0127203928830206,3.354533988138368,2.891926018633181,15.0,2.239415960317549,3.354533988138368,2.7969749742279584,3.0
3920-1,62.059977520497036,62.059977520497036,62.059977520497036,1.0,29.99,46.96347583393715,40.57686598682885,3.0
3930-1,8.721788369159757,10.734508762042777,9.728148565601266,2.0,2.887,6.353,4.47824017678307,15.0
3931-1,11.81597947938438,11.81597947938438,11.81597947938438,1.0,6.709067976276736,6.709067976276736,6.709067976276736,1.0
3933-1,17.915327682540394,17.915327682540394,17.915327682540394,1.0,6.709067976276736,20.602626834921452,11.525193799206285,6.0
3935-1,11.261841504978129,11.261841504978129,11.261841504978129,1.0,3.359123940476324,10.0,6.58133752356354,6.0
3936-1,21.15128374519925,55.0,32.434189163466165,5.0,10.628443853315597,13.436495761905295,11.494281335409102,4.0
3937-1,18.799896986865825,18.979050263691228,18.889473625278526,2.0,6.605,8.253372601178034,7.616124200392679,4.0
3938-1,17.624203607699112,20.144666271036513,18.884434939367814,4.0,4.478831920635098,8.253372601178034,6.324945315825139,7.0
3942-1,53.67254381021389,53.67254381021389,53.67254381021389,1.0,8.75,28.328611898016998,20.31249734100108,8.0
4000010-1,62.70364688889138,250.0,130.69886403605753,25.0,40.0,40.0,40.0,1.0
4000014-2,1341.813595255347,1341.813595255347,1341.813595255347,1.0,810.34,810.34,810.34,1.0
40003-1,16.01182411627048,18.78539033357486,17.39860722492267,2.0,4.696347583393715,5.0,4.79756505559581,3.0
40004-1,18.771904287361856,19.02383858289758,18.897871435129716,34.0,17.376486058556743,17.376486058556743,17.376486058556743,1.0
40005-1,11.745736711865545,14.153108869206912,12.831553302790322,6.0,6.709067976276736,6.709067976276736,6.709067976276736,1.0
40015-1,16.305942120490563,20.5578385157151,18.44091362643193,4.0,10.063601964415104,10.063601964415104,10.063601964415104,1.0
40019-1,9.682560962893449,19.95,14.117208217000098,19.0,6.351,6.351,6.351,1.0
4002015-1,190.3391595471901,435.04491218662025,292.6782884971899,6.0,74.48123817610345,74.48123817610345,74.48123817610345,1.0
40022-1,11.0,11.0,11.0,1.0,7.837955861111422,7.837955861111422,7.837955861111422,1.0
40023-1,4.6949355608057415,5.297,4.995967780402871,70.0,10.0,10.0,10.0,2.0
40026-1,13.101550809882706,22.344371452831034,17.72296113135687,2.0,12.0,12.0,12.0,1.0
40028-1,14.882,26.5074142797,18.281603569925,5.0,6.662262481944709,6.662262481944709,6.662262481944709,1.0
40030-1,15.231,15.231,15.231,1.0,9.39269516678743,15.0,11.244673791696858,5.0
40031-1,9.99,9.99,9.99,1.0,6.5,6.5,6.5,2.0
40032-1,6.95,19.99,11.758390639816813,6.0,5.206238548509631,5.206238548509631,5.206238548509631,1.0
40036-1,7.69,7.69,7.69,2.0,6.0,8.03746343557953,7.018731717789765,3.0
40037-1,9.325604487024663,12.09,10.707802243512331,5.0,7.5,7.5,7.5,1.0
40038-1,13.351045272790703,13.351045272790703,13.351045272790703,1.0,12.06290422134557,12.06290422134557,12.06290422134557,1.0
40043-1,15.39,15.39,15.39,1.0,13.404717816600918,13.404717816600918,13.404717816600918,1.0
40048-1,6.641977296513969,9.99,8.744372836795218,13.0,3.75,3.75,3.75,3.0
40049-1,9.057241767973593,18.62030954402586,12.821548872990872,32.0,5.61,5.61,5.61,1.0
40059-1,19.49074579389706,27.981502424167775,23.736124109032417,2.0,16.101763143064165,16.101763143064165,16.101763143064165,1.0
40067-1,7.983790891769316,8.79,8.386895445884658,9.0,5.367254381021389,5.367254381021389,5.367254381021389,2.0
40077-1,11.212755713309969,18.771972197622308,14.99236395546614,2.0,4.863624852899555,7.725985063095545,6.294804957997551,2.0
40079-1,11.756933791667134,115.93,42.2732322484244,66.0,22.344371452831034,33.149,27.746685726415517,3.0
40083-1,46.9500576979846,69.24834003291942,55.897353569899145,10.0,65.0,65.0,65.0,1.0
40085-1,22.0,35.15323203708473,31.195620708625377,7.0,22.3829625233739,22.3829625233739,22.3829625233739,1.0
40086-1,15.619926323214905,22.192612166746912,19.627451781298408,9.0,7.607296017198714,10.077371821428972,9.24942326768093,5.0
40093-1,33.47824920162091,39.18977930555711,36.33401425358901,2.0,15.675911722222844,15.675911722222844,15.675911722222844,1.0
40096-1,3.75,6.641977296513969,4.99131219454294,12.0,2.5,2.5,2.5,3.0
40097-1,6.718247880952648,7.69,7.2041239404763235,2.0,3.75,4.0,3.875,3.0
40098-1,6.161832834309038,13.436495761905295,9.091152194257933,4.0,6.5,8.050881571532083,7.183627190510694,4.0
40101-1,10.99,20.154743642857945,15.572371821428973,3.0,5.4,5.4,5.4,1.0
40102-1,9.89,9.89,9.89,1.0,3.5,3.5,3.5,1.0
40107-1,20.12720392883021,113.20919504193306,34.87073990455186,22.0,13.436495761905295,13.436495761905295,13.436495761905295,1.0
40112-1,4.684858188984313,10.0,7.342429094492156,3.0,11.81597947938438,11.81597947938438,11.81597947938438,1.0
40123-1,23.513867583334267,111.96407976799651,44.63850055453137,5.0,16.38587239874276,25.753283543651815,21.069577971197287,2.0
40124-1,15.664714642421258,30.0,23.664099242931012,9.0,14.630245308699301,14.630245308699301,14.630245308699301,1.0
40125-1,23.388894952676473,50.0,34.4671388719388,12.0,16.25,16.25,16.25,1.0
40126-1,4.461426166748597,7.95,6.532725440286336,5.0,3.0,3.359123940476324,3.179561970238162,2.0
40132-1,3.7938144426566947,7.796298317558824,6.059550915575288,42.0,3.0,3.0,3.0,4.0
40133-1,5.598539900793873,7.004893123873294,6.478686604933434,16.0,5.772295958648018,5.772295958648018,5.772295958648018,1.0
40135-1,7.796298317558824,8.957663841270197,8.37698107941451,9.0,6.0,6.0,6.0,2.0
40137-1,6.662262481944709,9.99,8.326131240972355,123.0,2.0,3.75,2.875,2.0
40139-1,47.027735166668535,100.77371821428972,72.23072271572828,12.0,33.53192174543112,53.02215118347545,40.033137603430085,3.0
40140-1,19.99,25.561,21.68613035951145,7.0,15.760559631981144,15.760559631981144,15.760559631981144,1.0
40142-1,24.75,45.396,35.59124176797359,5.0,27.575316678274184,27.575316678274184,27.575316678274184,1.0
40144-1,45.0,59.95,51.485222118455304,9.0,23.833996216353103,23.833996216353103,23.833996216353103,1.0
40153-1,17.624203607699112,28.5077651748424,21.045276766158544,10.0,10.419925220836873,10.419925220836873,10.419925220836873,1.0
40154-1,27.992699503969366,37.5,31.89450179907156,10.0,13.418135952553472,16.101763143064165,14.75994954780882,2.0
40155-1,33.580042324961646,79.95,49.37029173203736,6.0,25.753283543651815,25.753283543651815,25.753283543651815,1.0
40158-1,130.34216680818105,201.54743642857943,162.8624534735271,8.0,126.701,126.701,126.701,1.0
40161-1,52.13686672327241,71.174,64.61748982442508,4.0,34.99,34.99,34.99,1.0
40170-1,22.0,29.047682888680345,25.52384144434017,2.0,23.21714496859219,23.21714496859219,23.21714496859219,1.0
40171-1,22.954013593254878,42.4929178470255,32.72346572014019,2.0,15.0,15.0,15.0,1.0
40172-1,44.68874290566207,45.0,44.844371452831034,2.0,40.927440377768846,40.927440377768846,40.927440377768846,1.0
40174-1,81.9293619937138,134.06622871698622,100.74348191684929,17.0,39.18977930555711,39.18977930555711,39.18977930555711,1.0
40176-1,31.73252415769967,62.37038654047059,37.915842354197125,160.0,35.77466996607285,35.77466996607285,35.77466996607285,1.0
40178-1,12.47886643587473,111.96407976799651,26.405334386639943,84.0,7.440675693792735,7.440675693792735,7.440675693792735,1.0
40188-1,28.999,31.295838045437748,30.14741902271887,9.0,19.31496265773886,19.31496265773886,19.31496265773886,1.0
40190-1,6.718247880952648,15.592596635117648,10.447542763024996,16.0,5.038685910714486,8.162671175357467,6.6006785430359765,2.0
40191-1,7.837955861111422,15.592596635117648,9.687030599251724,30.0,4.467634840833511,8.36981715168684,6.288559943566718,4.0
40192-1,8.37989452350827,15.592596635117648,10.985938619178302,11.0,3.247153142460446,7.042963195198692,5.175376775324364,3.0
40193-1,7.278101871032035,15.592596635117648,10.355830661100862,14.0,5.486569102777996,7.065836975109253,6.05031532622704,3.0
40194-1,4.625513666035898,23.388894952676473,9.666000826372644,69.0,3.6390509355160177,11.08510900357187,5.777693177619278,4.0
40195-1,7.63080988478205,23.388894952676473,11.601668247988778,25.0,3.012014466627104,7.37997477390441,5.195994620265757,2.0
40196-1,8.957663841270197,27.287044111455884,14.671517303868093,28.0,2.788072870595349,6.6688135684190755,4.728443219507212,2.0
40197-1,68.9486350252722,133.20717956756877,92.43839058297127,37.0,50.38685910714486,50.38685910714486,50.38685910714486,1.0
40201-1,14.151435253459654,62.20425712974057,36.921811980990114,6.0,5.122,18.78539033357486,11.285796777858286,3.0
40202-1,17.443576738319514,23.457882184326326,20.32052405723776,4.0,6.323457121151183,13.406622871698621,9.483956120669854,3.0
40203-1,9.682560962893449,19.99,16.141719592758555,4.0,10.0,13.418135952553472,11.709067976276735,2.0
40205-1,18.799896986865825,33.591239404763236,25.211194981617936,12.0,15.0,32.055,25.938,5.0
40206-1,8.937748581132414,28.0,18.056817348964294,49.0,8.0,21.609,13.454021041481088,5.0
40207-1,129.58,129.58,129.58,2.0,29.51,29.51,29.51,3.0
40208-1,9.325604487024663,19.99,13.280202405243024,27.0,7.0,14.99,9.83,4.0
40209-1,6.985858088210595,6.985858088210595,6.985858088210595,36.0,6.0,6.0,6.0,2.0
4021-1,200.0,200.0,200.0,1.0,27.992699503969366,33.591239404763236,30.791969454366303,2.0
40211-1,9.63,9.63,9.63,1.0,8.5,8.5,8.5,1.0
40213-1,3.7570780667149717,8.575928149314706,6.350418032327442,4.0,4.99,4.99,4.99,1.0
40220-1,11.134945107327464,30.0,19.704985995573267,187.0,5.367254381021389,19.594889652778555,10.980436186102436,9.0
40221-1,18.10240721358989,33.591239404763236,26.77066653909904,11.0,15.0,15.0,15.0,1.0
40222-1,10.066174741627384,33.53192174543112,20.318862887136255,24.0,20.19823534827099,20.26,20.229117674135495,2.0
40228-1,10.654,26.87299152381059,17.572174623903912,27.0,5.038685910714486,9.39269516678743,7.423112312871113,3.0
40235-1,40.25440785766042,49.706,44.98020392883021,3.0,20.12720392883021,22.797412983388345,21.462308456109277,2.0
40236-1,16.78442262258003,31.35182344444569,24.01534015129992,6.0,13.406622871698621,13.406622871698621,13.406622871698621,1.0
40239-1,5.598539900793873,9.99,7.3788640562541294,14.0,3.359123940476324,6.709067976276736,5.03409595837653,2.0
40242-1,4.6,4.6,4.6,1.0,5.098891661970319,7.448123817610345,6.273507739790332,2.0
40247-1,3.0,5.739623106293879,4.5927696723361215,6.0,4.0,4.0,4.0,1.0
40252-1,29.51989909561764,75.0,45.612550561030645,9.0,17.443576738319514,26.82285376915439,21.11195324742038,5.0
40253-1,11.197079801587746,38.49,19.132827099638025,85.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0
40256-1,13.418135952553472,16.795619702381618,15.136106664921916,8.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0
40260-1,37.24061908805172,46.910165828751865,40.38538340809569,6.0,23.819099968717882,23.819099968717882,23.819099968717882,1.0
40262-1,16.235765712302232,33.591239404763236,23.171710277592457,31.0,0.35046859778969647,6.888657504775171,3.6195630512824337,2.0
40264-1,12.21,15.105980360322027,13.890556998885678,11.0,8.253372601178034,8.253372601178034,8.253372601178034,1.0
40266-1,11.745736711865545,19.99,16.30662062644065,5.0,6.0,7.065836975109253,6.5329184875546265,2.0
40268-1,7.65,22.797412983388345,13.266432130148308,247.0,13.380510362897356,13.380510362897356,13.380510362897356,1.0
40270-1,16.44,55.97420192813714,32.23472279946188,26.0,12.076322357298125,12.076322357298125,12.076322357298125,1.0
40271-1,13.436495761905295,55.97420192813714,25.461333702430778,73.0,6.484985105869093,16.164,10.699245374768537,5.0
40272-1,12.31678778174652,55.97420192813714,19.845051447555708,41.0,13.791106115666008,13.791106115666008,13.791106115666008,1.0
40273-1,13.509276780615615,55.97420192813714,22.64546514538255,34.0,13.380510362897356,13.380510362897356,13.380510362897356,1.0
40274-1,26.0609852378186,111.95960093607587,43.206270747334635,45.0,15.0,80.50881571532084,32.85679393386737,5.0
40281-1,4.527944173677221,7.016668485802942,5.751707786096638,44.0,4.99,4.99,4.99,1.0
40291-1,21.58466282343478,53.74598304762118,33.85538030074752,15.0,15.0,27.992699503969366,22.405659383596156,5.0
40292-1,29.75,51.60734080551792,39.05560517566741,73.0,15.641060016981724,17.130684780503792,16.38587239874276,2.0
40293-1,42.149048654160964,76.08415725178874,55.85271695936129,28.0,20.12720392883021,37.557362531197164,30.846245695048708,3.0
40295-1,22.282188805159613,22.282188805159613,22.282188805159613,1.0,10.676855618497259,10.676855618497259,10.676855618497259,1.0
40296-1,2.25270854411802,18.62030954402586,7.292241146292518,20.0,1.50180569607868,1.50180569607868,1.50180569607868,1.0
40298-1,5.300163701258621,37.3243458106126,10.852842200001733,201.0,2.463357556349304,11.141094402579807,6.802225979464556,2.0
40299-1,21.62450714330297,34.47580870908867,28.15699001995598,16.0,26.836271905106944,26.836271905106944,26.836271905106944,1.0
40300-1,11.197079801587746,68.95161741817734,26.683026757669708,19.0,22.33817420416755,22.33817420416755,22.33817420416755,1.0
40302-1,5.4,7.652084336405065,6.747271084101266,72.0,6.0,6.0,6.0,1.0
40305-1,40.2982902059143,75.94,53.604774831688246,16.0,22.394159603175492,33.47926860674736,27.743441263329625,3.0
4031-1,400.0,400.0,400.0,1.0,95.17517831349583,195.937699447984,126.97886924423445,6.0
40311-1,6.47,32.92165403262829,13.015514079876775,63.0,7.0,7.0,7.0,2.0
40312-1,4.99,23.50043108757236,9.372531748792973,196.0,5.097,5.097,5.097,1.0
40313-1,5.049827948339814,14.99,7.721678817510913,52.0,7.0,9.0,8.0,2.0
40318-1,36.89437794623163,55.97420192813714,48.96963293387074,14.0,36.88645573356949,36.88645573356949,36.88645573356949,1.0
40320-1,13.622,13.622,13.622,1.0,13.436495761905295,13.860934438987735,13.648715100446516,2.0
40330-1,5.4574088222911765,7.632,6.901141029123615,100.0,4.5460143994446245,4.5460143994446245,4.5460143994446245,1.0
40331-1,5.847223738169118,6.205421626039929,6.0263226821045235,13.0,4.478831920635098,4.478831920635098,4.478831920635098,1.0
40334-1,31.185193270235295,124.41523250736209,50.70823549945032,60.0,46.96347583393715,46.96347583393715,46.96347583393715,1.0
40336-1,16.78442262258003,27.287044111455884,22.25375432917629,20.0,9.176006897401159,10.734508762042777,9.955257829721969,2.0
40337-1,27.0,66.62262481944708,42.759286350319755,58.0,26.99,26.99,26.99,1.0
40338-1,73.73265705928134,125.87329251761483,95.2784811041262,12.0,44.81419932285669,44.81419932285669,44.81419932285669,1.0
40348-1,11.172185726415517,67.09067976276735,21.72129295059576,116.0,6.709067976276736,10.343329586749505,8.412487632662295,3.0
40349-1,19.594889652778555,98.98,51.49573091657696,12.0,17.23888264458251,17.23888264458251,17.23888264458251,1.0
40350-1,14.143987129642044,55.97420192813714,25.423048307910143,20.0,16.86,16.86,16.86,1.0
40351-1,21.274451623016716,110.85109003571868,48.945263182189684,17.0,53.457,53.457,53.457,1.0
40352-1,22.33817420416755,88.45693043254319,45.87206318418823,47.0,16.168583233492704,16.168583233492704,16.168583233492704,1.0
40353-1,14.151435253459654,77.25985063095544,31.912460934475682,103.0,15.179937203123743,15.91,15.647604561027272,3.0
40354-1,12.305590701944933,55.97420192813714,24.08546618069518,97.0,12.809459293016381,14.319945358250568,13.564702325633474,2.0
40355-1,13.227110369615605,29.98,19.995956486146625,35.0,8.937748581132414,8.937748581132414,8.937748581132414,1.0
40358-1,13.0,41.8,28.394552849242523,55.0,18.951,18.951,18.951,1.0
40366-1,127.47229154925797,520.6238548509631,198.56524009305488,19.0,95.17517831349583,95.17517831349583,95.17517831349583,1.0
40367-1,10.136,66.06277082936771,23.86188817861037,296.0,10.343329586749505,53.67254381021389,20.769777023460552,6.0
40370-1,35.0,124.41523250736209,55.67258388797385,24.0,36.228967071894374,36.228967071894374,36.228967071894374,1.0
40371-1,10.734508762042777,33.78820998338172,19.27004604179164,152.0,8.190701762226096,8.190701762226096,8.190701762226096,1.0
40375-1,4.089019975868079,7.595384740416333,6.005124926899426,121.0,5.0,5.0,5.0,2.0
40377-1,12.684051999238598,77.25985063095544,24.726079756771252,166.0,9.517517831349585,13.807261895177522,12.243165847709342,3.0
40378-1,14.735003820186176,88.45693043254319,32.50754381008622,190.0,12.5,60.38161178649062,25.708007943536483,5.0
40379-1,14.89624763522069,55.97420192813714,28.645060322527044,17.0,14.50021834305613,19.65232621482406,17.076272278940095,2.0
40380-1,11.035647240487261,55.97420192813714,20.481200167392636,256.0,7.448123817610345,19.99,11.63508548977976,4.0
40381-1,11.694447476338237,55.97420192813714,25.325887474349006,76.0,11.141094402579807,11.141094402579807,11.141094402579807,1.0
40382-1,17.99,47.0937979374979,23.902884025285204,14.0,23.21826467657235,23.21826467657235,23.21826467657235,1.0
40391-1,14.241,42.54890324603343,23.590749045378047,97.0,7.781970462103484,12.076322357298125,9.929146409700804,2.0
40395-1,9.982196643115474,13.436495761905295,11.709346202510385,81.0,6.214379289881199,6.214379289881199,6.214379289881199,1.0
40397-1,5.542554501785935,8.575928149314706,6.806719135493475,13.0,5.367254381021389,5.367254381021389,5.367254381021389,1.0
40400-1,4.287964074657353,5.598539900793873,4.943251987725613,39.0,4.478831920635098,4.478831920635098,4.478831920635098,1.0
40403-1,6.662262481944709,7.796298317558824,7.229280399751767,185.0,5.0,10.0,7.5,2.0
40404-1,6.237038654047059,6.947788016885196,6.592413335466128,110.0,6.038161178649062,6.038161178649062,6.038161178649062,1.0
40405-1,5.598539900793873,10.734508762042777,6.747092440140559,17.0,5.367254381021389,5.367254381021389,5.367254381021389,1.0
40407-1,22.95,124.41075367544144,40.14014595519902,91.0,14.89624763522069,32.95,20.914165090147126,3.0
40410-1,29.5,92.0,48.896336678470064,304.0,32.20352628612833,32.20352628612833,32.20352628612833,1.0
40413-1,22.3829625233739,69.0,39.375248740594536,12.0,8.8,8.8,8.8,1.0
40417-1,7.440675693792735,33.580042324961646,14.090830107421544,104.0,9.39269516678743,19.734680607086375,12.764741084376082,4.0
40421-1,16.762028462976858,61.572741828931015,31.930332679752368,44.0,17.23888264458251,17.23888264458251,17.23888264458251,1.0
40422-1,10.328,55.97420192813714,22.863964549495485,100.0,8.666539766428915,14.54,10.81884658880964,3.0
40425-1,9.49,55.97420192813714,21.137248061896777,195.0,9.517517831349585,15.417438209483938,13.44632537145497,3.0
40426-1,38.5,103.52892106478379,60.993350095635684,85.0,36.28973563694588,36.28973563694588,36.28973563694588,1.0
40428-1,14.75994954780882,43.66861122619221,22.464149300887847,118.0,11.75,11.75,11.75,1.0
40431-1,14.570759945806135,42.54890324603343,23.099956276053202,38.0,13.418135952553472,13.418135952553472,13.418135952553472,1.0
40433-1,101.35187812826472,268.7299152381059,196.83309862210726,60.0,111.97079801587746,156.75911722222844,134.36495761905294,2.0
4044-1,16.0,16.0,16.0,1.0,2.0,2.0,2.0,1.0
40440-1,13.779029062579138,30.0,21.343852693194602,71.0,11.916998108176552,19.31496265773886,15.615980382957705,2.0
40442-1,20.154743642857945,33.516557179246554,26.795252408057316,14.0,22.12650618576067,22.12650618576067,22.12650618576067,1.0
40443-1,14.47334535153232,55.97420192813714,23.267545973488907,83.0,13.791106115666008,13.791106115666008,13.791106115666008,1.0
40448-1,22.344371452831034,53.65912567426133,34.253919837587006,82.0,24.0,24.0,24.0,1.0
40449-1,10.0,36.8,23.066221051353775,517.0,10.734508762042777,10.734508762042777,10.734508762042777,1.0
4045-1,3.94,4.99,4.465,2.0,3.75,3.75,3.75,1.0
40450-1,22.30713083374298,111.96407976799651,35.607734279294625,223.0,25.494458309851595,25.494458309851595,25.494458309851595,1.0
40457-1,12.305590701944933,29.116886316048777,21.672340833121172,31.0,14.539,14.539,14.539,1.0
40460-1,10.816379088333763,39.99,21.049183649726668,374.0,6.718247880952648,12.747229154925797,9.732738517939222,2.0
40463-1,13.425298682103708,33.31131240972354,20.520394286657798,85.0,9.95,11.172185726415517,10.561092863207758,2.0
40466-1,17.403,77.25985063095544,31.036016740791197,80.0,14.89624763522069,29.47848932223609,22.187368478728388,2.0
40468-1,11.053015745333752,22.3829625233739,16.136425064945712,98.0,10.336434033691672,13.418135952553472,11.877284993122572,2.0
40476-1,12.5,55.97420192813714,22.520289609024132,131.0,10.0,13.404717816600918,11.284806644660923,4.0
40477-1,16.95,111.95960093607587,43.18297563056936,103.0,24.0,32.190108150175774,26.804958532549634,3.0
40478-1,32.58,165.6,65.02165603594031,110.0,22.8108311193409,22.8108311193409,22.8108311193409,1.0
40479-1,15.105980360322027,36.16656775912842,22.841220620535584,77.0,14.45,14.45,14.45,1.0
40481-1,15.675911722222844,39.95,26.36592972062365,31.0,13.418135952553472,46.96347583393715,30.19080589324531,2.0
40485-1,50.0,124.41523250736209,69.19338878891868,20.0,33.5352540057553,33.5352540057553,33.5352540057553,1.0
40487-1,22.5,78.37955861111422,39.91200572155138,95.0,24.15264471459625,24.15264471459625,24.15264471459625,1.0
40491-1,9.95,33.580042324961646,17.773586532239257,248.0,7.044521375090572,8.901678442262257,8.077457692841596,4.0
40492-1,18.0,55.97420192813714,26.08395314115617,24.0,10.343329586749505,10.343329586749505,10.343329586749505,1.0
40493-1,16.78442262258003,17.904130602738807,17.34427661265942,2.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0
40494-1,14.89624763522069,31.944708341250234,22.205545296753375,14.0,13.28447364108981,13.28447364108981,13.28447364108981,1.0
40495-1,30.384,167.94499994401463,50.543570776517655,60.0,34.70923724864438,34.70923724864438,34.70923724864438,1.0
40496-1,29.78504714662377,111.95960093607587,47.02444447789348,86.0,25.0,25.0,25.0,1.0
40498-1,13.425298682103708,33.591239404763236,20.50991612783647,544.0,19.31496265773886,19.31496265773886,19.31496265773886,1.0
40511-1,20.144666271036513,54.48,29.082430608769087,31.0,20.0,20.0,20.0,1.0
40512-1,5.367254381021389,24.99,10.99994082332442,100.0,17.803356884524515,17.803356884524515,17.803356884524515,2.0
40518-1,27.446,44.788319206350984,32.74275523607857,37.0,21.469017524085555,27.880728705953487,24.674873115019523,2.0
40527-1,6.70705080115106,29.99,14.561006215055146,192.0,12.076322357298125,12.076322357298125,12.076322357298125,1.0
40531-1,35.0,124.41075367544144,53.26083352718815,76.0,43.75,53.67254381021389,48.71127190510694,2.0
40539-1,14.704,55.98539900793873,25.85009341538501,242.0,14.99,16.101763143064165,15.545881571532082,2.0
40540-1,10.343329586749505,33.591239404763236,21.177843009387793,86.0,10.51263987255076,10.51263987255076,10.51263987255076,1.0
40543-1,11.172185726415517,55.97420192813714,26.12235984379251,62.0,14.89624763522069,25.494458309851595,20.195352972536142,2.0
40546-1,20.0,55.97420192813714,28.899391807741114,14.0,21.455599388133002,21.455599388133002,21.455599388133002,1.0
40547-1,16.95,66.06277082936771,38.41468642513091,76.0,20.0,22.8108311193409,21.405415559670452,2.0
40548-1,34.98383757131579,134.36495761905294,65.40488138896472,71.0,38.62992531547772,38.62992531547772,38.62992531547772,1.0
40549-1,27.5,223.93039895195335,55.25024241055786,43.0,29.68091672704828,32.471531424604464,31.076224075826374,2.0
40550-1,26.0609852378186,111.95960093607587,43.80247741783082,25.0,21.431210740238946,21.469017524085555,21.45011413216225,2.0
40552-1,13.359,111.95960093607587,25.58654976132557,79.0,14.0,14.0,14.0,1.0
40553-1,26.0609852378186,111.95960093607587,39.81854528626777,65.0,24.99,24.99,24.99,1.0
40559-1,18.321301046263237,111.95960093607587,34.892517630120516,63.0,22.0,22.0,22.0,1.0
40564-1,17.904130602738807,44.788319206350984,29.11181204680091,176.0,24.99,24.99,24.99,1.0
40579-1,74.48719667515753,167.9561970238162,107.5725985988829,16.0,99.99,99.99,99.99,1.0
4058-1,10.51,10.51,10.51,1.0,3.0,14.89624763522069,8.948123817610345,2.0
40582-1,7.8267587813098345,35.0,20.37469167293459,70.0,16.348631779654706,16.348631779654706,16.348631779654706,1.0
40583-1,30.685211107356867,124.41075367544144,51.95089813647088,38.0,37.51021733531895,37.51021733531895,37.51021733531895,1.0
40585-1,21.533104166433397,99.51964527651188,39.047267425769775,123.0,39.66769971273643,39.66769971273643,39.66769971273643,1.0
40587-1,5.0,46.96347583393715,19.943436774577517,136.0,15.45197012619109,15.45197012619109,15.45197012619109,1.0
40589-1,10.419925220836873,42.54890324603343,22.292493924396563,170.0,32.471531424604464,32.471531424604464,32.471531424604464,1.0
40591-1,44.59191729603313,161.7306206541334,77.62771911658082,25.0,48.29187129323995,48.29187129323995,48.29187129323995,1.0
40593-1,6.546900835679493,33.580042324961646,14.199156526489114,119.0,7.440675693792735,7.440675693792735,7.440675693792735,1.0
4060-1,10.98,10.98,10.98,1.0,5.598539900793873,5.598539900793873,5.598539900793873,1.0
40605-1,5.0,20.12720392883021,11.729221526706676,110.0,17.803356884524515,17.803356884524515,17.803356884524515,2.0
40609-1,7.509028480393401,19.99,12.081431397685735,32.0,7.837955861111422,22.282188805159613,15.060072333135517,3.0
40615-1,10.637225811508358,30.0,19.045261615788778,98.0,12.076322357298125,12.076322357298125,12.076322357298125,1.0
40619-1,17.991,60.38161178649062,29.82488209536482,72.0,13.784210562608173,13.784210562608173,13.784210562608173,1.0
40620-1,22.344371452831034,41.56374691240737,32.98880334342406,71.0,24.139226578643694,24.139226578643694,24.139226578643694,1.0
40623-1,9.95,111.95960093607587,53.204336232675246,93.0,49.647103024447844,49.647103024447844,49.647103024447844,1.0
40630-1,12.98,40.30948728571589,25.407834746193704,82.0,22.3512456816599,22.3512456816599,22.3512456816599,1.0
40682-1,9.48,33.580042324961646,17.373817690332157,137.0,11.69,11.69,11.69,1.0
40704-1,29.97,138.09358519298166,45.81009467134329,57.0,34.438533155994676,34.438533155994676,34.438533155994676,1.0
4096-1,36.861509585735355,36.861509585735355,36.861509585735355,1.0,11.87535626068782,11.87535626068782,11.87535626068782,1.0
4097-1,87.80667649819011,87.80667649819011,87.80667649819011,1.0,15.45197012619109,15.45197012619109,15.45197012619109,1.0
41000-1,3.695036334523956,10.067294449607543,6.077454903761099,5.0,2.239415960317549,10.0,4.091446982871975,14.0
41001-1,12.305590701944933,16.113717542464926,13.811528468696157,8.0,5.0,15.0,7.173433237171853,9.0
41002-1,13.418135952553472,18.12919190675072,15.773663929652095,2.0,2.0,15.0,7.771988738337925,16.0
41003-1,13.425298682103708,14.545006662262482,13.985152672183094,2.0,4.0,16.464,8.462921598071606,9.0
41004-1,23.502670503532677,23.502670503532677,23.502670503532677,2.0,9.198432914748775,20.602626834921452,14.059990712417601,7.0
41005-1,111.97079801587746,129.99,120.98039900793873,3.0,20.854746689308964,70.8215297450425,37.444261406526365,14.0
41006-1,36.939166265437976,94.0,56.33268017034491,3.0,11.354,18.62030954402586,15.070024710214733,6.0
