set_number,min_value_new,max_value_new,mean_value_new,quantity_new,min_value_used,max_value_used,mean_value_used,quantity_used
76186-1,13.418135952553472,38.07007132539834,23.910958524079017,934.0,8.619441322291255,12.99,10.959851504102952,4.0
76187-1,57.32820902414682,114.0541555967045,86.69705469409529,45.0,44.732333807343046,65.0,53.0978648704011,4.0
76188-1,39.386,100.63601964415103,67.07547989083967,94.0,47.0,48.37556419537919,47.68778209768959,2.0
76190-1,35.0,69.0,51.555539943301504,92.0,35.0,35.0,35.0,1.0
76191-1,63.30905244968793,147.2,93.5101202283295,162.0,40.25440785766042,79.15358398411293,49.10388214212003,9.0
76192-1,57.0,149.25,99.06807874695498,82.0,65.0,82.74663669399604,70.25315299163569,4.0
76193-1,149.98,247.49,184.71645574592173,35.0,104.69269614484543,200.0,136.46179742989696,3.0
76194-1,27.984861548108253,55.98539900793873,43.49722786952403,274.0,13.406622871698621,25.0,19.20331143584931,2.0
76196-1,36.95036334523956,70.998,52.58185943015119,18.0,26.068433361636206,26.068433361636206,26.068433361636206,1.0
76196-10,0.493,3.976,1.2555607096572372,9.0,0.6703311435849311,0.6703311435849311,0.6703311435849311,1.0
76196-11,0.487,2.97,0.9622101932184773,13.0,0.40219868615095866,0.89,0.6460993430754793,2.0
76196-12,3.1537919617652284,8.0,4.806519848191066,41.0,3.841,3.841,3.841,1.0
76196-13,0.695,4.29,2.2056,7.0,0.7448123817610345,0.7448123817610345,0.7448123817610345,1.0
76196-14,0.5027483576886983,3.184,0.937276825246831,14.0,0.6703311435849311,0.85,0.7601655717924656,2.0
76196-15,0.5496715377396434,3.85,1.1905745588722338,11.0,0.44688742905662066,0.44688742905662066,0.44688742905662066,1.0
76196-17,1.516,4.012022649813488,2.339755662453372,8.0,1.2363885537233172,1.92,1.5781942768616586,2.0
76196-18,0.429,5.0,1.60749102093938,12.0,0.5958499054088277,0.5958499054088277,0.5958499054088277,1.0
76196-19,3.1537919617652284,7.3788755892463245,4.853869386546853,16.0,2.9,4.964798201639763,3.9323991008198815,2.0
76196-2,7.338,10.92,9.22526548076876,12.0,6.628830197673207,7.99,7.309415098836604,2.0
76196-20,1.091,5.505,2.002279796362442,11.0,0.9980485915597863,0.9980485915597863,0.9980485915597863,1.0
76196-21,1.036,1.6101763143064165,1.3891960523844027,12.0,1.1172185726415518,1.1172185726415518,1.1172185726415518,1.0
76196-24,0.5236031043780072,5.0,1.3626080129483154,12.0,0.5586092863207759,0.5586092863207759,0.5586092863207759,1.0
76196-25,10.757034565385347,18.78539033357486,13.699914713693724,8.0,8.201860954663024,8.201860954663024,8.201860954663024,1.0
76196-4,0.7608083085097818,1.04,0.9302694361699272,4.0,0.44688742905662066,0.94,0.6934437145283103,2.0
76196-6,0.52,0.95,0.7673000831924429,9.0,0.7448123817610345,0.91,0.8274061908805173,2.0
76196-7,0.627,0.95,0.81675,13.0,0.7448123817610345,0.7448123817610345,0.7448123817610345,1.0
76196-8,4.493,9.29,7.08103015390602,10.0,5.4594747583083825,5.4594747583083825,5.4594747583083825,1.0
76196-9,0.513,2.97,1.1456666666666668,9.0,0.42454305760378963,0.94,0.6822715288018948,2.0
76199-1,89.99,168.4000436592706,116.59306245518663,42.0,75.0,85.0,80.0,2.0
7620-1,151.16057732143457,151.16057732143457,151.16057732143457,1.0,29.79249527044138,55.98539900793873,45.12073970566722,7.0
76200-1,25.99,74.84446384856471,45.70103857724481,554.0,23.151,26.567909186055875,24.859454593027937,2.0
76202-1,8.487386489603512,24.99,15.159296898492503,676.0,13.418135952553472,13.418135952553472,13.418135952553472,1.0
76203-1,9.500285008550255,32.471531424604464,16.997494162429145,148.0,13.418135952553472,13.418135952553472,13.418135952553472,1.0
76204-1,8.901678442262257,32.20352628612833,16.92428945020798,515.0,5.171664793374752,11.197079801587746,7.4373137394649635,4.0
76206-1,34.0,133.408,52.79991392003878,553.0,22.394159603175492,22.394159603175492,22.394159603175492,1.0
76207-1,13.95486139065561,36.95036334523956,23.163319204329863,128.0,11.164737602597906,25.07,17.078245867532633,3.0
76208-1,35.0,120.331,69.83332716218041,187.0,40.0,40.24098972170786,40.12049486085393,2.0
7621-1,167.9561970238162,167.9561970238162,167.9561970238162,1.0,30.036113921573605,111.97079801587746,57.378038230193866,7.0
76215-1,190.0,526.262750674624,362.02121191811403,32.0,173.4987515256021,173.4987515256021,173.4987515256021,1.0
76216-1,54.0,137.49,89.96217041811472,106.0,73.7997477390441,73.7997477390441,73.7997477390441,1.0
76217-1,29.99,114.37033221735771,59.059679602470226,89.0,20.25293828484605,20.25293828484605,20.25293828484605,1.0
76218-1,199.9406554770516,335.9123940476324,266.5657418027719,108.0,212.74451623016716,250.0,231.37225811508358,2.0
7622-1,268.7299152381059,268.7299152381059,268.7299152381059,1.0,95.17517831349583,167.9561970238162,131.565687668656,2.0
76225-1,23.98638435096127,42.54890324603343,32.55908781221146,186.0,13.446328462774357,13.446328462774357,13.446328462774357,1.0
76226-1,20.0,42.54890324603343,31.551560782955406,82.0,10.0,10.0,10.0,1.0
76231-11,0.37530136364410116,1.489624763522069,0.849965498889305,30.0,0.89,0.89,0.89,1.0
76231-12,0.38,1.489624763522069,0.8965307321244124,24.0,0.92,0.92,0.92,1.0
76231-13,0.6,1.73,1.1136947770070307,18.0,0.89,0.89,0.89,1.0
76231-14,3.77,28.709,6.862927136043446,39.0,3.045,3.725,3.49425,4.0
76231-15,0.366,2.2344371452831036,0.9675819535668543,30.0,0.5,0.5,0.5,1.0
76231-16,0.58,1.27,0.9240810986325252,22.0,0.82,0.82,0.82,1.0
76231-17,0.897,1.85,1.5095064847700834,21.0,0.49,1.0,0.745,2.0
76231-18,0.85,6.73,1.9200052054179015,30.0,1.13,2.0,1.565,2.0
76231-19,0.45,2.4206402407233623,1.1139782429806122,21.0,0.6,0.6,0.6,1.0
76231-2,3.626734147734271,28.649,5.829081430644111,44.0,3.35,5.702707779835225,4.184235926611742,3.0
76231-20,4.1989049255954045,21.568,7.173034962657501,31.0,3.706,5.598539900793873,4.428179966931292,3.0
76231-22,0.262,4.014,1.0277636705990703,31.0,0.85,0.85,0.85,1.0
76231-23,0.256,2.979249527044138,0.9127833692023096,25.0,0.52,0.52,0.52,1.0
76231-24,0.5891465939729783,3.5378588133649136,1.3225969170971907,28.0,1.0,1.0,1.0,1.0
76231-25,4.02,23.708,6.969911335435825,37.0,3.248,3.248,3.248,1.0
76231-3,0.989,2.23,1.4177170550746847,21.0,1.0,1.0,1.0,1.0
76231-4,0.5093375649455659,2.4206402407233623,1.1456472553402821,27.0,0.8,0.8,0.8,1.0
76231-5,0.47,1.2955021330437022,0.8163696588078476,23.0,0.64,0.64,0.64,1.0
76231-6,4.19,8.03746343557953,5.966663331547667,45.0,3.585,5.348,4.594333333333333,4.0
76231-7,0.566,3.599,1.2462418375678432,32.0,1.04,1.04,1.04,1.0
76231-8,0.81,2.978,1.4338614387788984,22.0,1.19,1.19,1.19,1.0
76231-9,0.86,6.729,1.9484687788009358,19.0,1.19,1.288,1.2389999999999999,2.0
76237-1,33.99,83.9780985119081,57.63152662454039,50.0,42.99,42.99,42.99,1.0
76238-1,67.12649341051853,138.0,93.37311856782728,50.0,55.0,67.18247880952647,61.091239404763236,2.0
7624-1,95.17517831349583,111.95960093607587,103.56738962478585,2.0,36.21554893594182,83.9780985119081,50.112013826377584,4.0
76240-1,52.36013988313953,360.34442217469683,281.55535381272506,70.0,153.9432220161218,195.0,172.9777406720406,3.0
76241-1,9.228225410019217,20.994524627977025,16.169354972253945,61.0,11.801140664539089,16.795619702381618,14.197703372968464,3.0
76242-1,13.425298682103708,33.545339881383676,17.377210001895286,520.0,16.795619702381618,16.795619702381618,16.795619702381618,1.0
76243-1,8.096110589742445,33.545339881383676,17.50685653587882,48.0,11.90030991382093,16.795619702381618,14.230759789395742,3.0
76244-1,21.001,53.67254381021389,32.4723030102307,75.0,25.753283543651815,25.753283543651815,25.753283543651815,1.0
76245-1,30.0,45.39631466833505,36.153696782950796,50.0,18.78539033357486,19.120843732388696,18.95311703298178,2.0
76247-1,39.17858222575553,72.43726836041161,54.38035132056523,54.0,29.99,29.99,29.99,1.0
76248-1,85.0,177.5957630250031,116.00167861457324,38.0,89.57663841270197,89.57663841270197,89.57663841270197,1.0
7625-1,139.9634975198468,145.55084034083913,142.75716893034297,2.0,53.67254381021389,100.77371821428972,73.9890085266251,5.0
76251-1,64.998,115.40867855387228,88.10767124246779,6.0,75.39,75.39,75.39,1.0
76265-1,29.0,66.06277082936771,40.40089253935031,125.0,33.591239404763236,33.591239404763236,33.591239404763236,1.0
76267-10,4.649,10.066174741627384,6.6687387633735415,82.0,5.99,5.99,5.99,1.0
76267-11,0.5598539900793873,1.49,0.8394349118891449,39.0,0.76,0.76,0.76,1.0
76267-12,0.5598539900793873,1.2,0.9204666465363718,38.0,0.88,0.88,0.88,1.0
76267-13,0.27992699503969365,1.09,0.8323043865230161,39.0,0.72,0.72,0.72,1.0
76267-14,2.8014321229627286,7.37997477390441,4.6140380679890445,84.0,3.99,3.99,3.99,1.0
76267-16,0.563,1.15,0.7968415114932628,38.0,0.283,0.7,0.49149999999999994,2.0
76267-17,0.5598539900793873,2.5,1.1918225297842322,39.0,0.5,0.5,0.5,1.0
76267-2,4.79,8.721788369159757,6.596907045574611,61.0,5.99,5.99,5.99,1.0
76267-20,0.639,1.15,0.8638436691009014,40.0,1.0,1.0,1.0,1.0
76267-21,0.45,1.49,1.1473622295074508,36.0,0.5,0.5,0.5,1.0
76267-22,0.27992699503969365,1.1,0.7795324265255977,37.0,0.64,0.64,0.64,1.0
76267-24,0.175,1.0,0.5681500085268468,39.0,0.31,0.31,0.31,1.0
76267-25,0.609,1.38,1.081788929155164,38.0,1.07,1.07,1.07,1.0
76267-3,0.27992699503969365,1.14,0.6522400909602022,37.0,0.5,0.5,0.5,1.0
76267-4,5.582,11.40541555967045,8.045895793155754,61.0,6.49,6.49,6.49,1.0
76267-7,1.007,1.386,1.1480861771767814,39.0,1.17,1.17,1.17,1.0
76267-8,4.362,9.0,6.622454813730179,94.0,3.99,3.99,3.99,1.0
7627-1,442.0,442.0,442.0,1.0,161.01763143064167,244.41,202.33980686559914,4.0
76278-1,30.0,44.788319206350984,40.00908363098904,48.0,25.753283543651815,25.753283543651815,25.753283543651815,1.0
7628-1,249.99,311.0,280.495,2.0,105.12639872550761,235.13867583334266,170.13253727942515,2.0
7631-1,89.34149973686863,89.34149973686863,89.34149973686863,1.0,11.164737602597906,27.880728705953487,22.135847464937047,5.0
7633-1,313.50703736465533,358.30655365080787,331.2432117703703,5.0,39.18977930555711,137.00746845222767,98.54282994970868,4.0
7637-1,334.7926860674736,495.0,414.8963430337368,2.0,193.14962657738863,193.14962657738863,193.14962657738863,1.0
76382-1,22.344371452831034,80.50881571532084,42.5542422816729,336.0,20.82656843095321,34.3,26.574003877327907,3.0
76383-1,27.981502424167775,80.50881571532084,41.28946219366007,443.0,22.0,41.315,31.6575,2.0
76384-1,54.99,83.12749382481474,70.07203117776774,17.0,39.18977930555711,42.0,40.594889652778555,2.0
76385-1,32.471531424604464,70.0,49.56716199317984,40.0,27.0,27.0,27.0,1.0
76388-1,57.0,185.0,103.71947782281723,153.0,67.0772616268148,93.14526860053986,74.3347559094683,4.0
76389-1,90.0,266.40092263937566,166.01147645201613,119.0,99.99,145.0,122.495,2.0
76390-12,3.35578822644822,23.667,9.108908687018845,5.0,2.6836271905106943,2.6836271905106943,2.6836271905106943,1.0
76390-18,0.352708013750014,1.1169683441788725,0.8314868201316669,10.0,0.6,0.6,0.6,1.0
76390-21,2.979249527044138,7.3788755892463245,4.182794327583524,8.0,2.951989909561764,2.951989909561764,2.951989909561764,1.0
76390-23,2.622233289510442,7.3788755892463245,3.80022285438306,13.0,2.94,2.951989909561764,2.9459949547808817,2.0
76390-3,2.694,7.3788755892463245,4.4234303627404135,12.0,2.951989909561764,2.951989909561764,2.951989909561764,1.0
76390-4,0.19594889652778555,3.1029988760248517,1.1495676125591785,7.0,1.17,1.17,1.17,1.0
76390-5,0.8091219048905415,0.8091219048905415,0.8091219048905415,1.0,1.17,1.17,1.17,1.0
76390-7,3.9895298832482236,7.3788755892463245,4.947812998530427,10.0,2.951989909561764,3.3367297808731484,3.144359845217456,2.0
76392-1,99.99,174.43576738319513,127.88078252882796,35.0,83.9669014321065,83.9669014321065,83.9669014321065,1.0
76393-1,74.99,256.4131274563594,145.35463555597616,53.0,88.45693043254319,103.01313417460726,95.73503230357522,2.0
76394-1,69.9,112.26669577284707,88.41802932281065,36.0,48.42513072590668,78.16805946582058,59.753124601833214,3.0
76396-1,27.981502424167775,60.37,42.832422191130526,159.0,19.594889652778555,25.024823551512224,22.309856602145388,2.0
76399-1,36.0,134.53963206395773,69.79369229166868,316.0,45.0,45.0,45.0,1.0
76400-1,14.412119587076019,40.43,25.382004589671563,541.0,12.99,15.675911722222844,14.332955861111422,2.0
76403-1,6.709067976276736,216.65117737294113,116.18437272715154,224.0,50.38685910714486,61.074,55.73042955357243,2.0
76404-10,2.6872991523810588,46.305,7.751412273269772,61.0,4.264,4.826887140483103,4.5808101607393805,4.0
76404-13,3.168,56.595,8.23362795774375,59.0,4.039,7.2,5.142867758136647,3.0
76404-14,0.33591239404763235,7.84,1.6069701875703655,34.0,0.372,0.372,0.372,1.0
76404-15,0.33591239404763235,2.94,1.1564195172219913,42.0,0.742,0.742,0.742,1.0
76404-16,2.646989665095343,21.856,6.5661612558444125,52.0,4.1651084698373255,4.1651084698373255,4.1651084698373255,1.0
76404-17,1.007737182142897,9.158,3.839041640825166,79.0,1.27,1.27,1.27,1.0
76404-19,1.753462696928641,19.098,5.31643711972596,53.0,2.798,3.1029988760248517,2.950499438012426,2.0
76404-2,0.47,1.79,1.171260431646554,29.0,0.965,0.965,0.965,1.0
76404-20,0.3045605706031867,3.457,1.175244195081024,45.0,0.965,0.965,0.965,1.0
76404-21,0.463,3.622,1.3917357021513388,41.0,0.998,0.998,0.998,1.0
76404-23,0.4808043202383713,4.116,1.2916995517484227,39.0,0.662,0.662,0.662,1.0
76404-25,1.8407999193810254,25.725,7.723797546567183,57.0,3.9302756875379252,4.769,4.349637843768963,2.0
76404-4,0.8719948469335622,15.435,4.087570391717758,48.0,2.395,2.395,2.395,1.0
76404-5,0.55,7.203,1.8352806396718286,40.0,0.4,0.4,0.4,1.0
76404-6,0.48,7.203,2.018994525567001,32.0,1.131,1.131,1.131,1.0
76404-7,2.2371765443572316,63.798,8.89096127364383,57.0,4.462616217682848,6.263,5.558872072560949,4.0
76404-8,0.52,2.94,1.4374012709724424,41.0,1.024,1.024,1.024,1.0
76409-1,26.337771109294696,87.44583412645981,47.55756891583519,615.0,25.0,29.99,27.494999999999997,2.0
7641-1,145.55084034083913,145.55084034083913,145.55084034083913,1.0,30.0,89.06517195515865,48.154770011367894,10.0
76410-1,26.337771109294696,62.92,41.37252378115485,658.0,29.99,29.99,29.99,1.0
76411-1,27.276086396667747,62.92,43.39846469368386,320.0,29.99,29.99,29.99,1.0
76412-1,29.00043668611226,62.92,44.77007130812433,674.0,29.99,29.99,29.99,1.0
76415-1,76.1311849869554,111.97079801587746,91.9039554233256,51.0,61.583938908732605,61.583938908732605,61.583938908732605,1.0
76418-14,4.575126806928753,6.81,5.511654531520402,28.0,6.99,6.99,6.99,1.0
76418-22,4.973,7.7,6.248903263648135,27.0,6.99,6.99,6.99,1.0
76420-1,28.287974259284088,67.18247880952647,48.56532020971609,67.0,24.63357556349304,65.50775404941353,38.963332403226644,4.0
7644-1,11.18588272178616,11.18588272178616,11.18588272178616,1.0,156.75911722222844,156.75911722222844,156.75911722222844,1.0
7648-1,106.00327402517243,106.00327402517243,106.00327402517243,1.0,19.99,19.99,19.99,1.0
7654-1,95.17517831349583,95.17517831349583,95.17517831349583,1.0,26.068433361636206,39.17858222575553,34.67635581234179,5.0
7655-1,89.57663841270197,89.57663841270197,89.57663841270197,1.0,44.788319206350984,61.583938908732605,55.521280050162915,4.0
7657-1,78.37955861111422,132.83954593027937,95.8827956420725,5.0,22.344371452831034,67.74233279960586,34.155313749092684,10.0
7658-1,107.34508762042778,172.0,139.67254381021388,2.0,53.7347859678196,162.3576571230223,83.39515256406317,5.0
7659-1,124.11995504099407,224.0,160.82830422001567,3.0,50.0,80.50881571532084,67.05988568542809,4.0
7660-1,107.34508762042778,201.54743642857943,168.29750801633574,3.0,44.6763484083351,95.17517831349583,59.445437749834845,5.0
7661-1,313.5182344444569,313.5182344444569,313.5182344444569,1.0,142.44536801179785,167.9561970238162,153.85404745234953,3.0
7663-1,139.37376174941534,139.37376174941534,139.37376174941534,1.0,42.53770616623185,43.66861122619221,42.918406879485836,3.0
7664-1,167.9561970238162,235.0,201.47809851190812,2.0,145.55084034083913,145.55084034083913,145.55084034083913,1.0
7667-1,55.929413608930794,67.1712817297249,61.55034766932785,2.0,7.4332275699751245,27.992699503969366,21.176848298021266,11.0
7668-1,61.583938908732605,108.0,78.91840687948583,3.0,14.578597901667244,26.836271905106944,22.10668607856521,9.0
7671-1,132.83954593027937,132.83954593027937,132.83954593027937,2.0,30.0,104.69269614484543,72.11390193208847,6.0
7673-1,162.3576571230223,194.0,178.17882856151115,2.0,43.66861122619221,167.9561970238162,95.37875314996263,6.0
7676-1,650.0,650.0,650.0,1.0,275.82212231332016,356.67885281868655,311.9238365406944,5.0
7679-1,448.21094875914525,448.21094875914525,448.21094875914525,1.0,139.95230044004524,155.14994380124259,145.20853191707135,3.0
7682-1,288.0,288.0,288.0,1.0,107.99779535535,162.3576571230223,132.6092480092101,3.0
7683-1,425.0,425.0,425.0,1.0,167.57533777241517,167.72669940691839,167.65101858966676,2.0
76831-1,19.56,75.51,38.26327424896247,121.0,20.0,27.880728705953487,23.424962769709662,3.0
76832-1,37.62890638121578,104.97,62.47346042503931,96.0,54.11,54.11,54.11,1.0
7684-1,124.99,144.59908855770414,134.79454427885207,2.0,60.368193650538075,69.1755590142091,65.57541049142455,3.0
7685-1,123.0,139.9634975198468,131.4817487599234,2.0,33.31131240972354,65.314459433783,47.172045096215115,4.0
7686-1,55.97420192813714,55.97420192813714,55.97420192813714,1.0,18.0,35.56669200076002,26.700914942756555,8.0
7687-1,26.87299152381059,35.83065536508079,31.348837556498598,7.0,22.394159603175492,22.394159603175492,22.394159603175492,1.0
7688-1,27.936714104961425,27.936714104961425,27.936714104961425,1.0,20.12720392883021,20.12720392883021,20.12720392883021,1.0
76895-1,33.3,111.95960093607587,52.6190431782439,85.0,15.721860971859249,60.0,33.73075051291701,8.0
76896-1,55.97420192813714,167.94499994401463,89.29903622255316,14.0,18.772571200983503,49.95,37.76110196830227,4.0
76897-1,38.730243851573796,167.94499994401463,71.58518353848073,13.0,47.278549754224095,48.268871404831025,47.77371057952756,2.0
76898-1,59.0,223.93039895195335,108.99359282915358,13.0,40.0,60.38161178649062,53.45355983146822,3.0
7690-1,387.6764939703726,446.76348408335105,417.2199890268618,2.0,186.2030954402586,186.2030954402586,186.2030954402586,1.0
76900-1,14.598322682516278,111.95960093607587,32.729125393381054,652.0,25.09191423127499,40.0,31.663230641655264,5.0
76901-1,14.151435253459654,111.95960093607587,35.47619968443384,589.0,14.89624763522069,33.591239404763236,23.18113463527317,5.0
76902-1,25.0,111.95960093607587,36.75174212046034,613.0,19.594889652778555,21.0,20.297444826389277,2.0
76903-1,41.411568425913515,167.94499994401463,66.20663476924537,95.0,39.18977930555711,53.269999731637284,47.61554604811308,3.0
76906-1,15.946,67.09067976276735,29.29227067941542,557.0,22.8108311193409,33.545339881383676,28.178085500362286,3.0
76907-1,13.57792971950366,111.95960093607587,29.529592991177307,199.0,10.343329586749505,33.545339881383676,19.775871361031662,4.0
76908-1,17.23888264458251,60.38161178649062,29.89043369501308,187.0,16.795619702381618,26.82285376915439,19.63868612981348,4.0
76911-1,17.0,73.6,34.60617769035765,684.0,14.04,33.545339881383676,23.792669940691837,2.0
76912-1,26.403598933428675,111.95960093607587,43.21813874307347,65.0,26.836271905106944,26.836271905106944,26.836271905106944,1.0
76916-1,11.984031222535044,111.95960093607587,31.371893484711293,421.0,15.911050398056188,15.911050398056188,15.911050398056188,1.0
76917-1,13.808821557849578,55.97420192813714,32.360552418292265,513.0,16.23,16.23,16.23,1.0
76925-1,38.99,59.31740452213566,52.566751364552886,8.0,55.929413608930794,55.929413608930794,55.929413608930794,1.0
76941-1,49.99,167.94499994401463,73.5476172699971,743.0,36.0,36.0,36.0,1.0
76945-1,16.50674520235607,41.98904925595405,24.57209578295098,918.0,20.0,20.0,20.0,1.0
76946-1,22.575552295961213,50.98891661970319,36.4224274132105,104.0,25.95,25.95,25.95,5.0
76948-1,58.0,142.99,91.86661513617501,164.0,37.24061908805172,60.0,48.62030954402586,2.0
76949-1,109.99,219.99,152.07106522569737,114.0,77.1304389131674,77.1304389131674,77.1304389131674,1.0
76951-1,33.866687567882295,75.9,52.80089372684763,101.0,40.0,44.81419932285669,42.40709966142835,2.0
76957-1,27.575316678274184,44.788319206350984,38.17930571811929,405.0,30.77082968266534,30.77082968266534,30.77082968266534,1.0
76958-1,22.3829625233739,45.908027186509756,29.274060877091866,207.0,11.99,11.99,11.99,1.0
7696-1,201.27203928830207,201.27203928830207,201.27203928830207,2.0,21.469017524085555,22.33817420416755,21.90359586412655,2.0
76989-1,80.0,166.83648904365742,125.89661821491805,93.0,89.56544133290038,89.56544133290038,89.56544133290038,1.0
7701-1,106.37225811508358,106.37225811508358,106.37225811508358,1.0,36.39050935516018,36.39050935516018,36.39050935516018,1.0
7703-1,100.77371821428972,100.77371821428972,100.77371821428972,1.0,44.81610582294321,44.81610582294321,44.81610582294321,1.0
7706-1,117.56933791667133,144.0,130.78466895833566,2.0,39.18977930555711,39.18977930555711,39.18977930555711,1.0
7715-1,894.646676146861,1000.0,947.3233380734305,2.0,97.97444826389278,97.97444826389278,97.97444826389278,1.0
7720-1,268.3627190510694,268.3627190510694,268.3627190510694,1.0,110.85109003571868,251.9342955357243,175.63903666469832,6.0
7723-1,72.76982163051875,72.76982163051875,72.76982163051875,1.0,20.79811072645788,29.078816244723374,26.361518292587743,5.0
7724-1,41.19629600600164,50.38685910714486,45.791577556573245,3.0,32.19160442956477,32.19160442956477,32.19160442956477,2.0
7726-1,62.692449809089794,62.692449809089794,62.692449809089794,1.0,20.854746689308964,40.2982902059143,29.538319605417605,4.0
7739-1,166.83648904365742,166.83648904365742,166.83648904365742,1.0,45.0,77.25985063095544,60.6149470572794,3.0
7741-1,23.502670503532677,39.13379390654917,31.318232205040925,3.0,4.468874290566207,25.0,9.341068022468988,16.0
7743-1,117.56933791667133,279.8710096406857,198.72017377867851,2.0,26.068433361636206,65.314459433783,43.19384240558545,5.0
7747-1,178.03356884524516,178.03356884524516,178.03356884524516,1.0,79.99,151.149380241633,104.10606960104805,3.0
7748-1,111.97079801587746,111.97079801587746,111.97079801587746,1.0,50.274888309128976,55.97420192813714,53.15253781813703,5.0
7749-1,75.0,96.3,82.64664627110002,5.0,37.51021733531895,39.17858222575553,38.62246059561,3.0
7751-1,251.9342955357243,251.9342955357243,251.9342955357243,1.0,141.51435253459655,212.7333191503656,177.12383584248107,3.0
7752-1,319.0,319.0,319.0,1.0,33.91595471900928,83.0681170435113,58.492035881260286,2.0
7753-1,180.0,180.0,180.0,1.0,77.25985063095544,83.9669014321065,80.6152422114979,3.0
7754-1,161.01763143064167,335.9011969678308,262.05786170922255,4.0,90.0,167.72669940691839,128.8633497034592,2.0
7773-1,110.85109003571868,110.85109003571868,110.85109003571868,1.0,24.073721573413653,33.12,27.43794492464298,4.0
7780-1,197.06860450794431,197.06860450794431,197.06860450794431,1.0,45.0,111.72185726415518,86.9935648210216,3.0
7781-1,305.68027858334545,305.68027858334545,305.68027858334545,1.0,172.4350289444513,172.4350289444513,172.4350289444513,1.0
7782-1,250.8145875555655,250.8145875555655,250.8145875555655,1.0,297.0,297.0,297.0,1.0
7784-1,358.30655365080787,503.3087370813692,421.57005452977864,3.0,146.53618336337883,349.95,231.1682206925743,4.0
7789-1,41.13807119103338,61.583938908732605,49.963185078681136,8.0,5.0,24.12754014935768,14.80572333596776,8.0
7797-1,6.641977296513969,12.305590701944933,9.335440807470281,35.0,3.354533988138368,5.367254381021389,4.156938518101066,5.0
7798-1,6.709067976276736,7.983790891769316,7.346429434023026,4.0,4.159622145291577,4.159622145291577,4.159622145291577,1.0
7800-1,3.354533988138368,6.709067976276736,4.861837926808541,6.0,3.3411158521858146,3.3411158521858146,3.3411158521858146,1.0
7801-1,4.012022649813488,7.796298317558824,5.132527334133017,14.0,1.3418135952553472,4.025440785766041,3.1308983889291433,3.0
7803-1,3.019080589324531,5.367254381021389,4.137258585370653,4.0,1.677266994069184,2.670209054558141,2.1737380243136624,2.0
7804-1,5.367254381021389,5.367254381021389,5.367254381021389,2.0,3.3411158521858146,3.3411158521858146,3.3411158521858146,1.0
7805-1,4.025440785766041,8.677736846230504,6.2504294165843115,7.0,2.257,3.3411158521858146,2.97974390145721,3.0
7808-1,3.9583501060032744,5.367254381021389,4.662802243512331,3.0,2.071459763293733,2.6836271905106943,2.377543476902214,3.0
7810-1,461.8795418154945,461.8795418154945,461.8795418154945,1.0,95.17517831349583,95.17517831349583,95.17517831349583,1.0
7813-1,306.68801576548833,306.68801576548833,306.68801576548833,1.0,44.788319206350984,61.583938908732605,53.18612905754179,2.0
7817-1,234.01896785318388,234.01896785318388,234.01896785318388,1.0,55.98539900793873,87.21788369159756,71.60164134976814,2.0
7818-1,320.23648232540955,338.71166399802934,329.47407316171945,2.0,36.95036334523956,87.21788369159756,61.56007115657523,5.0
7820-1,523.4634807242271,523.4634807242271,523.4634807242271,1.0,111.97079801587746,111.97079801587746,111.97079801587746,1.0
7824-1,250.0,250.0,250.0,1.0,106.37225811508358,167.94499994401463,139.77241935303275,3.0
7839-1,500.0,500.0,500.0,1.0,96.29488629365461,139.9634975198468,118.75279460450047,3.0
7848-1,162.3576571230223,201.54743642857943,187.30169785053394,3.0,67.09067976276735,80.0,73.54533988138368,3.0
7851-1,16.795619702381618,30.791969454366303,26.126519537038075,4.0,4.478831920635098,8.957663841270197,6.718247880952648,17.0
7853-1,15.0,15.0,15.0,1.0,11.197079801587746,11.197079801587746,11.197079801587746,1.0
7854-1,30.791969454366303,30.791969454366303,30.791969454366303,1.0,13.418135952553472,15.675911722222844,14.547023837388158,2.0
7855-1,30.791969454366303,39.18977930555711,33.591239404763236,3.0,4.478831920635098,4.478831920635098,4.478831920635098,7.0
7867-1,338.71166399802934,338.71166399802934,338.71166399802934,1.0,50.38685910714486,55.98539900793873,53.18612905754179,3.0
787-1,89.57663841270197,89.57663841270197,89.57663841270197,1.0,67.09067976276735,67.09067976276735,67.09067976276735,1.0
7871-1,8.03746343557953,16.101763143064165,10.788086288375911,4.0,4.817110806966696,6.709067976276736,5.763089391621715,2.0
7872-1,6.641977296513969,6.696,6.668988648256985,2.0,2.04,3.354533988138368,2.922551525897022,6.0
7877-1,80.50881571532084,80.50881571532084,80.50881571532084,1.0,48.268871404831025,94.176,68.01253830822138,8.0
7879-1,95.0,275.82212231332016,215.0203785098485,5.0,103.43329586749506,128.76641771825908,119.06657119525137,3.0
7891-1,55.929413608930794,55.929413608930794,55.929413608930794,1.0,13.5,21.890291012104043,17.76853956488148,3.0
7892-1,222.82188805159615,222.82188805159615,222.82188805159615,1.0,66.42683707973963,66.42683707973963,66.42683707973963,1.0
7894-1,312.39852646429813,312.39852646429813,312.39852646429813,1.0,111.97079801587746,111.97079801587746,111.97079801587746,1.0
7895-1,16.78442262258003,62.199778297819925,29.57401537269451,14.0,10.077371821428972,17.355473692461008,13.596546587878077,5.0
